# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
  295       5.021417092602e-10       1.294117869824e-12       1.558484087669e-11       0.000000000000e+00 
  296       4.975299705539e-10       1.318603657189e-12       1.560225699765e-11       0.000000000000e+00 
  297       4.929167092723e-10       1.343190116209e-12       1.561442447039e-11       0.000000000000e+00 
  298       4.883034734991e-10       1.367868158280e-12       1.562132824564e-11       0.000000000000e+00 
  299       4.836918288002e-10       1.392628479496e-12       1.562295482684e-11       0.000000000000e+00 
  300       4.790833582617e-10       1.417461559004e-12       1.561929228817e-11       0.000000000000e+00 
  301       4.744796625287e-10       1.442357657368e-12       1.561033029246e-11       0.000000000000e+00 
  302       4.698823598426e-10       1.467306814923e-12       1.559606010926e-11       0.000000000000e+00 
  303       4.652930860799e-10       1.492298850141e-12       1.557647463277e-11       0.000000000000e+00 
  304       4.607134947900e-10       1.517323357989e-12       1.555156839981e-11       0.000000000000e+00 
  305       4.561452572334e-10       1.542369708287e-12       1.552133760788e-11       0.000000000000e+00 
  306       4.515900624199e-10       1.567427044070e-12       1.548578013308e-11       0.000000000000e+00 
  307       4.470496171467e-10       1.592484279948e-12       1.544489554811e-11       0.000000000000e+00 
  308       4.425256460364e-10       1.617530100465e-12       1.539868514027e-11       0.000000000000e+00 
  309       4.380198915754e-10       1.642552958458e-12       1.534715192943e-11       0.000000000000e+00 
  310       4.335341141517e-10       1.667541073422e-12       1.529030068604e-11       0.000000000000e+00 
  311       4.290700920935e-10       1.692482429862e-12       1.522813794908e-11       0.000000000000e+00 
  312       4.246294911190e-10       1.717365548337e-12       1.516067457122e-11       0.000000000000e+00 
  313       4.202134659150e-10       1.742181841476e-12       1.508793344791e-11       0.000000000000e+00 
  314       4.158230401461e-10       1.766923364070e-12       1.500994218203e-11       0.000000000000e+00 
  315       4.114592352547e-10       1.791582049570e-12       1.492673061011e-11       0.000000000000e+00 
  316       4.071230703378e-10       1.816149709393e-12       1.483833082338e-11       0.000000000000e+00 
  317       4.028155620254e-10       1.840618032231e-12       1.474477718890e-11       0.000000000000e+00 
  318       3.985377243578e-10       1.864978583361e-12       1.464610637064e-11       0.000000000000e+00 
  319       3.942905686635e-10       1.889222803956e-12       1.454235735054e-11       0.000000000000e+00 
  320       3.900751034365e-10       1.913342010392e-12       1.443357144967e-11       0.000000000000e+00 
  321       3.858923342143e-10       1.937327393558e-12       1.431979234923e-11       0.000000000000e+00 
  322       3.817432634554e-10       1.961170018168e-12       1.420106611171e-11       0.000000000000e+00 
  323       3.776288904172e-10       1.984860822065e-12       1.407744120196e-11       0.000000000000e+00 
  324       3.735502110333e-10       2.008390615538e-12       1.394896850829e-11       0.000000000000e+00 
  325       3.695082177915e-10       2.031750080623e-12       1.381570136352e-11       0.000000000000e+00 
  326       3.655038996112e-10       2.054929770421e-12       1.367769556613e-11       0.000000000000e+00 
  327       3.615382417213e-10       2.077920108399e-12       1.353500940130e-11       0.000000000000e+00 
  328       3.576122255377e-10       2.100711387706e-12       1.338770366206e-11       0.000000000000e+00 
  329       3.537268285412e-10       2.123293770479e-12       1.323584167031e-11       0.000000000000e+00 
  330       3.498830241547e-10       2.145657287155e-12       1.307948929795e-11       0.000000000000e+00 
  331       3.460817816216e-10       2.167791835777e-12       1.291871498798e-11       0.000000000000e+00 
  332       3.423240658825e-10       2.189687181306e-12       1.275358977556e-11       0.000000000000e+00 
  333       3.386108374539e-10       2.211332954929e-12       1.258418730915e-11       0.000000000000e+00 
  334       3.349430523052e-10       2.232718653371e-12       1.241058387154e-11       0.000000000000e+00 
  335       3.313216617364e-10       2.253833638201e-12       1.223285840096e-11       0.000000000000e+00 
  336       3.277476122560e-10       2.274667135144e-12       1.205109251223e-11       0.000000000000e+00 
  337       3.242218454588e-10       2.295208233388e-12       1.186537051775e-11       0.000000000000e+00 
  338       3.207452979030e-10       2.315445884896e-12       1.167577944866e-11       0.000000000000e+00 
  339       3.173189009884e-10       2.335368903716e-12       1.148240907594e-11       0.000000000000e+00 
  340       3.139435808339e-10       2.354965965284e-12       1.128535193144e-11       0.000000000000e+00 
  341       3.106202581552e-10       2.374225605744e-12       1.108470332901e-11       0.000000000000e+00 
  342       3.073498481421e-10       2.393136221247e-12       1.088056138561e-11       0.000000000000e+00 
  343       3.041332603370e-10       2.411686067268e-12       1.067302704236e-11       0.000000000000e+00 
  344       3.009713985116e-10       2.429863257911e-12       1.046220408564e-11       0.000000000000e+00 
  345       2.978651605452e-10       2.447655765220e-12       1.024819916821e-11       0.000000000000e+00 
  346       2.948154383023e-10       2.465051418490e-12       1.003112183027e-11       0.000000000000e+00 
  347       2.918231175100e-10       2.482037903572e-12       9.811084520561e-12       0.000000000000e+00 
  348       2.888890776360e-10       2.498602762189e-12       9.588202617456e-12       0.000000000000e+00 
  349       2.860141056335e-10       2.514734759296e-12       9.362586906640e-12       0.000000000000e+00 
  350       2.831986334740e-10       2.530428049291e-12       9.134320626135e-12       0.000000000000e+00 
  351       2.804429894730e-10       2.545678181509e-12       8.903481509085e-12       0.000000000000e+00 
  352       2.777474832322e-10       2.560480748427e-12       8.670149254770e-12       0.000000000000e+00 
  353       2.751124054329e-10       2.574831386323e-12       8.434405542280e-12       0.000000000000e+00 
  354       2.725380276286e-10       2.588725775926e-12       8.196334044197e-12       0.000000000000e+00 
  355       2.700246020387e-10       2.602159643068e-12       7.956020440275e-12       0.000000000000e+00 
  356       2.675723613408e-10       2.615128759341e-12       7.713552431121e-12       0.000000000000e+00 
  357       2.651815184644e-10       2.627628942748e-12       7.469019751877e-12       0.000000000000e+00 
  358       2.628522663835e-10       2.639656058356e-12       7.222514185895e-12       0.000000000000e+00 
  359       2.605847779100e-10       2.651206018954e-12       6.974129578423e-12       0.000000000000e+00 
  360       2.583792054865e-10       2.662274785699e-12       6.723961850282e-12       0.000000000000e+00 
  361       2.562356809794e-10       2.672858368776e-12       6.472109011547e-12       0.000000000000e+00 
  362       2.541543154719e-10       2.682952828047e-12       6.218671175227e-12       0.000000000000e+00 
  363       2.521351990574e-10       2.692554273707e-12       5.963750570948e-12       0.000000000000e+00 
  364       2.501784006320e-10       2.701658866937e-12       5.707451558628e-12       0.000000000000e+00 
  365       2.482839676881e-10       2.710262820556e-12       5.449880642161e-12       0.000000000000e+00 
  366       2.464519261070e-10       2.718362399676e-12       5.191146483099e-12       0.000000000000e+00 
  367       2.446822799523e-10       2.725953922355e-12       4.931359914327e-12       0.000000000000e+00 
  368       2.429750112626e-10       2.733033760249e-12       4.670633953747e-12       0.000000000000e+00 
  369       2.413300798450e-10       2.739598339269e-12       4.409083817959e-12       0.000000000000e+00 
  370       2.397474230676e-10       2.745644140230e-12       4.146826935936e-12       0.000000000000e+00 
  371       2.382269556531e-10       2.751167699507e-12       3.883982962712e-12       0.000000000000e+00 
  372       2.367685694716e-10       2.756165609688e-12       3.620673793056e-12       0.000000000000e+00 
  373       2.353721333334e-10       2.760634520228e-12       3.357023575155e-12       0.000000000000e+00 
  374       2.340374927826e-10       2.764571138101e-12       3.093158724295e-12       0.000000000000e+00 
  375       2.327644698897e-10       2.767972228454e-12       2.829207936537e-12       0.000000000000e+00 
  376       2.315528630449e-10       2.770834615261e-12       2.565302202405e-12       0.000000000000e+00 
  377       2.304024467510e-10       2.773155181976e-12       2.301574820558e-12       0.000000000000e+00 
  378       2.293129714165e-10       2.774930872185e-12       2.038161411475e-12       0.000000000000e+00 
  379       2.282841631487e-10       2.776158690263e-12       1.775199931135e-12       0.000000000000e+00 
  380       2.273157235467e-10       2.776835702024e-12       1.512830684695e-12       0.000000000000e+00 
  381       2.264073294945e-10       2.776959035375e-12       1.251196340175e-12       0.000000000000e+00 
  382       2.255586329541e-10       2.776525880972e-12       9.904419421309e-13       0.000000000000e+00 
  383       2.247692607583e-10       2.775533492870e-12       7.307149253422e-13       0.000000000000e+00 
  384       2.240388144040e-10       2.773979189178e-12       4.721651284877e-13       0.000000000000e+00 
  385       2.233668698452e-10       2.771860352712e-12       2.149448078277e-13       0.000000000000e+00 
  386       2.227529772860e-10       2.769174431650e-12      -4.079134911665e-14       0.000000000000e+00 
  387       2.221966609737e-10       2.765918940183e-12      -2.948862098823e-13       0.000000000000e+00 
  388       2.216974439839e-10       2.762092475052e-12      -5.471956451521e-13       0.000000000000e+00 
  389       2.212549240200e-10       2.757697805745e-12      -7.976355379746e-13       0.000000000000e+00 
  390       2.208687000431e-10       2.752738901175e-12      -1.046136506112e-12       0.000000000000e+00 
  391       2.205383473491e-10       2.747219925688e-12      -1.292628597670e-12       0.000000000000e+00 
  392       2.202634173819e-10       2.741145240526e-12      -1.537041289709e-12       0.000000000000e+00 
  393       2.200434375462e-10       2.734519405289e-12      -1.779303486862e-12       0.000000000000e+00 
  394       2.198779110205e-10       2.727347179395e-12      -2.019343519940e-12       0.000000000000e+00 
  395       2.197663165701e-10       2.719633523540e-12      -2.257089144551e-12       0.000000000000e+00 
  396       2.197081083596e-10       2.711383601162e-12      -2.492467539708e-12       0.000000000000e+00 
  397       2.197027157666e-10       2.702602779900e-12      -2.725405306447e-12       0.000000000000e+00 
  398       2.197495431937e-10       2.693296633054e-12      -2.955828466434e-12       0.000000000000e+00 
  399       2.198479698822e-10       2.683470941050e-12      -3.183662460582e-12       0.000000000000e+00 
  400       2.199973497245e-10       2.673131692896e-12      -3.408832147662e-12       0.000000000000e+00 
  401       2.201970110773e-10       2.662285087649e-12      -3.631261802916e-12       0.000000000000e+00 
  402       2.204462565745e-10       2.650937535870e-12      -3.850875116669e-12       0.000000000000e+00 
  403       2.207443629400e-10       2.639095661089e-12      -4.067595192944e-12       0.000000000000e+00 
  404       2.210905808007e-10       2.626766301267e-12      -4.281344548073e-12       0.000000000000e+00 
  405       2.214841344994e-10       2.613956510252e-12      -4.492045109308e-12       0.000000000000e+00 
  406       2.219242219077e-10       2.600673559245e-12      -4.699618213437e-12       0.000000000000e+00 
  407       2.224100142391e-10       2.586924938261e-12      -4.903984605397e-12       0.000000000000e+00 
  408       2.229406558616e-10       2.572718357585e-12      -5.105064436884e-12       0.000000000000e+00 
  409       2.235152641110e-10       2.558061749240e-12      -5.302777264966e-12       0.000000000000e+00 
  410       2.241329291033e-10       2.542963268443e-12      -5.497042050698e-12       0.000000000000e+00 
  411       2.247927135482e-10       2.527431295067e-12      -5.687777157733e-12       0.000000000000e+00 
  412       2.254936525618e-10       2.511474435106e-12      -5.874900350935e-12       0.000000000000e+00 
  413       2.262347534793e-10       2.495101522130e-12      -6.058328794994e-12       0.000000000000e+00 
  414       2.270149956683e-10       2.478321618750e-12      -6.237979053034e-12       0.000000000000e+00 
  415       2.278333303413e-10       2.461144018080e-12      -6.413767085230e-12       0.000000000000e+00 
  416       2.286886803690e-10       2.443578245193e-12      -6.585608247418e-12       0.000000000000e+00 
  417       2.295799400931e-10       2.425634058590e-12      -6.753417289711e-12       0.000000000000e+00 
  418       2.305059751392e-10       2.407321451651e-12      -6.917108355108e-12       0.000000000000e+00 
  419       2.314656222295e-10       2.388650654107e-12      -7.076594978110e-12       0.000000000000e+00 
  420       2.324576889963e-10       2.369632133492e-12      -7.231790083329e-12       0.000000000000e+00 
  421       2.334809537943e-10       2.350276596610e-12      -7.382605984104e-12       0.000000000000e+00 
  422       2.345341655138e-10       2.330594990993e-12      -7.528954381115e-12       0.000000000000e+00 
