# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_dcdm           16:(.)rho_dr             17:gr.fac. D             18:gr.fac. f          
       2.007898985559e+01       1.738606324432e-01       3.145880062278e+03       1.244384278164e-02       1.036482541647e+04       4.917135729689e+02       2.184800498087e+05       7.159103409209e+02       5.432231271184e-07       2.346112715815e-05       1.304135957605e-04       5.477568885622e-08       3.757848594480e-07       1.548492231743e-04       8.726845319381e-33       7.165802195056e-10       6.503846187223e-02       9.958388960629e-01 
       1.993220921982e+01       1.757017797408e-01       3.157737567358e+03       1.231388433063e-02       1.035296791139e+04       4.945950904018e+02       2.167104903673e+05       7.170930504393e+02       5.282497978872e-07       2.297442705490e-05       1.277081711620e-04       5.477568885622e-08       3.654267761122e-07       1.516317473082e-04       8.709756337036e-34       6.968284986903e-10       6.549262499040e-02       9.958623385970e-01 
       1.978645065459e+01       1.775623581659e-01       3.169636774838e+03       1.218528581385e-02       1.034106870391e+04       4.974908355324e+02       2.149541143295e+05       7.182759029077e+02       5.136891898925e-07       2.249782347251e-05       1.250588701922e-04       5.477568885622e-08       3.553542004879e-07       1.484811903652e-04       1.722549681670e-33       6.776212095452e-10       6.594997031694e-02       9.958855042975e-01 
       1.964170704303e+01       1.794425723743e-01       3.181577828729e+03       1.205803298069e-02       1.032912765002e+04       5.004008451667e+02       2.132108269617e+05       7.194588972488e+02       4.995299270251e-07       2.203110696110e-05       1.224645285801e-04       5.477568885622e-08       3.455592629367e-07       1.453961593633e-04       3.567780180110e-33       6.589433455385e-10       6.641052009545e-02       9.959083926309e-01 
       1.949797131782e+01       1.813426291716e-01       3.193560873520e+03       1.193211173050e-02       1.031714460523e+04       5.033251557073e+02       2.114805341997e+05       7.206420323899e+02       4.857609467413e-07       2.157407241574e-05       1.199240062068e-04       5.477568885622e-08       3.360343107349e-07       1.423752903492e-04       2.546539728632e-33       6.407803137720e-10       6.687429672354e-02       9.959310030162e-01 
       1.935523646084e+01       1.832627375355e-01       3.205586054181e+03       1.180750811101e-02       1.030511942456e+04       5.062638031442e+02       2.097631426442e+05       7.218253072622e+02       4.723714914209e-07       2.112651898633e-05       1.174361866050e-04       5.477568885622e-08       3.267719020956e-07       1.394172477917e-04       7.233799988736e-33       6.231179235798e-10       6.734132275377e-02       9.959533348238e-01 
       1.921349550285e+01       1.852031086387e-01       3.217653516163e+03       1.168420831674e-02       1.029305196258e+04       5.092168230444e+02       2.080585595563e+05       7.230087208010e+02       4.593510999617e-07       2.068824998935e-05       1.149999764681e-04       5.477568885622e-08       3.177648003539e-07       1.365207239890e-04       3.525054352825e-33       6.059423754412e-10       6.781162089475e-02       9.959753873749e-01 
       1.907274152313e+01       1.871639558714e-01       3.229763405398e+03       1.156219868744e-02       1.028094207335e+04       5.121842505419e+02       2.063666928526e+05       7.241922719457e+02       4.466895996071e-07       2.025907282138e-05       1.126143051695e-04       5.477568885622e-08       3.090059683130e-07       1.336844384879e-04       1.288192519595e-33       5.892402501994e-10       6.828521401214e-02       9.959971599410e-01 
       1.893296764915e+01       1.891454948650e-01       3.241915868304e+03       1.144146570660e-02       1.026878961044e+04       5.151661203283e+02       2.046874511008e+05       7.253759596394e+02       4.343770979978e-07       1.983879887451e-05       1.102781242927e-04       5.477568885622e-08       3.004885627466e-07       1.309071375153e-04       2.257066295940e-33       5.729984985776e-10       6.876212512969e-02       9.960186517425e-01 
       1.879416705622e+01       1.911479435149e-01       3.254111051782e+03       1.132199599988e-02       1.025659442696e+04       5.181624666414e+02       2.030207435152e+05       7.265597828292e+02       4.224039754433e-07       1.942724345344e-05       1.079904071700e-04       5.477568885622e-08       2.922059290521e-07       1.281875934213e-04       3.676031580050e-33       5.572044309837e-10       6.924237743028e-02       9.960398619483e-01 
       1.865633296719e+01       1.931715220044e-01       3.266349103217e+03       1.120377633364e-02       1.024435637553e+04       5.211733232556e+02       2.013664799519e+05       7.277437404659e+02       4.107608774062e-07       1.902422569430e-05       1.057501484318e-04       5.477568885622e-08       2.841515960516e-07       1.255246041341e-04       5.516610795493e-33       5.418457075962e-10       6.972599425700e-02       9.960607896747e-01 
       1.851945865207e+01       1.952164528284e-01       3.278630170481e+03       1.108679361343e-02       1.023207530826e+04       5.241987234711e+02       1.997245709045e+05       7.289278315038e+02       3.994387071937e-07       1.862956848518e-05       1.035563635643e-04       5.477568885622e-08       2.763192709359e-07       1.229169926268e-04       9.445358928797e-33       5.269103287231e-10       7.021299911417e-02       9.960814339848e-01 
       1.838353742776e+01       1.972829608175e-01       3.290954401934e+03       1.097103488255e-02       1.021975107681e+04       5.272387001031e+02       1.980949274997e+05       7.301120549012e+02       3.884286188505e-07       1.824309838830e-05       1.014080884772e-04       5.477568885622e-08       2.687028343484e-07       1.203636063942e-04       9.908324716172e-33       5.123866254271e-10       7.070341566842e-02       9.961017938872e-01 
       1.824856265766e+01       1.993712731624e-01       3.303321946423e+03       1.085648732058e-02       1.020738353232e+04       5.302932854708e+02       1.964774614927e+05       7.312964096193e+02       3.777220102473e-07       1.786464556379e-05       9.930437908012e-05       5.477568885622e-08       2.612963356037e-07       1.178633169419e-04       4.007197949022e-33       4.982632504086e-10       7.119726774977e-02       9.961218683357e-01 
       1.811452775141e+01       2.014816194385e-01       3.315732953282e+03       1.074313824190e-02       1.019497252546e+04       5.333625113867e+02       1.948720852628e+05       7.324808946232e+02       3.673105163608e-07       1.749404369505e-05       9.724431086720e-05       5.477568885622e-08       2.540939880388e-07       1.154150192847e-04       1.379814159397e-32       4.845291691404e-10       7.169457935266e-02       9.961416562276e-01 
       1.798142616452e+01       2.036142316304e-01       3.328187572337e+03       1.063097509435e-02       1.018251790641e+04       5.364464091450e+02       1.932787118094e+05       7.336655088810e+02       3.571860027374e-07       1.713112991567e-05       9.522697851137e-05       5.477568885622e-08       2.470901644919e-07       1.130176314568e-04       8.556747702746e-33       4.711736512465e-10       7.219537463708e-02       9.961611564034e-01 
       1.784925139807e+01       2.057693441575e-01       3.340685953904e+03       1.051998545775e-02       1.017001952484e+04       5.395450095108e+02       1.916972547470e+05       7.348502513642e+02       3.473405591387e-07       1.677574473783e-05       9.325149546622e-05       5.477568885622e-08       2.402793929060e-07       1.106700940312e-04       1.226236571148e-33       4.581862621187e-10       7.269967792961e-02       9.961803676454e-01 
       1.771799699839e+01       2.079471938987e-01       3.353228248788e+03       1.041015704252e-02       1.015747722996e+04       5.426583427080e+02       1.901276283015e+05       7.360351210474e+02       3.377664933607e-07       1.642773198227e-05       9.131699357645e-05       5.477568885622e-08       2.336563520539e-07       1.083713696499e-04       8.408484131436e-33       4.455568547642e-10       7.320751372453e-02       9.961992886770e-01 
       1.758765655674e+01       2.101480202186e-01       3.365814608288e+03       1.030147768832e-02       1.014489087046e+04       5.457864384081e+02       1.885697473057e+05       7.372201169082e+02       3.284563252243e-07       1.608693870959e-05       8.942262269639e-05       5.477568885622e-08       2.272158673802e-07       1.061204425630e-04       6.937323683467e-33       4.332755618778e-10       7.371890668493e-02       9.962179181614e-01 
       1.745822370903e+01       2.123720649929e-01       3.378445184195e+03       1.019393536269e-02       1.013226029455e+04       5.489293257181e+02       1.870235271949e+05       7.384052379273e+02       3.194027807313e-07       1.575321515307e-05       8.756755031635e-05       5.477568885622e-08       2.209529069594e-07       1.039163181787e-04       2.921042240195e-33       4.213327881330e-10       7.423388164378e-02       9.962362547009e-01 
       1.732969213544e+01       2.146195726345e-01       3.391120128793e+03       1.008751815967e-02       1.011958534995e+04       5.520870331687e+02       1.854888840030e+05       7.395904830880e+02       3.105987863810e-07       1.542641465286e-05       8.575096119680e-05       5.477568885622e-08       2.148625775637e-07       1.017580226217e-04       9.052211705744e-34       4.097192026851e-10       7.475246360502e-02       9.962542968354e-01 
       1.720205556019e+01       2.168907901204e-01       3.403839594862e+03       9.982214298478e-03       1.010686588388e+04       5.552595887020e+02       1.839657343578e+05       7.407758513766e+02       3.020374636440e-07       1.510639359154e-05       8.397205701012e-05       5.477568885622e-08       2.089401208405e-07       9.964460230074e-05       2.133254439869e-33       3.984257318812e-10       7.527467774474e-02       9.962720430417e-01 
       1.707530775118e+01       2.191859670174e-01       3.416603735674e+03       9.878012122199e-03       1.009410174307e+04       5.584470196595e+02       1.824539954777e+05       7.419613417821e+02       2.937121235882e-07       1.479301133097e-05       8.223005598974e-05       5.477568885622e-08       2.031809095946e-07       9.757512348631e-05       3.603456256557e-33       3.874435521712e-10       7.580054941222e-02       9.962894917321e-01 
       1.694944251969e+01       2.215053555100e-01       3.429412704998e+03       9.774900096465e-03       1.008129277375e+04       5.616493527690e+02       1.809535851665e+05       7.431469532959e+02       2.856162616524e-07       1.448613015051e-05       8.052419258660e-05       5.477568885622e-08       1.975804441730e-07       9.554867189587e-05       1.545815785958e-32       3.767640832138e-10       7.633010413110e-02       9.963066412535e-01 
       1.682445372012e+01       2.238492104269e-01       3.442266657100e+03       9.672866808168e-03       1.006843882165e+04       5.648666141326e+02       1.794644218103e+05       7.443326849120e+02       2.777435525651e-07       1.418561518648e-05       7.885371713273e-05       5.477568885622e-08       1.921343489496e-07       9.356435228856e-05       2.569871715464e-33       3.663789811732e-10       7.686336760047e-02       9.963234898861e-01 
