# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_dcdm           16:(.)rho_dr             17:gr.fac. D             18:gr.fac. f          
       7.131882887446e+07       1.486004742697e-13       6.498757453301e-03       1.097436220591e+10       1.351069897999e+04       1.894408391693e-04       9.635672420388e+11       3.752050384429e-03       7.118621604963e+19       9.086823995037e+14       5.051101693652e+15       5.477568885622e-08       4.924440963098e+19       1.204366258266e+20       4.036185849326e+13       4.089334523007e+06       1.627151470251e-04       7.071664293734e-02 
       7.082306735277e+07       1.506881449982e-13       6.544248188220e-03       1.082232131407e+10       1.351069893450e+04       1.907669245168e-04       9.568691541315e+11       3.778314346693e-03       6.922740065667e+19       8.898641357495e+14       4.946496427860e+15       5.477568885622e-08       4.788936208168e+19       1.171226386249e+20       3.952598869339e+13       4.060907627103e+06       1.627954133976e-04       7.068228319346e-02 
       7.033075203828e+07       1.528051450462e-13       6.590057349968e-03       1.067238683846e+10       1.351069888869e+04       1.921022924543e-04       9.502176269148e+11       3.804762151208e-03       6.732248555333e+19       8.714355868624e+14       4.844057473892e+15       5.477568885622e-08       4.657160107588e+19       1.138998408297e+20       3.870742925240e+13       4.032678336199e+06       1.628756803483e-04       7.064796087011e-02 
       6.984185897523e+07       1.549518864536e-13       6.636187170443e-03       1.052452959613e+10       1.351069884256e+04       1.934470079598e-04       9.436123367294e+11       3.831395084793e-03       6.546998757731e+19       8.533886820834e+14       4.743739968739e+15       5.477568885622e-08       4.529010060803e+19       1.107657232198e+20       3.790582168322e+13       4.004645276676e+06       1.629559478815e-04       7.061367593890e-02 
       6.935636437438e+07       1.571287870487e-13       6.682639888822e-03       1.037872080843e+10       1.351069879611e+04       1.948011364664e-04       9.370529621659e+11       3.858214443273e-03       6.366846437812e+19       8.357155177938e+14       4.645499978480e+15       5.477568885622e-08       4.404386290495e+19       1.077178456194e+20       3.712081492284e+13       3.976807084460e+06       1.630362160014e-04       7.057942837171e-02 
       6.887424461188e+07       1.593362705300e-13       6.729417769748e-03       1.023493209543e+10       1.351069874933e+04       1.961647438647e-04       9.305391840493e+11       3.885221531543e-03       6.191651329415e+19       8.184083540541e+14       4.549294479039e+15       5.477568885622e-08       4.283191764897e+19       1.047538349980e+20       3.635206517854e+13       3.949162404964e+06       1.631164847126e-04       7.054521814067e-02 
       6.839547622806e+07       1.615747665482e-13       6.776523085136e-03       1.009313547036e+10       1.351069870222e+04       1.975378965070e-04       9.240706854230e+11       3.912417663630e-03       6.021277026048e+19       8.014596112143e+14       4.455081337340e+15       5.477568885622e-08       4.165332122242e+19       1.018713836231e+20       3.559923577736e+13       3.921709893014e+06       1.631967540195e-04       7.051104521816e-02 
       6.792003592635e+07       1.638447107898e-13       6.823958130553e-03       9.953303334220e+09       1.351069865479e+04       1.989206612099e-04       9.176471515339e+11       3.939804162762e-03       5.855590874689e+19       7.848618665944e+14       4.362819292861e+15       5.477568885622e-08       4.050715597295e+19       9.906824726300e+19       3.486199701860e+13       3.894448212788e+06       1.632770239265e-04       7.047690957683e-02 
       6.744790057212e+07       1.661465450626e-13       6.871725214296e-03       9.815408470352e+09       1.351069860702e+04       2.003131052576e-04       9.112682698169e+11       3.967382361423e-03       5.694463872498e+19       7.686078512335e+14       4.272467939557e+15       5.477568885622e-08       3.939252949906e+19       9.634224343986e+19       3.414002602950e+13       3.867376037750e+06       1.633572944382e-04       7.044281118960e-02 
       6.697904719156e+07       1.684807173806e-13       6.919826657395e-03       9.679424039177e+09       1.351069855892e+04       2.017152964055e-04       9.049337298794e+11       3.995153601427e-03       5.537770566379e+19       7.526904467065e+14       4.183987708171e+15       5.477568885622e-08       3.830857395525e+19       9.369124973021e+19       3.343300662378e+13       3.840492050583e+06       1.634375655590e-04       7.040875002962e-02 
       6.651345297054e+07       1.708476820521e-13       6.968264800889e-03       9.545323572960e+09       1.351069851048e+04       2.031273028832e-04       8.986432234867e+11       4.023119233979e-03       5.385388955299e+19       7.371026820067e+14       4.097339848899e+15       5.477568885622e-08       3.725444537634e+19       9.111320211250e+19       3.274062916317e+13       3.813794943129e+06       1.635178372936e-04       7.037472607033e-02 
       6.605109525354e+07       1.732478997678e-13       7.017042002190e-03       9.413080970655e+09       1.351069846170e+04       2.045491933978e-04       8.923964445466e+11       4.051280619740e-03       5.237200395303e+19       7.218377304926e+14       4.012486414422e+15       5.477568885622e-08       3.622932302035e+19       8.860609336011e+19       3.206259042185e+13       3.787283416325e+06       1.635981096466e-04       7.034073928542e-02 
       6.559195154252e+07       1.756818376903e-13       7.066160636896e-03       9.282670492834e+09       1.351069841258e+04       2.059810371375e-04       8.861930890946e+11       4.079639128895e-03       5.093089507132e+19       7.068889068985e+14       3.929390243290e+15       5.477568885622e-08       3.523240872947e+19       8.616797147854e+19       3.139859345362e+13       3.760956180135e+06       1.636783826225e-04       7.030678964885e-02 
       6.513599949583e+07       1.781499695452e-13       7.115623091522e-03       9.154066756668e+09       1.351069836312e+04       2.074229037748e-04       8.800328552794e+11       4.108196141219e-03       4.952944086395e+19       6.922496644062e+14       3.848014943639e+15       5.477568885622e-08       3.426292630862e+19       8.379693818554e+19       3.074834746183e+13       3.734811953492e+06       1.637586562262e-04       7.027287713482e-02 
       6.468321692712e+07       1.806527757133e-13       7.165431772592e-03       9.027244730992e+09       1.351069831331e+04       2.088748634698e-04       8.739154433476e+11       4.136953046145e-03       4.816655016205e+19       6.779135917784e+14       3.768324877264e+15       5.477568885622e-08       3.332012092113e+19       8.149114743322e+19       3.011156767208e+13       3.708849464234e+06       1.638389304622e-04       7.023900171784e-02 
       6.423358180427e+07       1.831907433240e-13       7.215589106636e-03       8.902179731430e+09       1.351069826316e+04       2.103369868738e-04       8.678405556299e+11       4.165911242830e-03       4.684116182217e+19       6.638744105506e+14       3.690285144002e+15       5.477568885622e-08       3.240325850097e+19       7.924880397067e+19       2.948797520747e+13       3.683067449043e+06       1.639192053354e-04       7.020516337264e-02 
       6.378707224830e+07       1.857643663504e-13       7.266097532920e-03       8.778847415592e+09       1.351069821265e+04       2.118093451326e-04       8.618078965259e+11       4.195072140224e-03       4.555224390013e+19       6.501259722814e+14       3.613861566452e+15       5.477568885622e-08       3.151162518127e+19       7.706816194624e+19       2.887729696647e+13       3.657464653381e+06       1.639994808505e-04       7.017136207425e-02 
       6.334366653236e+07       1.883741457050e-13       7.316959507079e-03       8.657223778336e+09       1.351069816179e+04       2.132920098901e-04       8.558171724902e+11       4.224437157138e-03       4.429879284753e+19       6.366622558600e+14       3.539020675007e+15       5.477568885622e-08       3.064452673845e+19       7.494752354818e+19       2.827926550330e+13       3.632039831432e+06       1.640797570124e-04       7.013759779795e-02 
       6.290334308057e+07       1.910205893373e-13       7.368177504759e-03       8.537285147096e+09       1.351069811057e+04       2.147850532916e-04       8.498680920177e+11       4.254007722314e-03       4.307983273038e+19       6.234773648691e+14       3.465729693195e+15       5.477568885622e-08       2.980128805175e+19       7.288523768282e+19       2.769361891086e+13       3.606791746040e+06       1.641600338258e-04       7.010387051930e-02 
       6.246608046708e+07       1.937042123330e-13       7.419754019793e-03       8.419008177272e+09       1.351069805899e+04       2.162885479876e-04       8.439603656300e+11       4.283785274492e-03       4.189441446926e+19       6.105655250026e+14       3.393956523325e+15       5.477568885622e-08       2.898125257755e+19       7.087969868897e+19       2.712010070594e+13       3.581719168649e+06       1.642403112957e-04       7.007018021411e-02 
       6.203185741495e+07       1.964255370140e-13       7.471691558749e-03       8.302369847689e+09       1.351069800705e+04       2.178025671370e-04       8.380937058607e+11       4.313771262486e-03       4.074161510034e+19       5.979210815370e+14       3.323669732430e+15       5.477568885622e-08       2.818378183819e+19       6.892934508781e+19       2.655845971698e+13       3.556820879243e+06       1.643205894271e-04       7.003652685850e-02 
       6.160065279516e+07       1.991850930399e-13       7.523992650022e-03       8.187347456115e+09       1.351069795475e+04       2.193271844107e-04       8.322678272417e+11       4.343967145245e-03       3.962053705680e+19       5.855384968545e+14       3.254838538499e+15       5.477568885622e-08       2.740825492486e+19       6.703265836715e+19       2.600844997401e+13       3.532095666285e+06       1.644008682248e-04       7.000291042881e-02 
       6.117244562556e+07       2.019834175112e-13       7.576659840197e-03       8.073918614842e+09       1.351069790209e+04       2.208624739956e-04       8.264824462894e+11       4.374374391934e-03       3.853030746995e+19       5.734123480180e+14       3.187432797000e+15       5.477568885622e-08       2.665406801417e+19       6.518816179910e+19       2.546983060096e+13       3.507542326664e+06       1.644811476938e-04       6.996933090170e-02 
       6.074721506985e+07       2.048210550742e-13       7.629695688593e-03       7.962061246330e+09       1.351069784905e+04       2.224085105977e-04       8.207372814907e+11       4.404994481998e-03       3.747007748965e+19       5.615373243962e+14       3.121422987675e+15       5.477568885622e-08       2.592063389798e+19       6.339441929031e+19       2.494236571015e+13       3.483159665627e+06       1.645614278393e-04       6.993578825408e-02 
       6.032494043657e+07       2.076985580265e-13       7.683102778174e-03       7.851753578907e+09       1.351069779564e+04       2.239653694459e-04       8.150320532893e+11       4.435828905236e-03       3.643902162337e+19       5.499082253378e+14       3.056780201613e+15       5.477568885622e-08       2.520738152626e+19       6.165003426388e+19       2.442582429900e+13       3.458946496730e+06       1.646417086663e-04       6.990228246314e-02 
       5.990560117810e+07       2.106164864245e-13       7.736883704638e-03       7.742974142534e+09       1.351069774186e+04       2.255331262958e-04       8.093664840725e+11       4.466879161878e-03       3.543633709347e+19       5.385199578939e+14       2.993476128589e+15       5.477568885622e-08       2.451375556240e+19       5.995364857194e+19       2.391998014884e+13       3.434901641774e+06       1.647219901798e-04       6.986881350634e-02 
       5.948917688965e+07       2.135754081928e-13       7.791041087330e-03       7.635701764624e+09       1.351069768770e+04       2.271118574334e-04       8.037402981571e+11       4.498146762649e-03       3.446124321219e+19       5.273675345873e+14       2.931483044665e+15       5.477568885622e-08       2.383921595089e+19       5.830394143828e+19       2.342461172587e+13       3.411023930753e+06       1.648022723851e-04       6.983538136144e-02 
       5.907564730827e+07       2.165758992346e-13       7.845577561966e-03       7.529915565924e+09       1.351069763317e+04       2.287016396784e-04       7.981532217764e+11       4.529633228852e-03       3.351298077375e+19       5.164460712285e+14       2.870773800050e+15       5.477568885622e-08       2.318323749681e+19       5.669962842994e+19       2.293950208411e+13       3.387312201791e+06       1.648825552873e-04       6.980198600643e-02 
       5.866499231186e+07       2.196185435434e-13       7.900495778813e-03       7.425594956447e+09       1.351069757825e+04       2.303025503886e-04       7.926049830666e+11       4.561340092436e-03       3.259081146329e+19       5.057507847767e+14       2.811321807209e+15       5.477568885622e-08       2.254530945690e+19       5.513946045722e+19       2.246443877040e+13       3.363765301091e+06       1.649628388917e-04       6.976862741964e-02 
       5.825719191821e+07       2.227039333171e-13       7.955798411786e-03       7.322719631469e+09       1.351069752295e+04       2.319146674629e-04       7.870953120540e+11       4.593268896070e-03       3.169401728197e+19       4.952769912450e+14       2.753101029217e+15       5.477568885622e-08       2.192493514190e+19       5.362222280111e+19       2.199921373135e+13       3.340382082874e+06       1.650431232035e-04       6.973530557964e-02 
       5.785222628400e+07       2.258326690731e-13       8.011488151169e-03       7.221269567573e+09       1.351069746726e+04       2.335380693457e-04       7.816239406412e+11       4.625421193224e-03       3.082189998801e+19       4.850201036489e+14       2.696085968358e+15       5.477568885622e-08       2.132163152985e+19       5.214673416756e+19       2.154362322225e+13       3.317161409327e+06       1.651234082281e-04       6.970202046529e-02 
       5.745007570385e+07       2.290053597653e-13       8.067567707258e-03       7.121225018752e+09       1.351069741118e+04       2.351728350307e-04       7.761906025947e+11       4.657798548237e-03       2.997378055294e+19       4.749756299976e+14       2.640251654962e+15       5.477568885622e-08       2.073492889001e+19       5.071184576770e+19       2.109746771780e+13       3.294102150548e+06       1.652036939707e-04       6.966877205574e-02 
       5.705072060937e+07       2.322226229022e-13       8.124039808536e-03       7.022566512569e+09       1.351069735471e+04       2.368190440642e-04       7.707950335317e+11       4.690402536401e-03       2.914899863300e+19       4.651391713267e+14       2.585573636461e+15       5.477568885622e-08       2.016437041710e+19       4.931644042346e+19       2.066055182475e+13       3.271203184486e+06       1.652839804369e-04       6.963556033041e-02 
       5.665414156817e+07       2.354850846676e-13       8.180907201677e-03       6.925274846364e+09       1.351069729784e+04       2.384767765496e-04       7.654369709071e+11       4.723234744028e-03       2.834691205496e+19       4.555064197719e+14       2.532027966687e+15       5.477568885622e-08       1.960951187565e+19       4.795943169768e+19       2.023268419635e+13       3.248463396891e+06       1.653642676319e-04       6.960238526902e-02 
       5.626031928296e+07       2.387933800423e-13       8.238172653364e-03       6.829331083516e+09       1.351069724057e+04       2.401461131508e-04       7.601161540008e+11       4.756296768538e-03       2.756689631611e+19       4.460731566820e+14       2.479591195383e+15       5.477568885622e-08       1.906992125413e+19       4.663976304827e+19       1.981367744849e+13       3.225881681261e+06       1.654445555612e-04       6.956924685156e-02 
       5.586923459061e+07       2.421481529274e-13       8.295838952108e-03       6.734716549758e+09       1.351069718291e+04       2.418271350965e-04       7.548323239052e+11       4.789590218527e-03       2.680834409807e+19       4.368352507713e+14       2.428240357933e+15       5.477568885622e-08       1.854517842855e+19       4.535640700559e+19       1.940334807770e+13       3.203456938782e+06       1.655248442305e-04       6.953614505833e-02 
       5.548086846116e+07       2.455500562701e-13       8.353908900972e-03       6.641412829545e+09       1.351069712484e+04       2.435199241839e-04       7.495852235123e+11       4.823116713853e-03       2.607066479389e+19       4.277886563109e+14       2.377952965302e+15       5.477568885622e-08       1.803487483542e+19       4.410836437245e+19       1.900151638073e+13       3.181188078280e+06       1.656051336451e-04       6.950307986989e-02 
       5.509520199696e+07       2.489997521903e-13       8.412385326665e-03       6.549401762466e+09       1.351069706636e+04       2.452245627828e-04       7.443745975015e+11       4.856877885708e-03       2.535328404821e+19       4.189294113564e+14       2.328706994191e+15       5.477568885622e-08       1.753861315357e+19       4.289466344619e+19       1.860800637591e+13       3.159074016167e+06       1.656854238108e-04       6.947005126712e-02 
       5.471221643171e+07       2.524979121099e-13       8.471271074086e-03       6.458665439708e+09       1.351069700747e+04       2.469411338398e-04       7.392001923269e+11       4.890875376702e-03       2.465564331009e+19       4.102536360127e+14       2.280480877392e+15       5.477568885622e-08       1.705600699483e+19       4.171435926208e+19       1.822264572601e+13       3.137113676385e+06       1.657657147331e-04       6.943705923116e-02 
       5.433189312958e+07       2.560452168831e-13       8.530569009963e-03       6.369186200576e+09       1.351069694818e+04       2.486697208817e-04       7.340617562052e+11       4.925110840943e-03       2.397719939812e+19       4.017575307351e+14       2.233253494336e+15       5.477568885622e-08       1.658668060319e+19       4.056653285761e+19       1.784526566281e+13       3.115305990359e+06       1.658460064177e-04       6.940410374346e-02 
       5.395421358427e+07       2.596423569291e-13       8.590282017394e-03       6.280946629051e+09       1.351069688846e+04       2.504104080203e-04       7.289590391032e+11       4.959585944114e-03       2.331742407749e+19       3.934373746652e+14       2.187004161853e+15       5.477568885622e-08       1.613026856225e+19       3.945029055698e+19       1.747570091320e+13       3.093649896939e+06       1.659262988704e-04       6.937118478575e-02 
       5.357915941812e+07       2.632900323666e-13       8.650413001305e-03       6.193929550399e+09       1.351069682833e+04       2.521632799562e-04       7.238917927258e+11       4.994302363556e-03       2.267580364869e+19       3.852895240013e+14       2.141712625107e+15       5.477568885622e-08       1.568641551068e+19       3.836476327531e+19       1.711378962674e+13       3.072144342353e+06       1.660065920968e-04       6.933830234008e-02 
       5.320671238123e+07       2.669889531497e-13       8.710964888451e-03       6.108118027835e+09       1.351069676778e+04       2.539284219827e-04       7.188597705040e+11       5.029261788351e-03       2.205183854758e+19       3.773104104026e+14       2.097359048726e+15       5.477568885622e-08       1.525477586555e+19       3.730910584196e+19       1.675937330484e+13       3.050788280154e+06       1.660868861029e-04       6.930545638876e-02 
       5.283685435055e+07       2.707398392063e-13       8.771940623774e-03       6.023495359218e+09       1.351069670680e+04       2.557059199902e-04       7.138627275827e+11       5.064465919402e-03       2.144504295643e+19       3.694965394265e+14       2.053924008119e+15       5.477568885622e-08       1.483501355325e+19       3.628249634252e+19       1.641229673131e+13       3.029580671170e+06       1.661671808943e-04       6.927264691443e-02 
       5.246956732903e+07       2.745434205784e-13       8.833343175866e-03       5.940045073806e+09       1.351069664540e+04       2.574958604706e-04       7.089004208087e+11       5.099916469515e-03       2.085494442562e+19       3.618444889983e+14       2.011388480965e+15       5.477568885622e-08       1.442680174784e+19       3.528413547884e+19       1.607240790440e+13       3.008520483450e+06       1.662474764771e-04       6.923987390000e-02 
       5.210483344469e+07       2.784004375636e-13       8.895175531507e-03       5.857750929046e+09       1.351069658357e+04       2.592983305208e-04       7.039726087194e+11       5.135615163486e-03       2.028108350585e+19       3.543509079121e+14       1.969733838885e+15       5.477568885622e-08       1.402982261659e+19       3.431324594674e+19       1.573955797021e+13       2.987606692221e+06       1.663277728572e-04       6.920713732869e-02 
       5.174263494982e+07       2.823116408600e-13       8.957440699305e-03       5.776596907418e+09       1.351069652130e+04       2.611134178476e-04       6.990790515304e+11       5.171563738181e-03       1.972301339036e+19       3.470125143637e+14       1.928941839281e+15       5.477568885622e-08       1.364376707248e+19       3.336907183080e+19       1.541360115754e+13       2.966838279828e+06       1.664080700405e-04       6.917443718404e-02 
       5.138295422006e+07       2.862777917115e-13       9.020141707879e-03       5.696567213312e+09       1.351069645860e+04       2.629412107720e-04       6.942195111243e+11       5.207763942624e-03       1.918029956708e+19       3.398260945131e+14       1.888994617349e+15       5.477568885622e-08       1.326833453359e+19       3.245087801578e+19       1.509439471400e+13       2.946214235695e+06       1.664883680330e-04       6.914177344984e-02 
       5.102577375356e+07       2.902996620564e-13       9.083281607673e-03       5.617646269955e+09       1.351069639546e+04       2.647817982327e-04       6.893937510387e+11       5.244217538077e-03       1.865251948033e+19       3.327885010768e+14       1.849874678254e+15       5.477568885622e-08       1.290323268902e+19       3.155794961433e+19       1.478179884352e+13       2.925733556267e+06       1.665686668409e-04       6.910914611024e-02 
       5.067107617015e+07       2.943780346777e-13       9.146863472779e-03       5.539818716380e+09       1.351069633188e+04       2.666352697914e-04       6.846015364553e+11       5.280926298132e-03       1.813926220177e+19       3.258966519498e+14       1.811564889469e+15       5.477568885622e-08       1.254817727136e+19       3.068959141035e+19       1.447567664513e+13       2.905395244968e+06       1.666489664702e-04       6.907655514967e-02 
       5.031884421046e+07       2.985137033550e-13       9.210890393661e-03       5.463069404438e+09       1.351069626786e+04       2.685017156365e-04       6.798426341877e+11       5.317892008793e-03       1.764012811052e+19       3.191475288555e+14       1.774048473270e+15       5.477568885622e-08       1.220289183529e+19       2.984512731771e+19       1.417589405299e+13       2.885198312147e+06       1.667292669271e-04       6.904400055285e-02 
       4.996906073509e+07       3.027074730195e-13       9.275365488065e-03       5.387383395845e+09       1.351069620338e+04       2.703812265879e-04       6.751168126707e+11       5.355116468562e-03       1.715472858193e+19       3.125381760241e+14       1.737308999391e+15       5.477568885622e-08       1.186710754239e+19       2.902389985383e+19       1.388231977769e+13       2.865141775035e+06       1.668095682178e-04       6.901148230483e-02 
       4.962170872380e+07       3.069601599103e-13       9.340291891931e-03       5.312745959278e+09       1.351069613845e+04       2.722738941011e-04       6.704238419488e+11       5.392601488532e-03       1.668268568511e+19       3.060656988980e+14       1.701330377827e+15       5.477568885622e-08       1.154056295182e+19       2.822526962783e+19       1.359482524873e+13       2.845224657693e+06       1.668898703486e-04       6.897900039095e-02 
       4.927677127465e+07       3.112725917335e-13       9.405672764842e-03       5.239142567507e+09       1.351069607307e+04       2.741798102718e-04       6.657634936649e+11       5.430348892469e-03       1.622363188855e+19       2.997272628640e+14       1.666096851785e+15       5.477568885622e-08       1.122300381671e+19       2.744861484266e+19       1.331328455823e+13       2.825445990966e+06       1.669701733257e-04       6.894655479688e-02 
       4.893423160321e+07       3.156456078231e-13       9.471511288211e-03       5.166558894566e+09       1.351069600723e+04       2.760990678405e-04       6.611355410493e+11       5.468360516903e-03       1.577720977407e+19       2.935200920121e+14       1.631592990789e+15       5.477568885622e-08       1.091418288628e+19       2.669333081101e+19       1.303757440581e+13       2.805804812436e+06       1.670504771555e-04       6.891414550859e-02 
       4.859407304170e+07       3.200800593044e-13       9.537810663460e-03       5.094980812965e+09       1.351069594093e+04       2.780317601966e-04       6.565397589086e+11       5.506638211220e-03       1.534307175846e+19       2.874414679198e+14       1.597803683915e+15       5.477568885622e-08       1.061385971330e+19       2.595882948449e+19       1.276757404454e+13       2.786300166376e+06       1.671307818444e-04       6.888177251235e-02 
       4.825627903821e+07       3.245768092598e-13       9.604574117475e-03       5.024394390945e+09       1.351069587417e+04       2.799779813834e-04       6.519759236151e+11       5.545183837746e-03       1.492087982289e+19       2.814887284614e+14       1.564714133180e+15       5.477568885622e-08       1.032180046683e+19       2.524453899575e+19       1.250316522809e+13       2.766931103702e+06       1.672110873987e-04       6.884943579476e-02 
       4.792083315589e+07       3.291367328966e-13       9.671804898971e-03       4.954785889756e+09       1.351069580694e+04       2.819378261027e-04       6.474438130951e+11       5.583999271844e-03       1.451030524972e+19       2.756592666422e+14       1.532309847058e+15       5.477568885622e-08       1.003777775026e+19       2.454990321333e+19       1.224423215895e+13       2.747696681926e+06       1.672913938251e-04       6.881713534273e-02 
       4.758771907217e+07       3.337607177172e-13       9.739506278493e-03       4.886141760994e+09       1.351069573924e+04       2.839113897188e-04       6.429432068191e+11       5.623086402000e-03       1.411102836656e+19       2.699505294569e+14       1.500576634132e+15       5.477568885622e-08       9.761570424149e+18       2.387438130853e+19       1.199066143769e+13       2.728595965115e+06       1.673717011301e-04       6.878487114348e-02 
       4.725692057790e+07       3.384496636922e-13       9.807681550228e-03       4.818448643958e+09       1.351069567106e+04       2.858987682639e-04       6.384738857903e+11       5.662447129919e-03       1.372273829736e+19       2.643600167712e+14       1.469500596882e+15       5.477568885622e-08       9.492963434141e+18       2.321744733446e+19       1.174234201334e+13       2.709628023838e+06       1.674520093201e-04       6.875264318456e-02 
       4.692842157664e+07       3.432044834354e-13       9.876334030196e-03       4.751693363048e+09       1.351069560241e+04       2.879000584421e-04       6.340356325343e+11       5.702083370614e-03       1.334513272040e+19       2.588852802272e+14       1.439068125598e+15       5.477568885622e-08       9.231747643464e+18       2.257858981644e+19       1.149916513470e+13       2.690791935127e+06       1.675323184019e-04       6.872045145383e-02 
       4.660220608383e+07       3.480261023811e-13       9.945467059879e-03       4.685862925207e+09       1.351069553328e+04       2.899153576348e-04       6.296282310884e+11       5.741997052503e-03       1.297791763287e+19       2.535239221710e+14       1.409265892416e+15       5.477568885622e-08       8.977719670121e+18       2.195731135383e+19       1.126102430277e+13       2.672086782430e+06       1.676126283822e-04       6.868829593947e-02 
       4.627825822603e+07       3.529154589649e-13       1.001508400259e-02       4.620944517385e+09       1.351069546366e+04       2.919447639047e-04       6.252514669912e+11       5.782190117496e-03       1.262080712196e+19       2.482735946027e+14       1.380080845488e+15       5.477568885622e-08       8.730681728530e+18       2.135312823275e+19       1.102781522404e+13       2.653511655566e+06       1.676929392676e-04       6.865617662998e-02 
       4.595656224013e+07       3.578735048054e-13       1.008518824528e-02       4.556925504050e+09       1.351069539356e+04       2.939883760011e-04       6.209051272721e+11       5.822664521100e-03       1.227352314229e+19       2.431319981480e+14       1.351500203258e+15       5.477568885622e-08       8.490441475534e+18       2.076557004946e+19       1.079943576490e+13       2.635065650681e+06       1.677732510650e-04       6.862409351419e-02 
       4.563710247260e+07       3.629012048904e-13       1.015578319857e-02       4.493793424725e+09       1.351069532296e+04       2.960462933647e-04       6.165890004407e+11       5.863422232502e-03       1.193579529934e+19       2.380968810512e+14       1.323511448871e+15       5.477568885622e-08       8.256811860638e+18       2.019417934410e+19       1.057578590683e+13       2.616747870202e+06       1.678535637811e-04       6.859204658125e-02 
       4.531986337872e+07       3.679995377639e-13       1.022687229670e-02       4.431535991566e+09       1.351069525187e+04       2.981186161320e-04       6.123028764771e+11       5.904465234675e-03       1.160736063904e+19       2.331660381892e+14       1.296102324688e+15       5.477568885622e-08       8.029610980374e+18       1.963851124455e+19       1.035676770266e+13       2.598557422799e+06       1.679338774230e-04       6.856003582064e-02 
       4.500482952185e+07       3.731694957170e-13       1.029845899939e-02       4.370141086969e+09       1.351069518029e+04       3.002054451405e-04       6.080465468211e+11       5.945795524469e-03       1.128796344292e+19       2.283373101055e+14       1.269260826916e+15       5.477568885622e-08       7.808661936674e+18       1.909813312002e+19       1.014228523363e+13       2.580493423335e+06       1.680141919974e-04       6.852806122217e-02 
       4.469198557262e+07       3.784120849808e-13       1.037054679000e-02       4.309596761210e+09       1.351069510820e+04       3.023068819339e-04       6.038198043624e+11       5.987415112709e-03       1.097735502907e+19       2.236085820650e+14       1.242975200357e+15       5.477568885622e-08       7.593792699131e+18       1.857262424423e+19       9.932244567400e+12       2.562554992828e+06       1.680945075114e-04       6.849612277596e-02 
       4.438131630824e+07       3.837283259225e-13       1.044313917373e-02       4.249891230122e+09       1.351069503561e+04       3.044230287662e-04       5.996224434301e+11       6.029326024293e-03       1.067529355853e+19       2.189777831271e+14       1.217233933253e+15       5.477568885622e-08       7.384835971064e+18       1.806157546787e+19       9.726553716923e+12       2.544741258403e+06       1.681748239721e-04       6.846422047249e-02 
       4.407280661174e+07       3.891192532436e-13       1.051623968488e-02       4.191012872797e+09       1.351069496251e+04       3.065539886074e-04       5.954542597834e+11       6.071530298291e-03       1.038154384693e+19       2.144428852392e+14       1.192025752249e+15       5.477568885622e-08       7.181629059256e+18       1.756458889995e+19       9.525122600137e+12       2.527051353257e+06       1.682551413865e-04       6.843235430256e-02 
       4.376644147122e+07       3.945859161815e-13       1.058985187956e-02       4.132950229331e+09       1.351069488889e+04       3.086998651485e-04       5.913150506009e+11       6.114029988043e-03       1.009587718145e+19       2.100019023487e+14       1.167339617454e+15       5.477568885622e-08       6.984013747283e+18       1.708127759812e+19       9.327863000531e+12       2.509484416608e+06       1.683354597617e-04       6.840052425728e-02 
       4.346220597914e+07       4.001293787139e-13       1.066397933755e-02       4.075691998584e+09       1.351069481477e+04       3.108607628060e-04       5.872046144714e+11       6.156827161262e-03       9.818071142696e+18       2.056528895327e+14       1.143164717607e+15       5.477568885622e-08       6.791836172329e+18       1.661126526732e+19       9.134688528502e+12       2.492039593661e+06       1.684157791051e-04       6.836873032813e-02 
       4.316008533160e+07       4.057507197652e-13       1.073862566773e-02       4.019227035991e+09       1.351069474012e+04       3.130367867274e-04       5.831227513834e+11       6.199923900129e-03       9.547909431529e+18       2.013939421464e+14       1.119490465341e+15       5.477568885622e-08       6.604946705384e+18       1.615418596684e+19       8.945514583525e+12       2.474716035562e+06       1.684960994237e-04       6.833697250692e-02 
       4.286006482758e+07       4.114510334174e-13       1.081379450079e-02       3.963544351383e+09       1.351069466495e+04       3.152280427963e-04       5.790692627162e+11       6.243322301400e-03       9.285181700681e+18       1.972231949894e+14       1.096306492546e+15       5.477568885622e-08       6.423199834750e+18       1.570968382538e+19       8.760258317100e+12       2.457512899356e+06       1.685764207250e-04       6.830525078578e-02 
       4.256212986828e+07       4.172314291221e-13       1.088948949291e-02       3.908633106855e+09       1.351069458926e+04       3.174346376376e-04       5.750439512293e+11       6.287024476503e-03       9.029683390957e+18       1.931388214881e+14       1.073602645832e+15       5.477568885622e-08       6.246454052740e+18       1.527741276401e+19       8.578838596468e+12       2.440429347949e+06       1.686567430162e-04       6.827356515720e-02 
