# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_ncdm[1]        15:(.)p_ncdm[1]          16:(.)rho_lambda         17:(.)rho_ur             18:(.)rho_crit           19:(.)rho_tot            20:(.)p_tot              21:(.)p_tot_prime        22:gr.fac. D             23:gr.fac. f          
       8.980294692201e+01       1.786269869380e-02       1.315384817354e+03       1.196307899114e-01       1.177652862466e+04       1.296932426078e+02       1.069343503630e+06       4.476025323721e+02       1.870591020913e-04       1.870142799921e-03       1.122918705699e-02       1.291295567357e-04       4.304318290734e-05       8.956956005139e-04       8.965186952664e-07       3.946581014145e-08       2.723127667965e-07       1.431152589482e-02       1.431152589482e-02       1.063440407452e-04      -5.618041128376e-07       1.667713164219e-02       9.464838891156e-01 
       8.917067224848e+01       1.805421248303e-02       1.320698003273e+03       1.183742686884e-01       1.177121543874e+04       1.305437249741e+02       1.061418409293e+06       4.486531895748e+02       1.819031843696e-04       1.831347930073e-03       1.099624503224e-02       1.255703535092e-04       4.185678186891e-05       8.770967145005e-04       8.657796329651e-07       3.946581014145e-08       2.648069988094e-07       1.401246748750e-02       1.401246748750e-02       1.034057594812e-04      -5.443320520718e-07       1.678779833097e-02       9.465843371651e-01 
       8.854280003228e+01       1.824775915625e-02       1.326030198460e+03       1.171310073144e-01       1.176588324355e+04       1.313995456844e+02       1.053550130481e+06       4.497043577356e+02       1.768893781005e-04       1.793357823991e-03       1.076813517479e-02       1.221092518359e-04       4.070308134770e-05       8.588842718442e-04       8.360939598120e-07       3.946581014145e-08       2.575081106930e-07       1.371967287448e-02       1.371967287448e-02       1.005486715678e-04      -5.274039034811e-07       1.689921123606e-02       9.466840980036e-01 
       8.791929962188e+01       1.844336018828e-02       1.331381468073e+03       1.159008647958e-01       1.176053197394e+04       1.322607355653e+02       1.045738266303e+06       4.507560338974e+02       1.720137663416e-04       1.756155787867e-03       1.054475724742e-02       1.187435477948e-04       3.958118003673e-05       8.410502347916e-04       8.074256041768e-07       3.946581014145e-08       2.504104003274e-07       1.343301046042e-02       1.343301046042e-02       9.777053207809e-05      -5.110027149716e-07       1.701137538491e-02       9.467831762093e-01 
       8.730014057912e+01       1.864103728040e-02       1.336751877504e+03       1.146837016566e-01       1.175516156451e+04       1.331273255899e+02       1.037982418676e+06       4.518082151165e+02       1.672725401096e-04       1.719725474180e-03       1.032601309218e-02       1.154706119908e-04       3.849020147093e-05       8.235867330541e-04       7.797397283872e-07       3.946581014145e-08       2.435083227550e-07       1.315235142565e-02       1.315235142565e-02       9.506915819995e-05      -4.951120635359e-07       1.712429583886e-02       9.468815763311e-01 
       8.668529267774e+01       1.884081236274e-02       1.342141492376e+03       1.134793799211e-01       1.174977194964e+04       1.339993468781e+02       1.030282192301e+06       4.528608984626e+02       1.626619954045e-04       1.684050874508e-03       1.011180658725e-02       1.122878875001e-04       3.742929334241e-05       8.064860603093e-04       7.530026865750e-07       3.946581014145e-08       2.367964858487e-07       1.287756966727e-02       1.287756966727e-02       9.244242751562e-05      -4.797160387126e-07       1.723797769335e-02       9.469793028884e-01 
       8.607472590188e+01       1.904270759667e-02       1.347550378547e+03       1.122877630981e-01       1.174436306347e+04       1.348768306971e+02       1.022637194643e+06       4.539140810187e+02       1.581785303166e-04       1.649116312498e-03       9.902043604663e-03       1.091928878732e-04       3.639762683470e-05       7.897406707750e-04       7.271819839617e-07       3.946581014145e-08       2.302696460999e-07       1.260854174158e-02       1.260854174158e-02       8.988827632944e-05      -4.647992265631e-07       1.735242607813e-02       9.470763603714e-01 
       8.546841044465e+01       1.924674537726e-02       1.352978602109e+03       1.111087161647e-01       1.173893483990e+04       1.357598084611e+02       1.015047035920e+06       4.549677598814e+02       1.538186422125e-04       1.614906436975e-03       9.696631969006e-03       1.061831951926e-04       3.539439597526e-05       7.733431758565e-04       7.022462375302e-07       3.946581014145e-08       2.239227045221e-07       1.234514680776e-02       1.234514680776e-02       8.740469804166e-05      -4.503466941517e-07       1.746764615755e-02       9.471727532411e-01 
       8.486631670664e+01       1.945294833571e-02       1.358426229388e+03       1.099421055494e-01       1.173348721262e+04       1.366483117322e+02       1.007511329073e+06       4.560219321602e+02       1.495789249986e-04       1.581406215200e-03       9.495481416880e-03       1.032564581836e-04       3.441881700587e-05       7.572863408627e-04       6.781651380393e-07       3.946581014145e-08       2.177507026679e-07       1.208726657264e-02       1.208726657264e-02       8.498974156751e-05      -4.363439745106e-07       1.758364313072e-02       9.472684859299e-01 
       8.426841529451e+01       1.966133934188e-02       1.363893326947e+03       1.087877991173e-01       1.172802011507e+04       1.375423722202e+02       1.000029689754e+06       4.570765949784e+02       1.454560664606e-04       1.548600926264e-03       9.298503557255e-03       1.004103903777e-04       3.347012777037e-05       7.415630817922e-04       6.549094133333e-07       3.946581014145e-08       2.117488187551e-07       1.183478523678e-02       1.183478523678e-02       8.264150980001e-05      -4.227770520762e-07       1.770042223181e-02       9.473635628410e-01 
       8.367467701954e+01       1.987194150680e-02       1.369379961588e+03       1.076456661534e-01       1.172253348043e+04       1.384420217832e+02       9.926017363057e+05       4.581317454723e+02       1.414468456761e-04       1.516476154617e-03       9.105611832625e-03       9.764276832626e-05       3.254758711926e-05       7.261664621862e-04       6.324507929019e-07       3.946581014145e-08       2.059123639003e-07       1.158758944161e-02       1.158758944161e-02       8.035815811535e-05      -4.096323485816e-07       1.781798873025e-02       9.474579883492e-01 
       8.308507289619e+01       2.008477818515e-02       1.374886200346e+03       1.065155773477e-01       1.171702724167e+04       1.393472924277e+02       9.852270897422e+05       4.591873807915e+02       1.375481304983e-04       1.485017783739e-03       8.916721480982e-03       9.495142986399e-05       3.165047433073e-05       7.110896900481e-04       6.107619736506e-07       3.946581014145e-08       2.002367784562e-07       1.134556821772e-02       1.134556821772e-02       7.813789291982e-05      -3.968967093905e-07       1.793634793095e-02       9.475517668009e-01 
       8.249957414071e+01       2.029987297793e-02       1.380412110498e+03       1.053974047797e-01       1.171150133151e+04       1.402582163087e+02       9.779053737298e+05       4.602434980990e+02       1.337568751090e-04       1.454211989932e-03       8.731749498565e-03       9.233427241940e-05       3.077808854766e-05       6.963261148265e-04       5.898165868380e-07       3.946581014145e-08       1.947176284488e-07       1.110861293429e-02       1.110861293429e-02       7.597897023684e-05      -3.845573902590e-07       1.805550517460e-02       9.476449025141e-01 
       8.191815216974e+01       2.051724973495e-02       1.385957759561e+03       1.042910219028e-01       1.170595568245e+04       1.411748257304e+02       9.706362145698e+05       4.613000945709e+02       1.300701176397e-04       1.424045236248e-03       8.550614603397e-03       8.978925137257e-05       2.992974823006e-05       6.818692244631e-04       5.695891661406e-07       3.946581014145e-08       1.893506021147e-07       1.087661724953e-02       1.087661724953e-02       7.387969433334e-05      -3.726020445125e-07       1.817546583786e-02       9.477373997787e-01 
       8.134077859888e+01       2.073693255755e-02       1.391523215288e+03       1.031963035299e-01       1.170039022672e+04       1.420971531460e+02       9.634192411792e+05       4.623571673967e+02       1.264849778574e-04       1.394504266545e-03       8.373237199564e-03       8.731437845777e-05       2.910479062271e-05       6.677126425005e-04       5.500551168083e-07       3.946581014145e-08       1.841315065318e-07       1.064947706224e-02       1.064947706224e-02       7.183841638403e-05      -3.610187106232e-07       1.829623533359e-02       9.478292628566e-01 
       8.076742524135e+01       2.095894580118e-02       1.397108545678e+03       1.021131258181e-01       1.169480489633e+04       1.430252311580e+02       9.562540850732e+05       4.634147137790e+02       1.229986549148e-04       1.365576099654e-03       8.199539342243e-03       8.490772021035e-05       2.830257123739e-05       6.538501252526e-04       5.311906858714e-07       3.946581014145e-08       1.790562643444e-07       1.042709046435e-02       1.042709046435e-02       6.985353317283e-05      -3.497958001768e-07       1.841781911116e-02       9.479204959816e-01 
       8.019806410657e+01       2.118331407808e-02       1.402713818968e+03       1.010413662542e-01       1.168919962305e+04       1.439590925186e+02       9.491403803465e+05       4.644727309334e+02       1.196084251621e-04       1.337248023684e-03       8.029444703456e-03       8.256739645621e-05       2.752246334940e-05       6.402755590330e-04       5.129729333648e-07       3.946581014145e-08       1.741209105781e-07       1.020935769451e-02       1.020935769451e-02       6.792348583017e-05      -3.389220862161e-07       1.854022265663e-02       9.480111033602e-01 
       7.963266739884e+01       2.141006226006e-02       1.408339103639e+03       9.998090363996e-02       1.168357433837e+04       1.448987701298e+02       9.420777636557e+05       4.655312160890e+02       1.163116400194e-04       1.309507590430e-03       7.862878538529e-03       8.029157884312e-05       2.676385750801e-05       6.269829574415e-04       4.953797045343e-07       3.946581014145e-08       1.693215895416e-07       9.996181092663e-03       9.996181092663e-03       6.604675860540e-05      -3.283866919491e-07       1.866345149303e-02       9.481010891711e-01 
       7.907120751594e+01       2.163921548113e-02       1.413984468416e+03       9.893161807809e-02       1.167792897360e+04       1.458442970436e+02       9.350658742013e+05       4.665901664878e+02       1.131057239079e-04       1.282342609907e-03       7.699767653250e-03       7.807848941235e-05       2.602616106032e-05       6.139664587087e-04       4.783896029912e-07       3.946581014145e-08       1.646545518157e-07       9.787465055548e-03       9.787465055548e-03       6.422187767308e-05      -3.181790798105e-07       1.878751118062e-02       9.481904575656e-01 
       7.851365704783e+01       2.187079914036e-02       1.419649982268e+03       9.789339095774e-02       1.167226345974e+04       1.467957064624e+02       9.281043537101e+05       4.676495793849e+02       1.099881722374e-04       1.255741144992e-03       7.540040371710e-03       7.592639920975e-05       2.530879768828e-05       6.012203230944e-04       4.619819647831e-07       3.946581014145e-08       1.601161513233e-07       9.583115993205e-03       9.583115993205e-03       6.244740997248e-05      -3.082890408660e-07       1.891240731709e-02       9.482792126678e-01 
       7.795998877526e+01       2.210483890460e-02       1.425335714409e+03       9.686610494062e-02       1.166657772760e+04       1.477530317388e+02       9.211928464173e+05       4.687094520487e+02       1.069565494498e-04       1.229691506179e-03       7.383626504808e-03       7.383362693511e-05       2.461120695850e-05       5.887389303421e-04       4.461368333507e-07       3.946581014145e-08       1.557028424817e-07       9.383042286367e-03       9.383042286367e-03       6.072196207913e-05      -2.987066845472e-07       1.903814553786e-02       9.483673585746e-01 
       7.741017566848e+01       2.234136071135e-02       1.431041734298e+03       9.584964394702e-02       1.166087170771e+04       1.487163063761e+02       9.143309990496e+05       4.697697817604e+02       1.040084871169e-04       1.204182246444e-03       7.230457319407e-03       7.179853762872e-05       2.393284388440e-05       5.765167771856e-04       4.308349353383e-07       3.946581014145e-08       1.514111774326e-07       9.187154244771e-03       9.187154244771e-03       5.904417910770e-05      -2.894224287091e-07       1.916473151632e-02       9.484548993561e-01 
       7.686419088592e+01       2.258039077158e-02       1.436768111644e+03       9.484389314216e-02       1.165514533037e+04       1.496855640283e+02       9.075184608070e+05       4.708305658144e+02       1.011416820896e-04       1.179202156215e-03       7.080465508140e-03       6.981954139412e-05       2.327317850050e-05       5.645484749089e-04       4.160576572311e-07       3.946581014145e-08       1.472378033486e-07       8.995364066361e-03       8.995364066361e-03       5.741274364526e-05      -2.804269899972e-07       1.929217096410e-02       9.485418390554e-01 
       7.632200777285e+01       2.282195557263e-02       1.442514916400e+03       9.384873892254e-02       1.164939852561e+04       1.506608385007e+02       9.007548833465e+05       4.718918015181e+02       9.835389469916e-05       1.154740258443e-03       6.933585159827e-03       6.789509215609e-05       2.263169544842e-05       5.528287469560e-04       4.017870227898e-07       3.946581014145e-08       1.431794598141e-07       8.807585797351e-03       8.807585797351e-03       5.582637471406e-05      -2.717113745169e-07       1.942046963127e-02       9.486281816891e-01 
       7.578359986011e+01       2.306608188113e-02       1.448282218770e+03       9.286406890258e-02       1.164363122324e+04       1.516421637492e+02       8.940399207642e+05       4.729534861917e+02       9.564294700707e-05       1.130785803785e-03       6.789751730520e-03       6.602368645287e-05       2.200789357423e-05       5.413524265922e-04       3.880056712558e-07       3.946581014145e-08       1.392329762780e-07       8.623735293144e-03       8.623735293144e-03       5.428382676313e-05      -2.632668687947e-07       1.954963330669e-02       9.487139312471e-01 
       7.524894086282e+01       2.331279674592e-02       1.454070089207e+03       9.188977190131e-02       1.163784335281e+04       1.526295738815e+02       8.873732295789e+05       4.740156171687e+02       9.300672110412e-05       1.107328265875e-03       6.648902015142e-03       6.420386226163e-05       2.140128553699e-05       5.301144546126e-04       3.746968363004e-07       3.946581014145e-08       1.353952695773e-07       8.443730180075e-03       8.443730180075e-03       5.278388868771e-05      -2.550850310218e-07       1.967966781818e-02       9.487990916929e-01 
       7.471800467907e+01       2.356212750102e-02       1.459878598413e+03       9.092573792924e-02       1.163203484360e+04       1.536231031563e+02       8.807544687148e+05       4.750781917952e+02       9.044315745558e-05       1.084357336702e-03       6.510974119710e-03       6.243419785631e-05       2.081139742802e-05       5.191098771002e-04       3.618443256938e-07       3.946581014145e-08       1.316633415278e-07       8.267489817976e-03       8.267489817976e-03       5.132538287594e-05      -2.471576825721e-07       1.981057903286e-02       9.488836669639e-01 
       7.419076538866e+01       2.381410176869e-02       1.465707817343e+03       8.997185817539e-02       1.162620562467e+04       1.546227859841e+02       8.741832994849e+05       4.761412074304e+02       8.795025329243e-05       1.061862922081e-03       6.375907434145e-03       6.071331069702e-05       2.023776840070e-05       5.083338432297e-04       3.494325016669e-07       3.946581014145e-08       1.280342765829e-07       8.094935263532e-03       8.094935263532e-03       4.990716428190e-05      -2.394768997849e-07       1.994237285734e-02       9.489676609714e-01 
       7.366719725185e+01       2.406874746239e-02       1.471557817203e+03       8.902802499446e-02       1.162035562481e+04       1.556286569270e+02       8.676593855744e+05       4.772046614463e+02       8.552606104670e-05       1.039835137214e-03       6.243642605635e-03       5.903985634996e-05       1.967995031044e-05       4.977816031184e-04       3.374462619456e-07       3.946581014145e-08       1.245052395551e-07       7.925989234415e-03       7.925989234415e-03       4.852811952432e-05      -2.320350060051e-07       2.007505523806e-02       9.490510776005e-01 
       7.314727470809e+01       2.432609278991e-02       1.477428669452e+03       8.809413189414e-02       1.161448477256e+04       1.566407506990e+02       8.611823930240e+05       4.782685512278e+02       8.316868683007e-05       1.018264302351e-03       6.114121512560e-03       5.741252743713e-05       1.913750736456e-05       4.874485057207e-04       3.258710214320e-07       3.946581014145e-08       1.210734734013e-07       7.760576074183e-03       7.760576074183e-03       4.718716601034e-05      -2.248245638719e-07       2.020863216150e-02       9.491339207106e-01 
       7.263097237477e+01       2.458616625644e-02       1.483320445803e+03       8.717007352255e-02       1.160859299621e+04       1.576591021659e+02       8.547519902139e+05       4.793328741725e+02       8.087628895432e-05       9.971409385340e-04       5.987287238948e-03       5.583005261501e-05       1.861001578191e-05       4.773299967678e-04       3.146926945111e-07       3.946581014145e-08       1.177362970695e-07       7.598621717926e-03       7.598621717926e-03       4.588325108341e-05      -2.178383678494e-07       2.034310965449e-02       9.492161941356e-01 
       7.211826504598e+01       2.484899666771e-02       1.489233218223e+03       8.625574565581e-02       1.160268022379e+04       1.586837463456e+02       8.483678478468e+05       4.803976276909e+02       7.864707649264e-05       9.764557634319e-04       5.863084049471e-03       5.429119558140e-05       1.809706346174e-05       4.674216167499e-04       3.038976779628e-07       3.946581014145e-08       1.144911034039e-07       7.440053658640e-03       7.440053658640e-03       4.461535119492e-05      -2.110694369897e-07       2.047849378445e-02       9.492979016836e-01 
       7.160912769130e+01       2.511461313316e-02       1.495167058936e+03       8.535104518584e-02       1.159674638308e+04       1.597147184081e+02       8.420296389324e+05       4.814628092063e+02       7.647930788049e-05       9.561996872639e-04       5.741457364952e-03       5.279475410958e-05       1.759824966184e-05       4.577189989411e-04       2.934728344573e-07       3.946581014145e-08       1.113353571079e-07       7.284800914315e-03       7.284800914315e-03       4.338247109869e-05      -2.045110079233e-07       2.061479065969e-02       9.493790471372e-01 
       7.110353545455e+01       2.538304506915e-02       1.501122040422e+03       8.445587010812e-02       1.159079140159e+04       1.607520536756e+02       8.357370387709e+05       4.825284161545e+02       7.437128955510e-05       9.363638088037e-04       5.622353738385e-03       5.133955910912e-05       1.711318468539e-05       4.482178674646e-04       2.834054766141e-07       3.946581014145e-08       1.082665927643e-07       7.132793995720e-03       7.132793995720e-03       4.218364306782e-05      -1.981565280676e-07       2.075200642965e-02       9.494596342541e-01 
       7.060146365261e+01       2.565432220216e-02       1.507098235416e+03       8.357011950980e-02       1.158481520660e+04       1.617957876225e+02       8.294897249374e+05       4.835944459843e+02       7.232137463243e-05       9.169394114686e-04       5.505720831446e-03       4.992447371261e-05       1.664148957659e-05       4.389140353997e-04       2.736833516066e-07       3.946581014145e-08       1.052824129086e-07       6.983964874883e-03       6.983964874883e-03       4.101792613317e-05      -1.919996490492e-07       2.089014728523e-02       9.495396667665e-01 
       7.010288777418e+01       2.592847457211e-02       1.513095716914e+03       8.269369355775e-02       1.157881772510e+04       1.628459558755e+02       8.232873772654e+05       4.846608961571e+02       7.032796162064e-05       8.979179594896e-04       5.391507391501e-03       4.854839238748e-05       1.618279582460e-05       4.298034029276e-04       2.642946262915e-07       3.946581014145e-08       1.023804861563e-07       6.838246954223e-03       6.838246954223e-03       3.988440534302e-05      -1.860342203299e-07       2.102921945901e-02       9.496191483817e-01 
       6.960778347862e+01       2.620553253561e-02       1.519114558171e+03       8.182649348686e-02       1.157279888384e+04       1.639025942139e+02       8.171296778320e+05       4.857277641466e+02       6.838949316897e-05       8.792910941609e-04       5.279663229082e-03       4.721024007239e-05       1.573674507564e-05       4.208819555156e-04       2.552278728480e-07       3.946581014145e-08       9.955854538188e-08       6.695575036355e-03       6.695575036355e-03       3.878219104313e-05      -1.802542830340e-07       2.116922922558e-02       9.496980827823e-01 
       6.911612659472e+01       2.648552676935e-02       1.525154832699e+03       8.096842158844e-02       1.156675860931e+04       1.649657385693e+02       8.110163109412e+05       4.867950474396e+02       6.650445485108e-05       8.610506301664e-04       5.170139195832e-03       4.590897133736e-05       1.530298885304e-05       4.121457621402e-04       2.464720549061e-07       3.946581014145e-08       9.681438594713e-08       6.555885294523e-03       6.555885294523e-03       3.771041817682e-05      -1.746540639669e-07       2.131018290180e-02       9.497764736258e-01 
       6.862789311957e+01       2.676848827341e-02       1.531216614274e+03       8.011938119874e-02       1.156069682774e+04       1.660354250255e+02       8.049469631095e+05       4.878627435352e+02       6.467137398204e-05       8.431885519839e-04       5.062887162915e-03       4.464356956706e-05       1.488118828504e-05       4.035909735469e-04       2.380165141503e-07       3.946581014145e-08       9.414586397931e-08       6.419115243669e-03       6.419115243669e-03       3.666824560439e-05      -1.692279698213e-07       2.145208684707e-02       9.498543245454e-01 
       6.814305921733e+01       2.705444837473e-02       1.537299976933e+03       7.927927668759e-02       1.155461346508e+04       1.671116898192e+02       7.989213230494e+05       4.889308499450e+02       6.288881846779e-05       8.256970103625e-04       4.957859999860e-03       4.341304616663e-05       1.447101384003e-05       3.952138205459e-04       2.298509573809e-07       3.946581014145e-08       9.155089469620e-08       6.285203712108e-03       6.285203712108e-03       3.565485544143e-05      -1.639705815649e-07       2.159494746365e-02       9.499316391496e-01 
       6.766160121815e+01       2.734343873052e-02       1.543404994975e+03       7.844801344722e-02       1.154850844704e+04       1.681945693394e+02       7.929390816549e+05       4.899993641933e+02       6.115539568638e-05       8.085683188736e-04       4.855011553860e-03       4.221643978938e-05       1.407214506911e-05       3.870106123443e-04       2.219654440168e-07       3.946581014145e-08       8.902745077737e-08       6.154090813815e-03       6.154090813815e-03       3.466945241537e-05      -1.588766490028e-07       2.173877119693e-02       9.500084210226e-01 
       6.718349561691e+01       2.763549133174e-02       1.549531742963e+03       7.762549788110e-02       1.154238169905e+04       1.692841001274e+02       7.869999319859e+05       4.910682838166e+02       5.946975140005e-05       7.917949505337e-04       4.754296629485e-03       4.105281558576e-05       1.368427035577e-05       3.789777349126e-04       2.143503740270e-07       3.946581014145e-08       8.657356078050e-08       6.025717921288e-03       6.025717921288e-03       3.371126323993e-05      -1.539410855100e-07       2.188356453571e-02       9.500846737246e-01 
       6.670871907216e+01       2.793063850662e-02       1.555680295724e+03       7.681163739302e-02       1.153623314629e+04       1.703803188773e+02       7.811035692531e+05       4.921376063643e+02       5.783056869728e-05       7.753695344968e-04       4.655670968827e-03       3.992126447305e-05       1.330708667243e-05       3.711116493852e-04       2.069964762729e-07       3.946581014145e-08       8.418730760123e-08       5.900027638997e-03       5.900027638997e-03       3.277953600686e-05      -1.491589629286e-07       2.202933401251e-02       9.501604007914e-01 
       6.623724840496e+01       2.822891292423e-02       1.561850728351e+03       7.600634037623e-02       1.153006271366e+04       1.714832624354e+02       7.752496908032e+05       4.932073293977e+02       5.623656696397e-05       7.592848528156e-04       4.559091232051e-03       3.882090242515e-05       1.294029934375e-05       3.634088904949e-04       1.998947972510e-07       3.946581014145e-08       8.186682697546e-08       5.776963777387e-03       5.776963777387e-03       3.187353959450e-05      -1.445255066248e-07       2.217608620386e-02       9.502356057349e-01 
       6.576906059770e+01       2.853034759806e-02       1.568043116203e+03       7.520951620269e-02       1.152387032581e+04       1.725929678005e+02       7.694379961041e+05       4.942774504907e+02       5.468650088303e-05       7.435338372700e-04       4.464514978351e-03       3.775086978201e-05       1.258362181636e-05       3.558660650395e-04       1.930366902188e-07       3.946581014145e-08       7.961030602300e-08       5.656471327442e-03       5.656471327442e-03       3.099256309279e-05      -1.400360906995e-07       2.232382773061e-02       9.503102920432e-01 
       6.530413279305e+01       2.883497588963e-02       1.574257534907e+03       7.442107521246e-02       1.151765590711e+04       1.737094721238e+02       7.636681867294e+05       4.953479672297e+02       5.317915946152e-05       7.281095662611e-04       4.371900647305e-03       3.671033057799e-05       1.223677543506e-05       3.484798503808e-04       1.864138046937e-07       3.946581014145e-08       7.741598183129e-08       5.538496435779e-03       5.538496435779e-03       3.013591524407e-05      -1.356862333491e-07       2.247256525817e-02       9.503844631807e-01 
       6.484244229279e+01       2.914283151219e-02       1.580494060356e+03       7.364092870324e-02       1.151141938166e+04       1.748328127087e+02       7.579399663448e+05       4.964188772131e+02       5.171336508458e-05       7.130052617702e-04       4.281207540607e-03       3.569847188886e-05       1.189948922512e-05       3.412469929747e-04       1.800180763108e-07       3.946581014145e-08       7.528214007819e-08       5.422986380275e-03       5.422986380275e-03       2.930292389951e-05      -1.314715923715e-07       2.262230549691e-02       9.504581225881e-01 
       6.438396655673e+01       2.945394853441e-02       1.586752768715e+03       7.286898891994e-02       1.150516067330e+04       1.759630270108e+02       7.522530406927e+05       4.974901780518e+02       5.028797259547e-05       6.982142863797e-04       4.192395804186e-03       3.471450319665e-05       1.157149968054e-05       3.341643069324e-04       1.738417170268e-07       3.946581014145e-08       7.320711369273e-08       5.309889546214e-03       5.309889546214e-03       2.849293549048e-05      -1.273879608116e-07       2.277305520235e-02       9.505312736828e-01 
       6.392868320160e+01       2.976836138413e-02       1.593033736417e+03       7.210516904447e-02       1.149887970560e+04       1.771001526381e+02       7.466071175779e+05       4.985618673687e+02       4.890186840095e-05       6.837301403574e-04       4.105426410698e-03       3.375765577214e-05       1.125255055826e-05       3.272286726111e-04       1.678772056597e-07       3.946581014145e-08       7.118928155274e-08       5.199155402932e-03       5.199155402932e-03       2.770531451461e-05      -1.234312627437e-07       2.292482117556e-02       9.506039198587e-01 
       6.347656999997e+01       3.008610485213e-02       1.599337040167e+03       7.134938318555e-02       1.149257640185e+04       1.782442273504e+02       7.410019068536e+05       4.996339427993e+02       4.755396960132e-05       6.695464588000e-04       4.020261142371e-03       3.282718207429e-05       1.094239267793e-05       3.204370352344e-04       1.621172787519e-07       3.946581014145e-08       6.922706721842e-08       5.090734480959e-03       5.090734480959e-03       2.693944303605e-05      -1.195975491851e-07       2.307761026340e-02       9.506760644864e-01 
       6.302760487913e+01       3.040721409597e-02       1.605662756941e+03       7.060154636870e-02       1.148625068507e+04       1.793952890594e+02       7.354371204064e+05       5.007064019908e+02       4.624322314443e-05       6.556570088362e-04       3.936862574215e-03       3.192235516627e-05       1.064078372728e-05       3.137864035419e-04       1.565549217453e-07       3.946581014145e-08       6.731893770077e-08       4.984578349652e-03       4.984578349652e-03       2.619472019959e-05      -1.158829941375e-07       2.323142935887e-02       9.507477109137e-01 
       6.258176592006e+01       3.073172464385e-02       1.612010963987e+03       6.986157452629e-02       1.147990247803e+04       1.805533758288e+02       7.299124721429e+05       5.017792426028e+02       4.496860500302e-05       6.420556868884e-04       3.855194057575e-03       3.104246814750e-05       1.034748807279e-05       3.072738484658e-04       1.511833604591e-07       3.946581014145e-08       6.546340226402e-08       4.880639595292e-03       4.880639595292e-03       2.547056175820e-05      -1.122838907523e-07       2.338628540139e-02       9.508188624650e-01 
       6.213903135633e+01       3.105967239852e-02       1.618381738830e+03       6.912938448775e-02       1.147353170318e+04       1.817185258740e+02       7.244276779751e+05       5.028524623069e+02       4.372911937473e-05       6.287365159902e-04       3.775219704030e-03       3.018683360149e-05       1.006227657563e-05       3.008965018370e-04       1.459960528583e-07       3.946581014145e-08       6.365901126102e-08       4.778871799655e-03       4.778871799655e-03       2.476639961368e-05      -1.087966476149e-07       2.354218537715e-02       9.508895224421e-01 
       6.169937957306e+01       3.139109364121e-02       1.624775159265e+03       6.840489396984e-02       1.146713828275e+04       1.828907775616e+02       7.189824558067e+05       5.039260587869e+02       4.252379790415e-05       6.156936431602e-04       3.696904369621e-03       2.935478305875e-05       9.784926412639e-06       2.946515551160e-04       1.409866811040e-07       3.946581014145e-08       6.190435500071e-08       4.679229519026e-03       4.679229519026e-03       2.408168136999e-05      -1.054177851460e-07       2.369913631938e-02       9.509596941239e-01 
       6.126278910582e+01       3.172602503565e-02       1.631191303368e+03       6.768802156708e-02       1.146072213865e+04       1.840701694100e+02       7.135765255189e+05       5.050000297385e+02       4.135169892633e-05       6.029213368305e-04       3.620213639410e-03       2.854566647460e-05       9.515220902263e-06       2.885362581522e-04       1.361491438761e-07       3.946581014145e-08       6.019806264690e-08       4.581668263666e-03       4.581668263666e-03       2.341586989899e-05      -1.021439321146e-07       2.385714530869e-02       9.510293807669e-01 
       6.082923863966e+01       3.206450363206e-02       1.637630249486e+03       6.697868674223e-02       1.145428319253e+04       1.852567400883e+02       7.082096089570e+05       5.060743728692e+02       4.021190673112e-05       5.904139843275e-04       3.545113812354e-03       2.775885172131e-05       9.252949335263e-06       2.825479179679e-04       1.314775489583e-07       3.946581014145e-08       5.853880114729e-08       4.486144477713e-03       4.486144477713e-03       2.276844291817e-05      -9.897182225983e-08       2.401621947339e-02       9.510985856047e-01 
       6.039870700798e+01       3.240656687125e-02       1.644092076248e+03       6.627680981688e-02       1.144782136576e+04       1.864505284171e+02       7.028814299163e+05       5.071490858988e+02       3.910353084778e-05       5.781660894063e-04       3.471571886502e-03       2.699372409430e-05       8.997906810115e-06       2.766838975685e-04       1.269662060763e-07       3.946581014145e-08       5.692527419208e-08       4.392615519503e-03       4.392615519503e-03       2.213889258004e-05      -9.589829101902e-08       2.417636598983e-02       9.511673118488e-01 
       5.997117319156e+01       3.275225258872e-02       1.650576862560e+03       6.558231196224e-02       1.144133657945e+04       1.876515733674e+02       6.975917141288e+05       5.082241665588e+02       3.802570534937e-05       5.661722698351e-04       3.399555544488e-03       2.624968583190e-05       8.749894072932e-06       2.709416147764e-04       1.226096199821e-07       3.946581014145e-08       5.535622120126e-08       4.301039642313e-03       4.301039642313e-03       2.152672507296e-05      -9.292027235698e-08       2.433759208265e-02       9.512355626881e-01 
