#scalar perturbations for mode k = 1.000000000000e+00 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       1.096307910063e+02       2.891054509631e-04      -3.851354552510e-01      -4.799557709249e-01      -3.046318889008e-02      -6.254109519387e-02      -2.227370163641e-03      -1.264103978618e-02      -3.113153022463e-01      -4.774725345949e-01       3.235118057451e-03       3.228745752995e-03      -4.543474797679e-03       1.213028835487e-02      -2.598960803095e-03      -4.118561456277e+01       2.677798525936e-01 
       1.097908630508e+02       2.896044466556e-04      -2.820044795129e-01      -4.861721667949e-01      -3.147523426661e-02      -6.640995035787e-02      -2.406462908160e-03      -1.342837588366e-02      -2.342960196939e-01      -4.845485287327e-01       3.226878811215e-03       3.220514413610e-03      -7.234147214029e-03       1.272015288282e-02      -1.239037792220e-03      -4.122850776682e+01       2.678352093824e-01 
       1.099509350953e+02       2.901036665040e-04      -1.779298911609e-01      -4.887997238453e-01      -3.225810872884e-02      -6.979648593089e-02      -2.569205945919e-03      -1.411835392123e-02      -1.564304993606e-01      -4.880451247525e-01       3.218570251973e-03       3.212264040392e-03      -1.001549055400e-02       1.297765741894e-02       1.601657308211e-04      -4.127140982264e+01       2.678897349015e-01 
       1.101110071398e+02       2.906031105083e-04      -7.367623176649e-02      -4.878542375534e-01      -3.280697438052e-02      -7.267865199766e-02      -2.714405653836e-03      -1.470646596272e-02      -7.829094236635e-02      -4.879752051060e-01       3.210239499670e-03       3.204037311921e-03      -1.281564832662e-02       1.289718738260e-02       1.562646271323e-03      -4.131432046842e+01       2.679434211289e-01 
       1.102710791842e+02       2.911027786686e-04       2.999817408105e-02      -4.833782531833e-01      -3.311869697768e-02      -7.503808715004e-02      -2.840990399388e-03      -1.518894794208e-02      -4.456950168416e-04      -4.843745726224e-01       3.201933094262e-03       3.195876056435e-03      -1.556249127596e-02       1.248179823430e-02       2.932421313656e-03      -4.135723944427e+01       2.679962683688e-01 
       1.104422320343e+02       2.916372837586e-04       1.393639275427e-01      -4.747644226704e-01      -3.318811731128e-02      -7.696618124083e-02      -2.954682152982e-03      -1.558460017437e-02       8.182840896943e-02      -4.766852459610e-01       3.193130194334e-03       3.187268347532e-03      -1.836070887606e-02       1.168046293982e-02       4.321211046630e-03      -4.140313836292e+01       2.680518554324e-01 
       1.106133848844e+02       2.921720451125e-04       2.463234743637e-01      -4.623059358601e-01      -3.298534635003e-02      -7.826718405171e-02      -3.045039749626e-03      -1.585340387872e-02       1.624548022855e-01      -4.651337835981e-01       3.184461314129e-03       3.178830148941e-03      -2.093544945397e-02       1.053423453871e-02       5.592095137117e-03      -4.144904620688e+01       2.681065111210e-01 
       1.107845377345e+02       2.927070627304e-04       3.500155735055e-01      -4.461472175901e-01      -3.251311778237e-02      -7.893337305961e-02      -3.111272245966e-03      -1.599373110343e-02       2.407840894138e-01      -4.498610155150e-01       3.175978365160e-03       3.170607531859e-03      -2.321159158524e-02       9.077742329027e-03       6.708165583770e-03      -4.149496268068e+01       2.681602619778e-01 
       1.109556905845e+02       2.932423366122e-04       4.496153971884e-01      -4.264631551901e-01      -3.177638692205e-02      -7.896222567669e-02      -3.152782699354e-03      -1.600500539587e-02       3.161930457415e-01      -4.310303762225e-01       3.167730630992e-03       3.162644212363e-03      -2.512297400568e-02       7.354586592606e-03       7.637151764453e-03      -4.154088750132e+01       2.682131441970e-01 
       1.111268434346e+02       2.937778667580e-04       5.443410887451e-01      -4.034554198669e-01      -3.078229162422e-02      -7.835641441962e-02      -3.169173532005e-03      -1.588770153433e-02       3.880890393845e-01      -4.088333914909e-01       3.159764369743e-03       3.154981279520e-03      -2.661429842478e-02       5.416035712887e-03       8.352347214224e-03      -4.158682040056e+01       2.682652028007e-01 
       1.112979962847e+02       2.943136531677e-04       6.334597028157e-01      -3.773501937470e-01      -2.954005855624e-02      -7.712375967978e-02      -3.160250173946e-03      -1.564333668967e-02       4.559149038379e-01      -3.834954990106e-01       3.152122469507e-03       3.147656962262e-03      -2.764270960865e-02       3.319507218992e-03       8.833371452213e-03      -4.163276112702e+01       2.683164888716e-01 
       1.114691491347e+02       2.948496958414e-04       7.162927499354e-01      -3.483983821422e-01      -2.806091416522e-02      -7.527713530209e-02      -3.126022971788e-03      -1.527445204055e-02       5.191536634273e-01      -3.552621719886e-01       3.144844110549e-03       3.140706375366e-03      -2.817900959904e-02       1.126876641331e-03       9.066745921057e-03      -4.167870944801e+01       2.683670603423e-01 
       1.116403019848e+02       2.953859947790e-04       7.922214286563e-01      -3.168725774880e-01      -2.635801648645e-02      -7.283433733968e-02      -3.066707408761e-03      -1.478458691055e-02       5.773318751024e-01      -3.243923355999e-01       3.137964483129e-03       3.134161288708e-03      -2.820847082586e-02      -1.097342174688e-03       9.046267369554e-03      -4.172466515144e+01       2.684169824210e-01 
       1.118114548349e+02       2.959225499806e-04       8.606911202011e-01      -2.830619539476e-01      -2.444632689673e-02      -6.981792120641e-02      -2.982722781924e-03      -1.417824647819e-02       6.300227433421e-01      -2.911717458000e-01       3.131514570715e-03       3.128049944111e-03      -2.773122394033e-02      -3.287890881890e-03       8.773167634827e-03      -4.177062804741e+01       2.684663262998e-01 
       1.119835684141e+02       2.964623754434e-04       9.215318070914e-01      -2.470655560034e-01      -2.233011261072e-02      -6.623349369708e-02      -2.874016189529e-03      -1.345652852516e-02       6.770957148507e-01      -2.557045215768e-01       3.125488661918e-03       3.122366494374e-03      -2.675541725403e-02      -5.392134954810e-03       8.252481766556e-03      -4.181685603136e+01       2.685154395206e-01 
       1.121556819934e+02       2.970024600552e-04       9.739153232577e-01      -2.093925560035e-01      -2.003794657039e-02      -6.212833016439e-02      -2.741820371458e-03      -1.262892321780e-02       7.179105384447e-01      -2.184883173249e-01       3.119946662325e-03       3.117167544943e-03      -2.531206670175e-02      -7.335534433731e-03       7.501009772854e-03      -4.186309097680e+01       2.685641236422e-01 
       1.123277955726e+02       2.975428038161e-04       1.017495084460e+00      -1.703786754711e-01      -1.758966987046e-02      -5.753848802649e-02      -2.587159902133e-03      -1.170267939277e-02       7.521941966625e-01      -1.798488150329e-01       3.114906339231e-03       3.112470083290e-03      -2.344467261304e-02      -9.060842357729e-03       6.541504120821e-03      -4.190933276610e+01       2.686124629188e-01 
       1.124656469180e+02       2.979757695530e-04       1.045866476665e+00      -1.383940575194e-01      -1.553033055954e-02      -5.353951950218e-02      -2.447895279295e-03      -1.089506390532e-02       7.747955117844e-01      -1.481053844549e-01       3.111240138330e-03       3.109078200348e-03      -2.168057628577e-02      -1.025095505195e-02       5.642259319035e-03      -4.194637418824e+01       2.686509889017e-01 
       1.126034982634e+02       2.984089015322e-04       1.068315027261e+00      -1.059462128823e-01      -1.339562092413e-02      -4.927723310575e-02      -2.295697421777e-03      -1.003375844081e-02       7.929844646247e-01      -1.158489862743e-01       3.107908727730e-03       3.106020968132e-03      -1.971399774228e-02      -1.124621823696e-02       4.645281157368e-03      -4.198341990841e+01       2.686893940412e-01 
       1.127413496087e+02       2.988421997535e-04       1.084772195327e+00      -7.321495640530e-02      -1.119718496065e-02      -4.477499890945e-02      -2.131339197946e-03      -9.123475673777e-03       8.067024607426e-01      -8.325472668688e-02       3.104914699168e-03       3.103301263223e-03      -1.758247795867e-02      -1.202812128175e-02       3.569653879528e-03      -4.202046990448e+01       2.687277237944e-01 
       1.128510098867e+02       2.991870057427e-04       1.093560200793e+00      -4.709438360472e-02      -9.410782659022e-03      -4.103842879556e-02      -1.992464090457e-03      -8.367660988220e-03       8.143984607054e-01      -5.720169988225e-02       3.102774435695e-03       3.101379597959e-03      -1.579605022957e-02      -1.248794930204e-02       2.671482864323e-03      -4.204994609699e+01       2.687581915560e-01 
       1.129606701647e+02       2.995319169324e-04       1.098530487149e+00      -2.099720446304e-02      -7.597752178679e-03      -3.717835691022e-02      -1.846872176026e-03      -7.586573303037e-03       8.192367240038e-01      -3.113769524332e-02       3.100847673216e-03       3.099672030606e-03      -1.395242394635e-02      -1.279816715986e-02       1.747371001625e-03      -4.207942498834e+01       2.687886638331e-01 
       1.130703304426e+02       2.998769333226e-04       1.099692995399e+00       4.987658194111e-03      -5.764285560944e-03      -3.320797779427e-02      -1.695035522404e-03      -6.782878153481e-03       8.212209092945e-01      -5.152475861368e-03       3.099133203778e-03       3.098177623085e-03      -1.207374321463e-02      -1.295525403029e-02       8.084439985748e-04      -4.210890658311e+01       2.688191638286e-01 
       1.131078819558e+02       2.999951031774e-04       1.099219600182e+00       1.384403625853e-02      -5.132865220577e-03      -3.182544714168e-02      -1.641694035736e-03      -6.502957606584e-03       8.212464929883e-01       3.712234920693e-03       3.098594581530e-03       3.097714607836e-03      -1.142641339359e-02      -1.297349156261e-02       4.855487497957e-04      -4.211900273481e+01       2.688296184819e-01 
       1.131454334690e+02       3.001132853683e-04       1.098303538927e+00       2.267334104560e-02      -4.500032743845e-03      -3.043211486450e-02      -1.587698322727e-03      -6.220817243218e-03       8.209396834079e-01       1.255444582907e-02       3.098080539684e-03       3.097276318447e-03      -1.077852593360e-02      -1.297354302745e-02       1.626953831465e-04      -4.212909920503e+01       2.688400799220e-01 
       1.131829849822e+02       3.002314798951e-04       1.096946252096e+00       3.147217061545e-02      -3.866040671090e-03      -2.902853484172e-02      -1.533068989636e-03      -5.936569063369e-03       8.203013950445e-01       2.137024512388e-02       3.097590973872e-03       3.096862661400e-03      -1.013099006964e-02      -1.295541672680e-02      -1.596619832069e-04      -4.213919599435e+01       2.688505490387e-01 
       1.132205364953e+02       3.003496867579e-04       1.095149352025e+00       4.023710680835e-02      -3.231141208550e-03      -2.761526502627e-02      -1.477826916109e-03      -5.650325907701e-03       8.193326880131e-01       3.015576443135e-02       3.097125770244e-03       3.096473533813e-03      -9.484717310219e-03      -1.291914610936e-02      -4.810685388492e-04      -4.214929310336e+01       2.688610267081e-01 
       1.132580880085e+02       3.004679059567e-04       1.092914622833e+00       4.896465678944e-02      -2.595586413553e-03      -2.619286644356e-02      -1.421993223843e-03      -5.362201255610e-03       8.180347604252e-01       3.890780708065e-02       3.096684805669e-03       3.096108823284e-03      -8.840616509192e-03      -1.286479038998e-02      -8.010712548818e-04      -4.215939053276e+01       2.688715138145e-01 
       1.132956395217e+02       3.005861374915e-04       1.090244022291e+00       5.765134143556e-02      -1.959628854360e-03      -2.476190267367e-02      -1.365589262185e-03      -5.072309120906e-03       8.164089279713e-01       4.762348066661e-02       3.096267948097e-03       3.095768407998e-03      -8.199591579848e-03      -1.279243451886e-02      -1.119220025185e-03      -4.216948828326e+01       2.688820112519e-01 
       1.133676552250e+02       3.008129145897e-04       1.083911017298e+00       7.418403848811e-02      -7.397951363485e-04      -2.199573237557e-02      -1.255902382181e-03      -4.511832992083e-03       8.123790141451e-01       6.422332526686e-02       3.095535419871e-03       3.095183041162e-03      -6.982119690860e-03      -1.260376525873e-02      -1.722548067794e-03      -4.218885449235e+01       2.689021752056e-01 
       1.134396709283e+02       3.010397370584e-04       1.075999704892e+00       9.053067517416e-02       4.788138931668e-04      -1.920416304383e-02      -1.144352126249e-03      -3.946091252806e-03       8.071600031228e-01       8.065187094684e-02       3.094889943139e-03       3.094685518221e-03      -5.785523899334e-03      -1.235036604721e-02      -2.314305490676e-03      -4.220822189171e+01       2.689223865549e-01 
       1.135116866317e+02       3.012666048976e-04       1.066528955656e+00       1.066680304483e-01       1.694427057642e-03      -1.639123865003e-02      -1.031095552014e-03      -3.375902536510e-03       8.007649950079e-01       9.688545780782e-02       3.094330325559e-03       3.094274704710e-03      -4.615964230826e-03      -1.203358936404e-02      -2.891438502172e-03      -4.222759048836e+01       2.689426513896e-01 
       1.135837023350e+02       3.014935181074e-04       1.055519947871e+00       1.225732365643e-01       2.905280664767e-03      -1.356102630519e-02      -9.162924078708e-04      -2.802090405532e-03       7.932088357386e-01       1.129013974418e-01       3.093855257370e-03       3.093949339759e-03      -3.479453563332e-03      -1.165512879637e-02      -3.450972821627e-03      -4.224696029016e+01       2.689629757517e-01 
       1.136557180383e+02       3.017204766876e-04       1.042996067027e+00       1.382239177618e-01       4.109620773147e-03      -1.071760910985e-02      -8.001047953070e-04      -2.225481897554e-03       7.845080221559e-01       1.286774000747e-01       3.093463318422e-03       3.093708041671e-03      -2.381826156699e-03      -1.121700092336e-02      -3.990029076836e-03      -4.226633130574e+01       2.689833656187e-01 
       1.137466815171e+02       3.020072143161e-04       1.025051637576e+00       1.575946773388e-01       5.618815288458e-03      -7.113559729867e-03      -6.516239895264e-04      -1.494456304162e-03       7.719101315210e-01       1.482268702151e-01       3.093084699913e-03       3.093521079728e-03      -1.059713297839e-03      -1.058193954669e-02      -4.637346552544e-03      -4.229080070445e+01       2.690092227774e-01 
       1.138376449959e+02       3.022940243304e-04       1.004787130819e+00       1.764816876314e-01       7.111369556393e-03      -3.503226322647e-03      -5.015312335064e-04      -7.619650605748e-04       7.575549155672e-01       1.673147116685e-01       3.092832979464e-03       3.093462579384e-03       1.805993413637e-04      -9.860738580458e-03      -5.242277239947e-03      -4.231527207539e+01       2.690352048042e-01 
       1.139286084746e+02       3.025809067305e-04       9.822638196279e-01       1.948434730560e-01       8.583861328570e-03       1.051461304916e-04      -3.501654575013e-04      -2.967980537332e-05       7.414863343559e-01       1.858989817842e-01       3.092704610432e-03       3.093528982694e-03       1.329014440288e-03      -9.059459278328e-03      -5.799882861886e-03      -4.233974544113e+01       2.690613225775e-01 
       1.140195719534e+02       3.028678615164e-04       9.575478851672e-01       2.126400313969e-01       1.003292427176e-02       3.703342722279e-03      -1.978686689751e-04       7.007333204344e-04       7.237520738402e-01       2.039393470746e-01       3.092695814518e-03       3.093716460565e-03       2.376209847441e-03      -8.184810630659e-03      -6.305623724277e-03      -4.236422082599e+01       2.690875867106e-01 
       1.141105354322e+02       3.031548886881e-04       9.307102091121e-01       2.298329694144e-01       1.145525508020e-02       7.283197032524e-03      -4.498516680514e-05       1.427617408653e-03       7.044033862931e-01       2.213968072260e-01       3.092802595670e-03       3.094020924060e-03       3.313708974343e-03      -7.244089843379e-03      -6.755392826935e-03      -4.238869825602e+01       2.691140075206e-01 
       1.142014989110e+02       3.034419882456e-04       9.018262123632e-01       2.463855606496e-01       1.284762157676e-02       1.083660895645e-02       1.081391894562e-04       2.149328396152e-03       6.834949856795e-01       2.382338366956e-01       3.093020750856e-03       3.094438032874e-03       4.133949824574e-03      -6.245127020953e-03      -7.145549368904e-03      -4.241317775895e+01       2.691405950130e-01 
       1.143258666310e+02       3.038346356388e-04       8.591692864449e-01       2.679171651870e-01       1.469710070743e-02       1.563760190541e-02       3.172552633422e-04       3.124747923072e-03       6.524903553343e-01       2.601853610388e-01       3.093491234894e-03       3.095182246778e-03       5.053878525232e-03      -4.800194293212e-03      -7.576896683981e-03      -4.244665020325e+01       2.691772334806e-01 
       1.144502343511e+02       3.042274183436e-04       8.130531234207e-01       2.881025416387e-01       1.647688816636e-02       2.035403506402e-02       5.252881909818e-04       4.083362200463e-03       6.188369192425e-01       2.808249644922e-01       3.094149885515e-03       3.096116039105e-03       5.728768288893e-03      -3.284340658777e-03      -7.884560780545e-03      -4.248012665717e+01       2.692142249665e-01 
       1.145746020712e+02       3.046203363598e-04       7.637074599170e-01       3.068643347487e-01       1.817951759200e-02       2.496618534729e-02       7.313561900725e-04       5.021162475213e-03       5.827028374778e-01       3.000733233473e-01       3.094984356077e-03       3.097226278351e-03       6.148725067144e-03      -1.721024564755e-03      -8.064008731717e-03      -4.251360720534e+01       2.692515905993e-01 
       1.146989697912e+02       3.050133896874e-04       7.113742546617e-01       3.241321454824e-01       1.979788807067e-02       2.945486045500e-02       9.345852595607e-04       5.934245607329e-03       5.442656991118e-01       3.178576824968e-01       3.095981796049e-03       3.098499157735e-03       6.307814716617e-03      -1.343839282286e-04      -8.112697553444e-03      -4.254709193698e+01       2.692893500649e-01 
       1.148233375113e+02       3.054065783266e-04       6.563065242018e-01       3.398427146670e-01       2.132529332261e-02       3.380147846646e-02       1.134112883098e-03       6.818830260340e-03       5.037116776231e-01       3.341124442196e-01       3.097128913325e-03       3.099920260955e-03       6.204140819129e-03       1.451136405605e-03      -8.030106576007e-03      -4.258058094546e+01       2.693275216822e-01 
       1.149477052314e+02       3.057999022772e-04       5.987671641155e-01       3.539401465546e-01       2.275544777547e-02       3.798814301745e-02       1.329091641025e-03       7.671272206806e-03       4.612346476235e-01       3.487794751900e-01       3.098412036558e-03       3.101474631350e-03       5.839857094134e-03       3.011155228083e-03      -7.817737186184e-03      -4.261407432796e+01       2.693661223377e-01 
       1.151082232215e+02       3.063077546893e-04       5.212899259798e-01       3.696733248309e-01       2.444813909383e-02       4.312762696916e-02       1.572680527500e-03       8.718340335512e-03       4.038938855672e-01       3.652813113076e-01       3.100246482396e-03       3.103652776543e-03       4.994869623328e-03       4.948271908428e-03      -7.357677796325e-03      -4.265730994336e+01       2.694166020385e-01 
       1.152687412116e+02       3.068158325080e-04       4.407497531638e-01       3.825547939641e-01       2.595775778685e-02       4.793740866523e-02       1.805588053556e-03       9.698969511606e-03       3.441298737446e-01       3.789637149960e-01       3.102253516828e-03       3.105993123331e-03       3.749140000811e-03       6.753757733960e-03      -6.699664860965e-03      -4.270055323626e+01       2.694678489690e-01 
       1.154292592017e+02       3.073241357334e-04       3.577641464164e-01       3.925215215071e-01       2.727429760125e-02       5.238523377542e-02       2.026162459272e-03       1.060657377399e-02       2.824010271459e-01       3.897576459163e-01       3.104401994980e-03       3.108460782180e-03       2.135686764736e-03       8.381677928587e-03      -5.860994305058e-03      -4.274380443637e+01       2.695198851050e-01 
       1.155897771918e+02       3.078326643654e-04       2.729616143041e-01       3.995324865704e-01       2.838920379455e-02       5.644161035281e-02       2.232838513145e-03       1.143512319286e-02       2.191749798729e-01       3.976162441355e-01       3.106660506378e-03       3.111020347340e-03       1.968829577960e-04       9.790801328267e-03      -4.863553383259e-03      -4.278706377809e+01       2.695727281690e-01 
       1.157156228915e+02       3.082315071637e-04       2.056182020443e-01       4.029490051638e-01       2.911764806281e-02       5.933070831607e-02       2.384195777807e-03       1.202586788198e-02       1.688661832300e-01       4.017076390611e-01       3.108487683591e-03       3.113068170118e-03      -1.517997124576e-03       1.071922210196e-02      -3.987254406326e-03      -4.282098484078e+01       2.696147301027e-01 
       1.158414685911e+02       3.086304885086e-04       1.378550967110e-01       4.045371185463e-01       2.971506041363e-02       6.195137452480e-02       2.525444738390e-03       1.256231880147e-02       1.181573041754e-01       4.039762033744e-01       3.110348034106e-03       3.115133422591e-03      -3.374436734106e-03       1.147691253015e-02      -3.043183426194e-03      -4.285491116888e+01       2.696572402586e-01 
       1.159673142908e+02       3.090296084002e-04       6.997830892107e-02       4.043053969287e-01       3.017930225532e-02       6.429338348185e-02       2.655967804291e-03       1.304237424779e-02       6.727734036686e-02       4.044274036687e-01       3.112226565701e-03       3.117199071546e-03      -5.342872570664e-03       1.205231173552e-02      -2.046311761953e-03      -4.288884287756e+01       2.697002602092e-01 
       1.160674563380e+02       3.093473080957e-04       1.608657242761e-02       4.028315780811e-01       3.045252950115e-02       6.595192887107e-02       2.751786029695e-03       1.338284621576e-02       2.681910736658e-02       4.034968631171e-01       3.113724514740e-03       3.118831868761e-03      -6.968462067746e-03       1.237403861170e-02      -1.225827077180e-03      -4.291584804499e+01       2.697348576744e-01 
       1.161675983852e+02       3.096650955220e-04      -3.753284098901e-02       4.002278205209e-01       3.063994211062e-02       6.742438408415e-02       2.840183512061e-03       1.368561941418e-02      -1.348921171042e-02       4.014346373453e-01       3.115217198125e-03       3.120445872958e-03      -8.628826064449e-03       1.257174613362e-02      -3.901156951570e-04      -4.294285674955e+01       2.697697771464e-01 
       1.162415814027e+02       3.098999271061e-04      -7.688296016453e-02       3.975872636096e-01       3.072312111299e-02       6.839066623949e-02       2.900578896028e-03       1.388467121519e-02      -4.310581744521e-02       3.991919973036e-01       3.116312311170e-03       3.121621365223e-03      -9.868041592625e-03       1.263706715130e-02       2.321740149159e-04      -4.296281256602e+01       2.697957810154e-01 
       1.163155644202e+02       3.101348065733e-04      -1.159429572021e-01       3.943454171334e-01       3.075929950468e-02       6.925232903417e-02       2.956698086300e-03       1.406251370457e-02      -7.253417911644e-02       3.963454482222e-01       3.117397685009e-03       3.122778842879e-03      -1.111037249833e-02       1.263343662721e-02       8.548258751287e-04      -4.298277036685e+01       2.698219591131e-01 
       1.163895474377e+02       3.103697339238e-04      -1.546539276126e-01       3.905103478184e-01       3.074853130481e-02       7.000834959214e-02       3.008455804831e-03       1.421893317040e-02      -1.017299068216e-01       3.929026120754e-01       3.118470466428e-03       3.123915097474e-03      -1.234903413569e-02       1.256095779194e-02       1.474451647022e-03      -4.300273017451e+01       2.698483104715e-01 
       1.164635304552e+02       3.106047091575e-04      -1.929577974864e-01       3.860910205946e-01       3.069094222444e-02       7.065786722373e-02       3.055773296131e-03       1.435374874851e-02      -1.306492010975e-01       3.888720568640e-01       3.119527845690e-03       3.125026980780e-03      -1.357726698042e-02       1.242010803685e-02       2.087682081090e-03      -4.302269201120e+01       2.698748337746e-01 
       1.165375134727e+02       3.108397322744e-04      -2.307974215716e-01       3.810973127710e-01       3.058672999603e-02       7.120018458708e-02       3.098578513172e-03       1.446681267607e-02      -1.592489205074e-01       3.842629282427e-01       3.120567059509e-03       3.126111410045e-03      -1.478837652681e-02       1.221173718280e-02       2.691186816609e-03      -4.304265589883e+01       2.699015274268e-01 
       1.166114964902e+02       3.110748032745e-04      -2.681166740002e-01       3.755399507664e-01       3.043616448655e-02       7.163476833640e-02       3.136806207791e-03       1.455801043447e-02      -1.874866282440e-01       3.790849668035e-01       3.121585393374e-03       3.127165372413e-03      -1.597577112589e-02       1.193706263940e-02       3.281693192057e-03      -4.306262185899e+01       2.699283896501e-01 
       1.167120035706e+02       3.113942275967e-04      -3.178833177818e-01       3.671078901547e-01       3.015798085452e-02       7.205192829072e-02       3.181302150729e-03       1.464673329046e-02      -2.251934534961e-01       3.711592218496e-01       3.122930599131e-03       3.128543131615e-03      -1.753933567553e-02       1.146057491221e-02       4.057366226042e-03      -4.308974928479e+01       2.699651489596e-01 
       1.168125106510e+02       3.117137402906e-04      -3.664537211972e-01       3.576879710547e-01       2.979594552462e-02       7.226916012248e-02       3.217117273998e-03       1.469485021835e-02      -2.620534274107e-01       3.622343257016e-01       3.124225849755e-03       3.129852119431e-03      -1.903159785621e-02       1.086966004250e-02       4.795428126861e-03      -4.311688062673e+01       2.700022104766e-01 
       1.169130177315e+02       3.120333413559e-04      -4.136977533062e-01       3.473140520546e-01       2.935135099268e-02       7.228658320804e-02       3.244149761611e-03       1.470236957630e-02      -2.979677432370e-01       3.523427973803e-01       3.125464831485e-03       3.131085494683e-03      -2.043764183741e-02       1.017044745120e-02       5.488531105899e-03      -4.314401593540e+01       2.700395683644e-01 
       1.170135248119e+02       3.123530307929e-04      -4.594900002490e-01       3.360225468246e-01       2.882572109150e-02       7.210487306476e-02       3.262322170456e-03       1.466941264996e-02      -3.328409853664e-01       3.415191513489e-01       3.126641443568e-03       3.132236727638e-03      -2.174344988406e-02       9.370144940478e-03       6.129794493732e-03      -4.317115525985e+01       2.700772162694e-01 
       1.171140318923e+02       3.126728086014e-04      -5.037100910160e-01       3.238521454175e-01       2.822080581990e-02       7.172525766947e-02       3.271581629946e-03       1.459621296094e-02      -3.665813515672e-01       3.298006480785e-01       3.127749811004e-03       3.133299618819e-03      -2.293604073598e-02       8.476963998262e-03       6.712872581080e-03      -4.319829864750e+01       2.701151472506e-01 
       1.172145389728e+02       3.129926747815e-04      -5.462429888889e-01       3.108437242598e-01       2.753857341923e-02       7.114951207641e-02       3.271899964343e-03       1.448311522771e-02      -3.991009111147e-01       3.172273561717e-01       3.128784299415e-03       3.134268318604e-03      -2.400359457741e-02       7.500035316942e-03       7.232015603031e-03      -4.322544614394e+01       2.701533534205e-01 
       1.173450054585e+02       3.134080192940e-04      -5.987590304419e-01       2.927786292801e-01       2.654125528842e-02       7.011346723664e-02       3.258974491323e-03       1.427755312967e-02      -4.393562299850e-01       2.997002206468e-01       3.130008160186e-03       3.135376331939e-03      -2.518577144407e-02       6.123382271310e-03       7.802281063720e-03      -4.326069203482e+01       2.702033446338e-01 
       1.174754719443e+02       3.138235127142e-04      -6.480239584872e-01       2.734734372919e-01       2.542263204514e-02       6.875728211538e-02       3.231034494923e-03       1.400680264030e-02      -4.772412532072e-01       2.808997355418e-01       3.131087359453e-03       3.136305370575e-03      -2.612007988344e-02       4.646003981018e-03       8.246927731043e-03      -4.329594501305e+01       2.702537656329e-01 
       1.176059384300e+02       3.142391550421e-04      -6.938310387825e-01       2.530323664687e-01       2.418854627982e-02       6.708882036500e-02       3.188204914623e-03       1.367242793491e-02      -5.125964309256e-01       2.609274513090e-01       3.132011539646e-03       3.137045491366e-03      -2.679119164146e-02       3.093124778228e-03       8.558726822606e-03      -4.333120516322e+01       2.703045958270e-01 
       1.177364049157e+02       3.146549462777e-04      -7.359920947060e-01       2.315640469573e-01       2.284536508949e-02       6.511737049494e-02       3.130680255760e-03       1.327628357016e-02      -5.452758202977e-01       2.398902144587e-01       3.132771149232e-03       3.137587903495e-03      -2.718828910836e-02       1.491182551288e-03       8.732723592757e-03      -4.336647256367e+01       2.703558136383e-01 
       1.178668714015e+02       3.150708864210e-04      -7.743382212873e-01       2.091811271930e-01       2.139994588074e-02       6.285359432866e-02       3.058723630368e-03       1.282050421340e-02      -5.751476869974e-01       2.178988306243e-01       3.133357477911e-03       3.137925002084e-03      -2.730523125252e-02      -1.326214556185e-04       8.766312572416e-03      -4.340174728632e+01       2.704073961472e-01 
       1.179973378872e+02       3.154869754720e-04      -8.087204035907e-01       1.859996946613e-01       1.985960344054e-02       6.030946959746e-02       2.972665483323e-03       1.230749317382e-02      -6.020949782279e-01       1.950673398833e-01       3.133762688581e-03       3.138050393947e-03      -2.714063574286e-02      -1.750779985967e-03       8.659270836691e-03      -4.343702939632e+01       2.704593186914e-01 
       1.181666818628e+02       3.160272762816e-04      -8.472281383991e-01       1.549145371710e-01       1.773141260644e-02       5.661094172540e-02       2.840589259766e-03       1.156064347215e-02      -6.325453624746e-01       1.643716377233e-01       3.134007261890e-03       3.137889086900e-03      -2.651322790128e-02      -3.798041454880e-03       8.314412347667e-03      -4.348283627522e+01       2.705271786585e-01 
       1.183360258385e+02       3.165678279670e-04      -8.786142241804e-01       1.229494380828e-01       1.547422350956e-02       5.249436529414e-02       2.686454637464e-03       1.072829163466e-02      -6.577140884020e-01       1.327201363158e-01       3.133922192775e-03       3.137354264392e-03      -2.543677411359e-02      -5.731746767740e-03       7.747021805489e-03      -4.352865580722e+01       2.705955116682e-01 
       1.185053698141e+02       3.171086305281e-04      -9.027102274912e-01       9.037345013281e-02       1.310683128706e-02       4.799471545972e-02       2.511461251899e-03       9.817490294076e-03      -6.774617711643e-01       1.003796129200e-01       3.133497251077e-03       3.136441155424e-03      -2.394317860681e-02      -7.497159050954e-03       6.973968723046e-03      -4.357448808186e+01       2.706642599603e-01 
       1.186747137897e+02       3.176496839651e-04      -9.194087588745e-01       5.745728784174e-02       1.064879827522e-02       4.314974887667e-02       2.316972292107e-03       8.835863156513e-03      -6.916944701925e-01       6.761897257503e-02       3.132724944161e-03       3.135148438852e-03      -2.207617202884e-02      -9.044557172151e-03       6.017946129877e-03      -4.362033316833e+01       2.707333632250e-01 
