#scalar perturbations for mode k = 1.000000000000e+00 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       2.827808984003e+02       9.598882899113e-04      -1.208483728225e-02      -6.576109877332e-05      -4.138990495438e-05      -6.586894544872e-06      -1.264147578153e-06      -3.300113223620e-06      -5.419573436184e-01       2.240228637111e-02       2.213424099908e-03       2.213426623512e-03      -8.014099185212e-03      -5.166567437803e-03       2.634289735302e-04      -9.434933605750e+01       3.507371892944e-01 
       2.829155668698e+02       9.605120691431e-04      -1.207431372241e-02      -6.580689980978e-05      -4.157147976809e-05      -6.599185536412e-06      -1.257762936773e-06      -3.306743055591e-06      -5.449836647575e-01       2.252820577299e-02       2.213107692700e-03       2.213104496655e-03      -7.089835612056e-03      -5.127088320315e-03      -1.980883034213e-04      -9.439657499006e+01       3.508073724212e-01 
       2.830502353393e+02       9.611360070289e-04      -1.206378058313e-02      -6.585053070435e-05      -4.175363511644e-05      -6.611542918837e-06      -1.251415563313e-06      -3.313379916034e-06      -5.480269754047e-01       2.265461963820e-02       2.212791553274e-03       2.212782755830e-03      -6.180995829278e-03      -4.995070533387e-03      -6.512404617231e-04      -9.444382337304e+01       3.508775574479e-01 
       2.831849038087e+02       9.617601035687e-04      -1.205323806477e-02      -6.589190440665e-05      -4.193637093946e-05      -6.623962393191e-06      -1.245106658522e-06      -3.320022996833e-06      -5.510873419850e-01       2.278152772722e-02       2.212475630997e-03       2.212461451075e-03      -5.303994709187e-03      -4.772986052880e-03      -1.087838448286e-03      -9.449108120655e+01       3.509477444558e-01 
       2.833195722782e+02       9.623843587626e-04      -1.204268638534e-02      -6.593098983071e-05      -4.211968389328e-05      -6.636440770405e-06      -1.238837298304e-06      -3.326671714118e-06      -5.541648308908e-01       2.290892971688e-02       2.212159877779e-03       2.212140630678e-03      -4.474659050896e-03      -4.464938149926e-03      -1.499998728191e-03      -9.453834849072e+01       3.510179334637e-01 
       2.834542407477e+02       9.630087726104e-04      -1.203212576654e-02      -6.596787664964e-05      -4.230357175749e-05      -6.648974529601e-06      -1.232608485126e-06      -3.333325413792e-06      -5.572595084682e-01       2.303682514332e-02       2.211844249181e-03       2.211820340552e-03      -3.707940069459e-03      -4.076585335393e-03      -1.880286479923e-03      -9.458562522568e+01       3.510881243663e-01 
       2.835889092171e+02       9.636333451123e-04      -1.202155642680e-02      -6.600265389950e-05      -4.248803661598e-05      -6.661558897326e-06      -1.226421143402e-06      -3.339983184724e-06      -5.603714410091e-01       2.316521352654e-02       2.211528704705e-03       2.211500622895e-03      -3.017640590113e-03      -3.615033941870e-03      -2.221851213778e-03      -9.463291141154e+01       3.511583170558e-01 
       2.837235776866e+02       9.642580762683e-04      -1.201097858552e-02      -6.603538888672e-05      -4.267308386679e-05      -6.674188907775e-06      -1.220276068873e-06      -3.346644068171e-06      -5.635006947518e-01       2.329409438417e-02       2.211213208465e-03       2.211181515386e-03      -2.416165771610e-03      -3.088706683458e-03      -2.518550454534e-03      -9.468020704843e+01       3.512285114412e-01 
       2.838911288958e+02       9.650355729541e-04      -1.199780637897e-02      -6.607332862768e-05      -4.290413708519e-05      -6.689960536706e-06      -1.212690519305e-06      -3.354934540918e-06      -5.674183171699e-01       2.345513158251e-02       2.210820697346e-03       2.210785390012e-03      -1.807955880900e-03      -2.357993848146e-03      -2.817102120479e-03      -9.473906431523e+01       3.513158478323e-01 
       2.840586801050e+02       9.658133152319e-04      -1.198462185590e-02      -6.610819580327e-05      -4.313611438385e-05      -6.705789696981e-06      -1.205172469687e-06      -3.363227231123e-06      -5.713629821642e-01       2.361692942570e-02       2.210428167370e-03       2.210390309085e-03      -1.370631873288e-03      -1.562468863901e-03      -3.029761139957e-03      -9.479793621241e+01       3.514031866382e-01 
       2.842262313142e+02       9.665913031019e-04      -1.197142556218e-02      -6.613996838301e-05      -4.336902893008e-05      -6.721668039065e-06      -1.197722783060e-06      -3.371520407831e-06      -5.753348169970e-01       2.377948698037e-02       2.210035587110e-03       2.209996307519e-03      -1.116201432625e-03      -7.244795815992e-04      -3.150681727441e-03      -9.485682274027e+01       3.514905278015e-01 
       2.843937825234e+02       9.673695365640e-04      -1.195821812266e-02      -6.616858618658e-05      -4.360289075024e-05      -6.737586271833e-06      -1.190342104410e-06      -3.379812092269e-06      -5.793339488260e-01       2.394280331666e-02       2.209642940955e-03       2.209603404190e-03      -1.051538121328e-03       1.324655280432e-04      -3.176592935217e-03      -9.491572389914e+01       3.515778713005e-01 
       2.845613337326e+02       9.681480156182e-04      -1.194500024873e-02      -6.619393737961e-05      -4.383770448923e-05      -6.753535861983e-06      -1.183030796166e-06      -3.388100394194e-06      -5.833605047041e-01       2.410687750485e-02       2.209250229455e-03       2.209211601454e-03      -1.178197253833e-03       9.843590720967e-04      -3.106886050588e-03      -9.497463968941e+01       3.516652171609e-01 
       2.847288849418e+02       9.689267402645e-04      -1.193177274336e-02      -6.621588032080e-05      -4.407346839253e-05      -6.769509042200e-06      -1.175788961079e-06      -3.396383506405e-06      -5.874146115737e-01       2.427170858238e-02       2.208857469336e-03       2.208820885269e-03      -1.492378397141e-03       1.807364736591e-03      -2.943628641267e-03      -9.503357011153e+01       3.517525654339e-01 
       2.848964361510e+02       9.697057105028e-04      -1.191853647893e-02      -6.623448477550e-05      -4.431017800229e-05      -6.785498037287e-06      -1.168616521216e-06      -3.404659545133e-06      -5.914963962411e-01       2.443729533537e-02       2.208464693930e-03       2.208431226610e-03      -1.985036870652e-03       2.578481537456e-03      -2.691504144398e-03      -9.509251516598e+01       3.518399159642e-01 
       2.850677825713e+02       9.705025792359e-04      -1.190499229753e-02      -6.625022103940e-05      -4.455322566795e-05      -6.801856223362e-06      -1.161353126756e-06      -3.413113444828e-06      -5.956993948900e-01       2.460741298543e-02       2.208063056325e-03       2.208033789925e-03      -2.658815560180e-03       3.291023652307e-03      -2.349228849332e-03      -9.515281052167e+01       3.519292471767e-01 
       2.852061149503e+02       9.711460992718e-04      -1.189405242832e-02      -6.626058517112e-05      -4.475016885161e-05      -6.815061519784e-06      -1.155541622227e-06      -3.419929821500e-06      -5.991138903981e-01       2.474532796445e-02       2.207738873735e-03       2.207713660780e-03      -3.314751296603e-03       3.795998141063e-03      -2.017410335840e-03      -9.520149968035e+01       3.520013679872e-01 
       2.853444473292e+02       9.717897867121e-04      -1.188310837956e-02      -6.626888350186e-05      -4.494776895365e-05      -6.828261337550e-06      -1.149776548037e-06      -3.426737227088e-06      -6.025474976311e-01       2.488375553407e-02       2.207414796968e-03       2.207394143669e-03      -4.057209621283e-03       4.227767996320e-03      -1.642847416153e-03      -9.525019881392e+01       3.520734900093e-01 
       2.854827797082e+02       9.724336415568e-04      -1.187216070097e-02      -6.627512811275e-05      -4.514603254474e-05      -6.841451118922e-06      -1.144057449454e-06      -3.433534421776e-06      -6.060002875747e-01       2.502269496885e-02       2.207090871040e-03       2.207075194715e-03      -4.871918161167e-03       4.578164484804e-03      -1.232732763877e-03      -9.529890792266e+01       3.521456132013e-01 
       2.855872539950e+02       9.729200181040e-04      -1.186389052130e-02      -6.627849293334e-05      -4.529620898418e-05      -6.851403511216e-06      -1.139768312754e-06      -3.438660474570e-06      -6.086207339342e-01       2.512796655021e-02       2.206846358404e-03       2.206834658835e-03      -5.525608701599e-03       4.784766385316e-03      -9.042109242203e-04      -9.533570165147e+01       3.522000843453e-01 
       2.856917282819e+02       9.734064901369e-04      -1.185561886285e-02      -6.628068224629e-05      -4.544676496186e-05      -6.861346614347e-06      -1.135504866934e-06      -3.443779625775e-06      -6.112521928645e-01       2.523352937103e-02       2.206601981462e-03       2.206594397807e-03      -6.204444736029e-03       4.938931107236e-03      -5.634846535776e-04      -9.537250107033e+01       3.522545561405e-01 
       2.857739008629e+02       9.737891840282e-04      -1.184911204754e-02      -6.628155975036e-05      -4.556545064378e-05      -6.869159292779e-06      -1.132169402812e-06      -3.447800776766e-06      -6.133296819961e-01       2.531676255236e-02       2.206409880735e-03       2.206405602657e-03      -6.751201003350e-03       5.022255202751e-03      -2.893436794928e-04      -9.540144906309e+01       3.522974005339e-01 
       2.858560734439e+02       9.741719369903e-04      -1.184260459911e-02      -6.628167574202e-05      -4.568437348303e-05      -6.876963766097e-06      -1.128849532046e-06      -3.451816977759e-06      -6.154140175695e-01       2.540017558421e-02       2.206217889057e-03       2.206216952237e-03      -7.305227297242e-03       5.071571601417e-03      -1.180607842906e-05      -9.543040057606e+01       3.523402453599e-01 
       2.859382460249e+02       9.745547490233e-04      -1.183609664667e-02      -6.628101267614e-05      -4.580353338316e-05      -6.884759247963e-06      -1.125545105017e-06      -3.455827984842e-06      -6.175052143911e-01       2.548376832453e-02       2.206026017641e-03       2.206028435131e-03      -7.862778682093e-03       5.086566757909e-03       2.672536917853e-04      -9.545935560931e+01       3.523830906351e-01 
       2.860204186059e+02       9.749376201272e-04      -1.182958832262e-02      -6.627955108374e-05      -4.592292945434e-05      -6.892545097229e-06      -1.122255966383e-06      -3.459833581292e-06      -6.196032872569e-01       2.556754063219e-02       2.205834277686e-03       2.205840039866e-03      -8.420087753521e-03       5.067158979349e-03       5.459515651762e-04      -9.548831416293e+01       3.524259363792e-01 
       2.861025911869e+02       9.753205503018e-04      -1.182307976173e-02      -6.627726998926e-05      -4.604256033100e-05      -6.900320574962e-06      -1.118981957240e-06      -3.463833529375e-06      -6.217082509511e-01       2.565149236646e-02       2.205642680305e-03       2.205651754996e-03      -8.973391026384e-03       5.013499038492e-03       8.224070612757e-04      -9.551727623698e+01       3.524687826145e-01 
       2.861847637680e+02       9.757035395473e-04      -1.181657109896e-02      -6.627417077715e-05      -4.616242447861e-05      -6.908084838886e-06      -1.115722913487e-06      -3.467827569628e-06      -6.238201202449e-01       2.573562336288e-02       2.205451236550e-03       2.205463569282e-03      -9.518954573712e-03       4.925968776080e-03       1.094756091731e-03      -9.554624183154e+01       3.525116293421e-01 
       2.863228709959e+02       9.763473615750e-04      -1.180563214464e-02      -6.626717598207e-05      -4.636440145664e-05      -6.921106728655e-06      -1.110278684720e-06      -3.474526334289e-06      -6.273851302424e-01       2.587742540924e-02       2.205129853638e-03       2.205147479228e-03      -1.040831043249e-02       4.704346852237e-03       1.538186783892e-03      -9.559493215653e+01       3.525836427801e-01 
       2.864609782238e+02       9.769913504627e-04      -1.179469388723e-02      -6.625801626886e-05      -4.656702916777e-05      -6.934090887415e-06      -1.104875387978e-06      -3.481206502486e-06      -6.309697584136e-01       2.601973242322e-02       2.204808984980e-03       2.204831588016e-03      -1.124852786383e-02       4.393176624700e-03       1.956424229060e-03      -9.564363242658e+01       3.526556574967e-01 
       2.865990854518e+02       9.776355062103e-04      -1.178375690676e-02      -6.624675889644e-05      -4.677030644990e-05      -6.947033746144e-06      -1.099512119417e-06      -3.487866922553e-06      -6.345740745789e-01       2.616254353546e-02       2.204488676764e-03       2.204515848219e-03      -1.202364697191e-02       3.998468518626e-03       2.341531323176e-03      -9.569234264203e+01       3.527276734555e-01 
       2.867371926797e+02       9.782798288179e-04      -1.177282175715e-02      -6.623344760515e-05      -4.697423358500e-05      -6.959932085700e-06      -1.094187938727e-06      -3.494506516875e-06      -6.381981484278e-01       2.630585788797e-02       2.204168970880e-03       2.204200216224e-03      -1.271896217866e-02       3.527817423365e-03       2.686209090657e-03      -9.574106280315e+01       3.527996906498e-01 
       2.868752999076e+02       9.789243182854e-04      -1.176188897010e-02      -6.621810221591e-05      -4.717881088846e-05      -6.972782980690e-06      -1.088901876866e-06      -3.501124275281e-06      -6.418420495192e-01       2.644967463181e-02       2.203849904139e-03       2.203884653039e-03      -1.332130004386e-02       2.990255232983e-03       2.983934539849e-03      -9.578979291026e+01       3.528717091011e-01 
       2.870134071356e+02       9.795689746128e-04      -1.175095905584e-02      -6.620072018038e-05      -4.738403828130e-05      -6.985583460047e-06      -1.083652936119e-06      -3.507719191796e-06      -6.455058472805e-01       2.659399292386e-02       2.203531507585e-03       2.203569125014e-03      -1.381926910782e-02       2.396077830993e-03       3.229084354556e-03      -9.583853296361e+01       3.529437288572e-01 
       2.871515143635e+02       9.802137978001e-04      -1.174003250277e-02      -6.618127770419e-05      -4.758991492008e-05      -6.998330398201e-06      -1.078440085203e-06      -3.514290246837e-06      -6.491896110051e-01       2.673881192652e-02       2.203213805919e-03       2.203253604464e-03      -1.420347565409e-02       1.756648836976e-03       3.417041387377e-03      -9.588728296349e+01       3.530157499904e-01 
       2.873254633873e+02       9.810262039074e-04      -1.172627577655e-02      -6.615378319558e-05      -4.785014084961e-05      -7.014304903440e-06      -1.071924092691e-06      -3.522531232133e-06      -6.538579082754e-01       2.692192578409e-02       2.202814669630e-03       2.202856178012e-03      -1.451457259985e-02       9.058288327157e-04       3.567056859861e-03      -9.594869879068e+01       3.531064642713e-01 
       2.874994124112e+02       9.818388747203e-04      -1.171252602791e-02      -6.612280953572e-05      -4.811137931397e-05      -7.030184502623e-06      -1.065461464040e-06      -3.530731086094e-06      -6.585581270246e-01       2.710583100162e-02       2.202416683226e-03       2.202458703307e-03      -1.462473048386e-02       2.837206388617e-05       3.616424149235e-03      -9.601013039789e+01       3.531971811403e-01 
       2.876733614350e+02       9.826518102389e-04      -1.169878412068e-02      -6.608821584669e-05      -4.837360835731e-05      -7.045965061172e-06      -1.059049945383e-06      -3.538888358491e-06      -6.632904047935e-01       2.729052589256e-02       2.202019848108e-03       2.202061171502e-03      -1.453084369282e-02      -8.492168174887e-04       3.563775051930e-03      -9.607157778565e+01       3.532879008542e-01 
       2.878473104588e+02       9.834650104632e-04      -1.168505084039e-02      -6.605010640204e-05      -4.863680485167e-05      -7.061642648324e-06      -1.052687247399e-06      -3.547001717638e-06      -6.680548787422e-01       2.747600848064e-02       2.201624148520e-03       2.201663593029e-03      -1.423596495615e-02      -1.700464257509e-03       3.410819850411e-03      -9.613304095440e+01       3.533786234293e-01 
       2.880212594827e+02       9.842784753932e-04      -1.167132686805e-02      -6.600864887590e-05      -4.890095180242e-05      -7.077212227941e-06      -1.046371026442e-06      -3.555069695691e-06      -6.728516856233e-01       2.766227668305e-02       2.201229551326e-03       2.201265996390e-03      -1.374920185965e-02      -2.499727142162e-03       3.162290036846e-03      -9.619451990456e+01       3.534693488203e-01 
       2.881952085065e+02       9.850922050288e-04      -1.165761277978e-02      -6.596396784747e-05      -4.916603855814e-05      -7.092668757270e-06      -1.040098841998e-06      -3.563090911714e-06      -6.776809617734e-01       2.784932841429e-02       2.200836006608e-03       2.200868426759e-03      -1.308543661707e-02      -3.222962077595e-03       2.825792899938e-03      -9.625601463647e+01       3.535600770223e-01 
       2.883691575303e+02       9.859061993701e-04      -1.164390906735e-02      -6.591613796608e-05      -4.943205614587e-05      -7.108009261793e-06      -1.033868164259e-06      -3.571064485760e-06      -6.825428431200e-01       2.803716158299e-02       2.200443449238e-03       2.200470944557e-03      -1.226487304644e-02      -3.848446511190e-03       2.411580045726e-03      -9.631752515045e+01       3.536508080700e-01 
       2.885431065542e+02       9.867204584170e-04      -1.163021616266e-02      -6.586517558915e-05      -4.969899414148e-05      -7.123232472417e-06      -1.027676445427e-06      -3.578989964846e-06      -6.874374651897e-01       2.822577409218e-02       2.200051800893e-03       2.200073623545e-03      -1.131242122111e-02      -4.357431658752e-03       1.932235232758e-03      -9.637905144678e+01       3.537415420421e-01 
       2.887170555780e+02       9.875349821697e-04      -1.161653445829e-02      -6.581103889813e-05      -4.996684019768e-05      -7.138336498666e-06      -1.021521159717e-06      -3.586866858473e-06      -6.923649631124e-01       2.841516384252e-02       2.199660972455e-03       2.199676548525e-03      -1.025693929725e-02      -4.734705689424e-03       1.402291441092e-03      -9.644059352571e+01       3.538322790608e-01 
       2.888910046018e+02       9.883497706280e-04      -1.160286432743e-02      -6.575363404671e-05      -5.023557861090e-05      -7.153318201729e-06      -1.015399749372e-06      -3.594694513034e-06      -6.973254716261e-01       2.860532873537e-02       2.199270866722e-03       2.199279812712e-03      -9.130357566511e-03      -4.969048491194e-03       8.377898302032e-04      -9.650215138752e+01       3.539230192881e-01 
       2.890649536257e+02       9.891648237920e-04      -1.158920614655e-02      -6.569282357927e-05      -5.050518666035e-05      -7.168175058140e-06      -1.009309559706e-06      -3.602472477401e-06      -7.023191250854e-01       2.879626666422e-02       2.198881381359e-03       2.198883514874e-03      -7.966711871934e-03      -5.053564660782e-03       2.557942332162e-04      -9.656372503247e+01       3.540137629173e-01 
       2.891997834325e+02       9.897967625938e-04      -1.157862800162e-02      -6.564334937548e-05      -5.071474295515e-05      -7.179604547493e-06      -1.004608731972e-06      -3.608467086036e-06      -7.062126484205e-01       2.894479510212e-02       2.198579847741e-03       2.198576706275e-03      -7.061597627839e-03      -5.014338322984e-03      -1.961724026630e-04      -9.661146230203e+01       3.540841016686e-01 
       2.893346132393e+02       9.904288604301e-04      -1.156805743164e-02      -6.559193686623e-05      -5.092479167208e-05      -7.190958753115e-06      -9.999237744377e-07      -3.614431935245e-06      -7.101262278437e-01       2.909378538184e-02       2.198278577077e-03       2.198270270053e-03      -6.171717073687e-03      -4.884384695965e-03      -6.398956593474e-04      -9.665920905436e+01       3.541544423933e-01 
       2.894694430462e+02       9.910611173007e-04      -1.155749459589e-02      -6.553866522951e-05      -5.113532241307e-05      -7.202237252628e-06      -9.952534453857e-07      -3.620367038378e-06      -7.140599254080e-01       2.924323630644e-02       2.197977523148e-03       2.197964253056e-03      -5.313181902780e-03      -4.666140800958e-03      -1.067337393627e-03      -9.670696528959e+01       3.542247850219e-01 
       2.896042728530e+02       9.916935332058e-04      -1.154693964410e-02      -6.548359846442e-05      -5.134632777547e-05      -7.213439598638e-06      -9.905964862447e-07      -3.626272420369e-06      -7.180138030076e-01       2.939314668009e-02       2.197676641795e-03       2.197658700215e-03      -4.501523818656e-03      -4.363646603533e-03      -1.470760496252e-03      -9.675473100783e+01       3.542951294962e-01 
       2.897391026598e+02       9.923261081453e-04      -1.153639272356e-02      -6.542678588273e-05      -5.155780221703e-05      -7.224565846045e-06      -9.859516190351e-07      -3.632148217890e-06      -7.219879223804e-01       2.954351529792e-02       2.197375891709e-03       2.197353653732e-03      -3.751411714683e-03      -3.982469932240e-03      -1.842869762977e-03      -9.680250620921e+01       3.543654757663e-01 
       2.898739324667e+02       9.929588421191e-04      -1.152585398876e-02      -6.536825732611e-05      -5.176974067214e-05      -7.235616554205e-06      -9.813175717061e-07      -3.637994674679e-06      -7.259823451124e-01       2.969434094516e-02       2.197075235176e-03       2.197049152316e-03      -3.076383372489e-03      -3.529600686422e-03      -2.176945288094e-03      -9.685029089384e+01       3.544358237929e-01 
       2.900087622735e+02       9.935917351274e-04      -1.151532360932e-02      -6.530802101273e-05      -5.198213781284e-05      -7.246592347417e-06      -9.766930962056e-07      -3.643812050693e-06      -7.299971326399e-01       2.984562240806e-02       2.196774638746e-03       2.196745230482e-03      -2.488600365874e-03      -3.013321286814e-03      -2.466964090915e-03      -9.689808506187e+01       3.545061735529e-01 
       2.901760393110e+02       9.943771569400e-04      -1.150227096204e-02      -6.523089752347e-05      -5.224627723210e-05      -7.260106100283e-06      -9.709671751136e-07      -3.650989325786e-06      -7.350064896043e-01       3.003394199144e-02       2.196401743861e-03       2.196369018609e-03      -1.896344151121e-03      -2.298898126458e-03      -2.757783239063e-03      -9.695739423308e+01       3.545934556121e-01 
       2.903433163484e+02       9.951628235417e-04      -1.148923188269e-02      -6.515105734489e-05      -5.251109971162e-05      -7.273506567785e-06      -9.652517533265e-07      -3.658122704620e-06      -7.400474035262e-01       3.022295903862e-02       2.196028854705e-03       2.195993789452e-03      -1.470849131255e-03      -1.521470021534e-03      -2.964793980027e-03      -9.701671800185e+01       3.546807403636e-01 
       2.905105933859e+02       9.959487349324e-04      -1.147620685972e-02      -6.506838410220e-05      -5.277658622623e-05      -7.286795284030e-06      -9.595445274057e-07      -3.665212724523e-06      -7.451199907863e-01       3.041267126116e-02       2.195655941936e-03       2.195619574388e-03      -1.223764333837e-03      -7.028035147602e-04      -3.082322398597e-03      -9.707605636853e+01       3.547680278763e-01 
       2.906778704233e+02       9.967348911121e-04      -1.146319646198e-02      -6.498284657241e-05      -5.304271081375e-05      -7.299974859210e-06      -9.538432549330e-07      -3.672260104697e-06      -7.502243674200e-01       3.060307623078e-02       2.195282991209e-03       2.195246390627e-03      -1.161747161868e-03       1.342108392982e-04      -3.107197764153e-03      -9.713540933355e+01       3.548553181269e-01 
       2.908451474608e+02       9.975212920808e-04      -1.145020130573e-02      -6.489462524290e-05      -5.330944747774e-05      -7.313048637405e-06      -9.481457989737e-07      -3.679265668748e-06      -7.553606490840e-01       3.079417128428e-02       2.194910004012e-03       2.194874241300e-03      -1.286285483490e-03       9.662004985613e-04      -3.038837055442e-03      -9.719477689732e+01       3.549426108852e-01 
       2.910124244983e+02       9.983079378384e-04      -1.143722202546e-02      -6.480388999197e-05      -5.357677835343e-05      -7.326018949163e-06      -9.424501341301e-07      -3.686229988102e-06      -7.605289510325e-01       3.098595376909e-02       2.194536996651e-03       2.194503114526e-03      -1.593661807924e-03       1.769961341189e-03      -2.879258409370e-03      -9.725415906031e+01       3.550299059441e-01 
       2.911797015357e+02       9.990948283852e-04      -1.142425927049e-02      -6.471076130593e-05      -5.384469379329e-05      -7.338887484764e-06      -9.367543121043e-07      -3.693153448161e-06      -7.657293881132e-01       3.117842105762e-02       2.194163999611e-03       2.194132983682e-03      -2.075061871970e-03       2.523102479293e-03      -2.633022404566e-03      -9.731355582294e+01       3.551172031503e-01 
       2.913506127506e+02       9.998990673469e-04      -1.141103268432e-02      -6.461319805012e-05      -5.411902245381e-05      -7.351934522104e-06      -9.309326504479e-07      -3.700185909450e-06      -7.710761163057e-01       3.137577433698e-02       2.193782955205e-03       2.193755797962e-03      -2.732441163956e-03       3.218575483395e-03      -2.299191302846e-03      -9.737425808935e+01       3.552063990461e-01 
       2.914886345293e+02       1.000548728452e-03      -1.140036501864e-02      -6.453264151018e-05      -5.434099071245e-05      -7.362399878871e-06      -9.262285044311e-07      -3.705835174707e-06      -7.754185972938e-01       3.153566762836e-02       2.193475318926e-03       2.193451885617e-03      -3.372401089204e-03       3.711817279828e-03      -1.975533001315e-03      -9.742329019116e+01       3.552784319791e-01 
       2.916266563081e+02       1.001198556210e-03      -1.138971000370e-02      -6.445047476800e-05      -5.456334002324e-05      -7.372804648420e-06      -9.215209591777e-07      -3.711458189295e-06      -7.797831771397e-01       3.169602208557e-02       2.193167794926e-03       2.193148550795e-03      -4.096706843745e-03       4.133813237703e-03      -1.610193936606e-03      -9.747233223344e+01       3.553504662854e-01 
       2.917646780869e+02       1.001848550622e-03      -1.137906809728e-02      -6.436666592513e-05      -5.478606345403e-05      -7.383150560795e-06      -9.168092570073e-07      -3.717055169758e-06      -7.841699195135e-01       3.185683627290e-02       2.192860424072e-03       2.192845753077e-03      -4.891499233319e-03       4.476613528615e-03      -1.210157514349e-03      -9.752138421649e+01       3.554225019889e-01 
       2.918687295404e+02       1.002338676676e-03      -1.137105438154e-02      -6.430238230065e-05      -5.495420780677e-05      -7.390912631465e-06      -9.132540452927e-07      -3.721257581949e-06      -7.874916742575e-01       3.197837344804e-02       2.192628832228e-03       2.192617809166e-03      -5.528077988890e-03       4.678707651219e-03      -8.902654214154e-04      -9.755836995360e+01       3.554768089914e-01 
       2.919727809939e+02       1.002828897445e-03      -1.136304861888e-02      -6.423711660525e-05      -5.512255034742e-05      -7.398644271297e-06      -9.096958191194e-07      -3.725445624681e-06      -7.908260878703e-01       3.210017046778e-02       2.192397372347e-03       2.192390125396e-03      -6.189184311431e-03       4.829946174785e-03      -5.584590483990e-04      -9.759536134070e+01       3.555311168344e-01 
       2.920539795260e+02       1.003211516348e-03      -1.135680683364e-02      -6.418548682813e-05      -5.525405400082e-05      -7.404657250449e-06      -9.069168512859e-07      -3.728703917398e-06      -7.934369721907e-01       3.219539719989e-02       2.192216853086e-03       2.192212615451e-03      -6.717519328418e-03       4.911592463323e-03      -2.935633026067e-04      -9.762423219867e+01       3.555734975953e-01 
       2.921351780581e+02       1.003594192930e-03      -1.135057012704e-02      -6.413326302546e-05      -5.538567268507e-05      -7.410652523725e-06      -9.041358195722e-07      -3.731953516194e-06      -7.960555947726e-01       3.229078147105e-02       2.192036436698e-03       2.192035241436e-03      -7.252939501285e-03       4.960765849856e-03      -2.534771057215e-05      -9.765310649751e+01       3.556158788685e-01 
       2.922163765903e+02       1.003976927190e-03      -1.134433860174e-02      -6.408046686907e-05      -5.551740384722e-05      -7.416630661474e-06      -9.013526402107e-07      -3.735194480919e-06      -7.986819684243e-01       3.238632295359e-02       2.191856133289e-03       2.191857993334e-03      -7.791910986684e-03       4.977160049908e-03       2.444188935191e-04      -9.768198423729e+01       3.556582606357e-01 
       2.922975751224e+02       1.004359719129e-03      -1.133811235889e-02      -6.402711824621e-05      -5.564924511343e-05      -7.422592347846e-06      -8.985672413698e-07      -3.738426890264e-06      -8.013161059280e-01       3.248202132023e-02       2.191675952953e-03       2.191680861072e-03      -8.330877685057e-03       4.960685002328e-03       5.139580316364e-04      -9.771086541807e+01       3.557006428812e-01 
       2.923787736546e+02       1.004742568747e-03      -1.133189149771e-02      -6.397323431345e-05      -5.578119447263e-05      -7.428538188250e-06      -8.957795662755e-07      -3.741650803381e-06      -8.039580200395e-01       3.257787624546e-02       2.191495905713e-03       2.191503834594e-03      -8.866285610101e-03       4.911467532175e-03       7.814937668650e-04      -9.773975003994e+01       3.557430255928e-01 
       2.924599721867e+02       1.005125476043e-03      -1.132567611538e-02      -6.391882942791e-05      -5.591325025282e-05      -7.434468704088e-06      -8.929895726796e-07      -3.744866259067e-06      -8.066077234881e-01       3.267388740601e-02       2.191316001448e-03       2.191326903924e-03      -9.394606551706e-03       4.829850184880e-03       1.045264523747e-03      -9.776863810295e+01       3.557854087619e-01 
       2.925967478772e+02       1.005770598528e-03      -1.131521920335e-02      -6.382604016342e-05      -5.613592928972e-05      -7.444425317243e-06      -8.882846217713e-07      -3.750263560534e-06      -8.110886897490e-01       3.283596672391e-02       2.191013309889e-03       2.191029060679e-03      -1.025888795766e-02       4.620756674762e-03       1.476259739732e-03      -9.781730667388e+01       3.558568025421e-01 
       2.927335235677e+02       1.006415884670e-03      -1.130477854918e-02      -6.373184614988e-05      -5.635889974315e-05      -7.454342686770e-06      -8.835729572210e-07      -3.755637168038e-06      -8.155918540932e-01       3.299848690577e-02       2.190711095729e-03       2.190731415988e-03      -1.107709359132e-02       4.325385979614e-03       1.883628650370e-03      -9.786598500923e+01       3.559281976008e-01 
       2.928702992581e+02       1.007061334470e-03      -1.129435457814e-02      -6.363626692724e-05      -5.658215605339e-05      -7.464223548122e-06      -8.788546301112e-07      -3.760987259192e-06      -8.201172768448e-01       3.316144643624e-02       2.190409400361e-03       2.190433926894e-03      -1.183397745697e-02       3.949334394917e-03       2.259787296889e-03      -9.791467310931e+01       3.559995939579e-01 
       2.930070749486e+02       1.007706947929e-03      -1.128394770091e-02      -6.353929824782e-05      -5.680569225350e-05      -7.474070650927e-06      -8.741298058756e-07      -3.766313996720e-06      -8.246650181118e-01       3.332484381306e-02       2.190108261427e-03       2.190136553757e-03      -1.251545249252e-02       3.499699464928e-03       2.597741362133e-03      -9.796337097443e+01       3.560709916604e-01 
       2.931438506391e+02       1.008352725045e-03      -1.127355831519e-02      -6.344091350990e-05      -5.702950107727e-05      -7.483886713279e-06      -8.693987661190e-07      -3.771617523812e-06      -8.292351377856e-01       3.348867754796e-02       2.189807712126e-03       2.189839260971e-03      -1.310885171514e-02       2.984944800129e-03       2.891215797211e-03      -9.801207860487e+01       3.561423907813e-01 
