# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       4.773930820545e+13       3.316527352910e-25       9.707946446724e-09       4.917136854100e+21       1.344542322611e+04       2.816426071413e-10       6.418752033438e+17       5.605355974729e-09       1.429168900597e+43       2.717711195458e+32       1.631837279054e+33       4.066036797913e-08       9.886545834070e+42       2.417823484195e+43       2.417823484195e+43       8.059411613347e+42      -3.320469554842e+51       7.511851335558e-06       1.352420392051e+00 
       4.740745601335e+13       3.363121245690e-25       9.777068044059e-09       4.849013069488e+21       1.344542322611e+04       2.836141053913e-10       6.374133101726e+17       5.644593466551e-09       1.389842778812e+43       2.661429042623e+32       1.598042917353e+33       4.066036797913e-08       9.614499958078e+42       2.351292774806e+43       2.351292774806e+43       7.837642582066e+42      -3.206654354430e+51       7.582717857592e-06       1.339780949135e+00 
       4.707791063888e+13       3.410369736070e-25       9.844370651990e-09       4.781833096319e+21       1.344542322611e+04       2.855994041291e-10       6.329824331406e+17       5.684105620816e-09       1.351598785146e+43       2.606312459086e+32       1.564948416413e+33       4.066036797913e-08       9.349939907761e+42       2.286592776105e+43       2.286592776105e+43       7.621975919742e+42      -3.096740379320e+51       7.653584379626e-06       1.327375569977e+00 
       4.675065604656e+13       3.458282020492e-25       9.913492249325e-09       4.715583858690e+21       1.344542322611e+04       2.875985999580e-10       6.285823566441e+17       5.723894360161e-09       1.314407142922e+43       2.552337306611e+32       1.532539282544e+33       4.066036797913e-08       9.092659697324e+42       2.223673112833e+43       2.223673112833e+43       7.412243708848e+42      -2.990593907843e+51       7.724450901660e-06       1.315197812454e+00 
       4.642567631237e+13       3.506867424597e-25       9.982613846660e-09       4.650252461854e+21       1.344542322611e+04       2.896117901577e-10       6.242128665780e+17       5.763961620681e-09       1.278238894819e+43       2.499479946854e+32       1.500801322209e+33       4.066036797913e-08       8.842459009038e+42       2.162484795898e+43       2.162484795898e+43       7.208282652410e+42      -2.888085801880e+51       7.795317423694e-06       1.303241468705e+00 
       4.610295562301e+13       3.556135405045e-25       1.005355443340e-08       4.585826189716e+21       1.344542322611e+04       2.916390726888e-10       6.198737503257e+17       5.804309352025e-09       1.243065880330e+43       2.447717231003e+32       1.469720635809e+33       4.066036797913e-08       8.599143037271e+42       2.102980184229e+43       2.102980184229e+43       7.009933946858e+42      -2.789091349765e+51       7.866183945728e-06       1.291500554573e+00 
       4.578247827508e+13       3.606095551349e-25       1.012449502014e-08       4.522292502352e+21       1.344542322611e+04       2.936805461976e-10       6.155647967485e+17       5.844939517488e-09       1.208860713834e+43       2.397026489646e+32       1.439283611600e+33       4.066036797913e-08       8.362522336814e+42       2.045112947683e+43       2.045112947683e+43       6.817043158383e+42      -2.693490114548e+51       7.937050467762e-06       1.279969299622e+00 
       4.546422867436e+13       3.656757587750e-25       1.019543560687e-08       4.459639033571e+21       1.344542322611e+04       2.957363100210e-10       6.112857961753e+17       5.885854094110e-09       1.175596763272e+43       2.347385522841e+32       1.409476919728e+33       4.066036797913e-08       8.132412675380e+42       1.988838030975e+43       1.988838030975e+43       6.629460102701e+42      -2.601165787482e+51       8.007916989796e-06       1.268642137679e+00 
       4.514819133502e+13       3.708131375099e-25       1.026637619361e-08       4.397853588507e+21       1.344542322611e+04       2.978064641911e-10       6.070365403925e+17       5.927055072768e-09       1.143248129417e+43       2.298772590393e+32       1.380287506392e+33       4.066036797913e-08       7.908634890163e+42       1.934111618594e+43       1.934111618594e+43       6.447038728111e+42      -2.512006046513e+51       8.078783511831e-06       1.257513697875e+00 
       4.483435087886e+13       3.760226912788e-25       1.033731678035e-08       4.336924141248e+21       1.344542322611e+04       2.998911094404e-10       6.028168226341e+17       5.968544458276e-09       1.111789625703e+43       2.251166402333e+32       1.351702588127e+33       4.066036797913e-08       7.691014748335e+42       1.880891100694e+43       1.880891100694e+43       6.269637001787e+42      -2.425902419632e+51       8.149650033865e-06       1.246578796155e+00 
       4.452269203462e+13       3.813054340685e-25       1.041007635649e-08       4.276838832491e+21       1.344542322611e+04       3.019903472065e-10       5.986264375711e+17       6.010324269483e-09       1.081196758616e+43       2.204546109594e+32       1.323709646206e+33       4.066036797913e-08       7.479382811398e+42       1.829135039911e+43       1.829135039911e+43       6.097116799188e+42      -2.342750152908e+51       8.220516555899e-06       1.235832427223e+00 
       4.421319963716e+13       3.866623941116e-25       1.048283593263e-08       4.217585967239e+21       1.344542322611e+04       3.041042796370e-10       5.944651813019e+17       6.052396539369e-09       1.051445708629e+43       2.158891294881e+32       1.296296421158e+33       4.066036797913e-08       7.273574303254e+42       1.778803139105e+43       1.778803139105e+43       5.929343796513e+42      -2.262448083046e+51       8.291383077934e-06       1.225269756905e+00 
       4.390585862677e+13       3.920946140864e-25       1.055559550878e-08       4.159154012518e+21       1.344542322611e+04       3.062330095944e-10       5.903328513425e+17       6.094763315144e-09       1.022513311646e+43       2.114181963730e+32       1.269450907398e+33       4.066036797913e-08       7.073428981912e+42       1.729856209985e+43       1.729856209985e+43       5.766187366122e+42      -2.184898514306e+51       8.362249599968e-06       1.214886114898e+00 
       4.360065404844e+13       3.976031513197e-25       1.063017407432e-08       4.101531595139e+21       1.344542322611e+04       3.083766406616e-10       5.862292466162e+17       6.137426658349e-09       9.943770409753e+42       2.070398535748e+32       1.243161347968e+33       4.066036797913e-08       6.878791014724e+42       1.682256142593e+43       1.682256142593e+43       5.607520474826e+42      -2.110007099649e+51       8.433116122002e-06       1.204676987882e+00 
       4.329757105108e+13       4.031890779925e-25       1.070475263987e-08       4.044707499481e+21       1.344542322611e+04       3.105352771462e-10       5.821541674441e+17       6.180388644956e-09       9.670149897879e+42       2.027521836041e+32       1.217416229391e+33       4.066036797913e-08       6.689508857055e+42       1.635965875635e+43       1.635965875635e+43       5.453219584978e+42      -2.037682725957e+51       8.503982644037e-06       1.194638012984e+00 
       4.299659488687e+13       4.088534813491e-25       1.077933120541e-08       3.988670665305e+21       1.344542322610e+04       3.127090240862e-10       5.781074155354e+17       6.223651365470e-09       9.404058540584e+42       1.985533086816e+32       1.192204276627e+33       4.066036797913e-08       6.505435134288e+42       1.590949367626e+43       1.590949367626e+43       5.303164558291e+42      -1.967837403180e+51       8.574849166071e-06       1.184764971554e+00 
       4.269771091050e+13       4.145974639085e-25       1.085572876036e-08       3.933410185608e+21       1.344542322610e+04       3.148979872548e-10       5.740887939775e+17       6.267216925027e-09       9.145289159802e+42       1.944413899157e+32       1.167514448135e+33       4.066036797913e-08       6.326426527084e+42       1.547171568825e+43       1.547171568825e+43       5.157238562295e+42      -1.900386157288e+51       8.645715688106e-06       1.175053783263e+00 
       4.240090457845e+13       4.204221436789e-25       1.093030732591e-08       3.878915304497e+21       1.344542322610e+04       3.171022731656e-10       5.700981072269e+17       6.311087443501e-09       8.893640278339e+42       1.904146264969e+32       1.143335931037e+33       4.066036797913e-08       6.152343659787e+42       1.504598393946e+43       1.504598393946e+43       5.015327979375e+42      -1.835246926893e+51       8.716582210140e-06       1.165500500473e+00 
       4.210616144831e+13       4.263286543753e-25       1.100852387026e-08       3.825175415091e+21       1.344542322610e+04       3.193219890778e-10       5.661351610992e+17       6.355265055605e-09       8.648915963003e+42       1.864712549097e+32       1.119658136384e+33       4.066036797913e-08       5.983050991910e+42       1.463196695622e+43       1.463196695622e+43       4.877322318304e+42      -1.772340463412e+51       8.787448732175e-06       1.156101302889e+00 
       4.181346717806e+13       4.323181456406e-25       1.108492142521e-08       3.772180057465e+21       1.344542322610e+04       3.215572430013e-10       5.621997627599e+17       6.399751910993e-09       8.410925672053e+42       1.826095481597e+32       1.096470694518e+33       4.066036797913e-08       5.818416712606e+42       1.422934238594e+43       1.422934238594e+43       4.743114128220e+42      -1.711590234654e+51       8.858315254209e-06       1.146852492466e+00 
       4.152280752538e+13       4.383917832686e-25       1.116313796956e-08       3.719918916607e+21       1.344542322610e+04       3.238081437023e-10       5.582917207149e+17       6.444550174369e-09       8.179484106843e+42       1.788278150176e+32       1.073763450529e+33       4.066036797913e-08       5.658312638035e+42       1.383779674613e+43       1.383779674613e+43       4.612598914959e+42      -1.652922331708e+51       8.929181776244e-06       1.137750488558e+00 
       4.123416834696e+13       4.445507494317e-25       1.123953552451e-08       3.668381820413e+21       1.344542322610e+04       3.260748007083e-10       5.544108448013e+17       6.489662025589e-09       7.954411067547e+42       1.751243992784e+32       1.051526459810e+33       4.066036797913e-08       5.502614111564e+42       1.345702518034e+43       1.345702518034e+43       4.485675059704e+42      -1.596265379026e+51       9.000048298278e-06       1.128791823295e+00 
       4.094753559777e+13       4.507962429103e-25       1.131957105827e-08       3.617558737708e+21       1.344542322610e+04       3.283573243132e-10       5.505569461780e+17       6.535089659767e-09       7.735531312859e+42       1.714976790361e+32       1.029749983700e+33       4.066036797913e-08       5.351199906709e+42       1.308673122077e+43       1.308673122077e+43       4.362243739856e+42      -1.541550447592e+51       9.070914820313e-06       1.119973137176e+00 
       4.066289533046e+13       4.571294793269e-25       1.139778760262e-08       3.567439776292e+21       1.344542322610e+04       3.306558255834e-10       5.467298373168e+17       6.580835287384e-09       7.522674423548e+42       1.679460659735e+32       1.008424485222e+33       4.066036797913e-08       5.203952132748e+42       1.272662655747e+43       1.272662655747e+43       4.242208852099e+42      -1.488710971054e+51       9.141781342348e-06       1.111291174872e+00 
       4.038023369460e+13       4.635516913819e-25       1.147782313637e-08       3.518015181015e+21       1.344542322610e+04       3.329704163625e-10       5.429293319929e+17       6.626901134394e-09       7.315674669771e+42       1.644680046663e+32       9.875406249003e+32       4.066036797913e-08       5.060756142932e+42       1.237643081385e+43       1.237643081385e+43       4.125476937567e+42      -1.437682664747e+51       9.212647864383e-06       1.102742781220e+00 
       4.009953693604e+13       4.700641290940e-25       1.155785867013e-08       3.469275331879e+21       1.344542322610e+04       3.353012092770e-10       5.391552452759e+17       6.673289442334e-09       7.114370882036e+42       1.610619719022e+32       9.670892566777e+32       4.066036797913e-08       4.921500445219e+42       1.203587132838e+43       1.203587132838e+43       4.011957109085e+42      -1.388403447482e+51       9.283514386417e-06       1.094324897394e+00 
       3.982079139627e+13       4.766680600435e-25       1.163971319329e-08       3.421210742163e+21       1.344542322610e+04       3.376483177420e-10       5.354073935213e+17       6.720002468429e-09       6.918606325717e+42       1.577264760137e+32       9.470614239043e+32       4.066036797913e-08       4.786076615473e+42       1.170468294229e+43       1.170468294229e+43       3.901560980396e+42      -1.340813366013e+51       9.354380908452e-06       1.086034557263e+00 
       3.954398351169e+13       4.833647696190e-25       1.172156771645e-08       3.373812056582e+21       1.344542322610e+04       3.400118559661e-10       5.316855943607e+17       6.767042485707e-09       6.728228579018e+42       1.544600562250e+32       9.274483554175e+32       4.066036797913e-08       4.654379213036e+42       1.138260779314e+43       1.138260779314e+43       3.794202597351e+42      -1.294854522107e+51       9.425247430487e-06       1.077868883901e+00 
       3.926909981300e+13       4.901555612673e-25       1.180342223961e-08       3.327070049458e+21       1.344542322610e+04       3.423919389579e-10       5.279896666939e+17       6.814411783106e-09       6.543089414301e+42       1.512612820116e+32       9.082414617001e+32       4.066036797913e-08       4.526305698639e+42       1.106939511400e+43       1.106939511400e+43       3.689798370980e+42      -1.250471002094e+51       9.496113952522e-06       1.069825086260e+00 
       3.899612692453e+13       4.970417567474e-25       1.188527676277e-08       3.280975622932e+21       1.344542322610e+04       3.447886825306e-10       5.243194306791e+17       6.862112665586e-09       6.363044682674e+42       1.481287524749e+32       8.894323311187e+32       4.066036797913e-08       4.401756354565e+42       1.076480103828e+43       1.076480103828e+43       3.588267012413e+42      -1.207608808853e+51       9.566980474557e-06       1.061900455992e+00 
       3.872505156358e+13       5.040246963878e-25       1.196895027533e-08       3.235519805190e+21       1.344542322610e+04       3.472022033083e-10       5.206747077250e+17       6.910147454244e-09       6.187954201759e+42       1.450610957276e+32       8.710127262395e+32       4.066036797913e-08       4.280634207004e+42       1.046858840978e+43       1.046858840978e+43       3.489529469588e+42      -1.166215796109e+51       9.637846996592e-06       1.054092364405e+00 
       3.845586053980e+13       5.111057393473e-25       1.205262378789e-08       3.190693748716e+21       1.344542322610e+04       3.496326187315e-10       5.170553204817e+17       6.958518486423e-09       6.017681646544e+42       1.420569682935e+32       8.529745802213e+32       4.066036797913e-08       4.162844950555e+42       1.018052659809e+43       1.018052659809e+43       3.393508865700e+42      -1.126241605000e+51       9.708713518627e-06       1.046398259555e+00 
       3.818854075452e+13       5.182862638793e-25       1.213629730046e-08       3.146488728569e+21       1.344542322610e+04       3.520800470626e-10       5.134610928318e+17       7.007228115826e-09       5.852094443243e+42       1.391150545192e+32       8.353099932820e+32       4.066036797913e-08       4.048296874796e+42       9.900391319013e+42       9.900391319013e+42       3.300130439346e+42      -1.087637602804e+51       9.779580040662e-06       1.038815663472e+00 
       3.792307920012e+13       5.255676676004e-25       1.222178980242e-08       3.102896140690e+21       1.344542322610e+04       3.545446073920e-10       5.098918498827e+17       7.056278712636e-09       5.691063666071e+42       1.362340659972e+32       8.180112292395e+32       4.066036797913e-08       3.936900792882e+42       9.627964459907e+42       9.627964459907e+42       3.209321486318e+42      -1.050356823778e+51       9.850446562697e-06       1.031342169491e+00 
       3.765946295940e+13       5.329513677624e-25       1.230728230439e-08       3.059907500220e+21       1.344542322610e+04       3.570264196438e-10       5.063474179570e+17       7.105672663623e-09       5.534463936869e+42       1.334127410027e+32       8.010707121229e+32       4.066036797913e-08       3.828569972101e+42       9.363033909904e+42       9.363033909904e+42       3.121011302990e+42      -1.014353912013e+51       9.921313084733e-06       1.023975439709e+00 
       3.739767920497e+13       5.404388015280e-25       1.239277480636e-08       3.017514439856e+21       1.344542322610e+04       3.595256045813e-10       5.028276245849e+17       7.155412372267e-09       5.382173327477e+42       1.306498439400e+32       7.844810228556e+32       4.066036797913e-08       3.723220066346e+42       9.105393394738e+42       9.105393394738e+42       3.035131131274e+42      -9.795850662582e+50       9.992179606768e-06       1.016713202549e+00 
       3.713771519858e+13       5.480314262505e-25       1.248008629773e-08       2.975708708215e+21       1.344542322610e+04       3.620422838134e-10       4.993322984954e+17       7.205500258872e-09       5.234073264807e+42       1.279441648021e+32       7.682348960052e+32       4.066036797913e-08       3.620769050444e+42       8.854842316147e+42       8.854842316147e+42       2.951614105084e+42      -9.460079866328e+50       1.006304612880e-05       1.009553250419e+00 
       3.687955829054e+13       5.557307197578e-25       1.256739778910e-08       2.934482168235e+21       1.344542322610e+04       3.645765798000e-10       4.958612696081e+17       7.255938760682e-09       5.090048438519e+42       1.252945186403e+32       7.523252166022e+32       4.066036797913e-08       3.521137156290e+42       8.611185595687e+42       8.611185595687e+42       2.870395198270e+42      -9.135818231606e+50       1.013391265084e-05       1.002493437479e+00 
       3.662319591911e+13       5.635381806395e-25       1.265652826987e-08       2.893826795584e+21       1.344542322610e+04       3.671286158586e-10       4.924143690249e+17       7.306730332006e-09       4.949986711245e+42       1.226997450459e+32       7.367450170236e+32       4.066036797913e-08       3.424246810738e+42       8.374233522843e+42       8.374233522843e+42       2.791411173994e+42      -8.822671260739e+50       1.020477917287e-05       9.955316774974e-01 
       3.636861560984e+13       5.714553285392e-25       1.274383976124e-08       2.853734677107e+21       1.344542322610e+04       3.696985161696e-10       4.889914290218e+17       7.357877444328e-09       4.813779031271e+42       1.201587076409e+32       7.214874739420e+32       4.066036797913e-08       3.330022575209e+42       8.143801607322e+42       8.143801607322e+42       2.714600535493e+42      -8.520257978183e+50       1.027564569491e-05       9.886659417911e-01 
       3.611580497502e+13       5.794837044497e-25       1.283297024202e-08       2.814198009276e+21       1.344542322610e+04       3.722864057828e-10       4.855922830405e+17       7.409382586437e-09       4.681319347639e+42       1.176702935816e+32       7.065459053366e+32       4.066036797913e-08       3.238391086947e+42       7.919710435410e+42       7.919710435410e+42       2.639903478195e+42      -8.228210467031e+50       1.034651221694e-05       9.818942572588e-01 
       3.586475171302e+13       5.876248710134e-25       1.292391971219e-08       2.775209096677e+21       1.344542322610e+04       3.748924106233e-10       4.822167656807e+17       7.461248264541e-09       4.552504527569e+42       1.152334130704e+32       6.919137675674e+32       4.066036797913e-08       3.149281001904e+42       7.701785530281e+42       7.701785530281e+42       2.567261843158e+42      -7.946173421406e+50       1.041737873898e-05       9.752147044889e-01 
       3.561544360777e+13       5.958804128261e-25       1.301305019297e-08       2.736760350514e+21       1.344542322610e+04       3.775166574977e-10       4.788647126919e+17       7.513477002391e-09       4.427234276164e+42       1.128469988786e+32       6.775846525093e+32       4.066036797913e-08       3.062622939191e+42       7.489857216145e+42       7.489857216145e+42       2.496619071785e+42      -7.673803714192e+50       1.048824526102e-05       9.686254159457e-01 
       3.536786852807e+13       6.042519367458e-25       1.310399966314e-08       2.698844287125e+21       1.344542322610e+04       3.801592741002e-10       4.755359609651e+17       7.566071341406e-09       4.305411058319e+42       1.105100058793e+32       6.635522847453e+32       4.066036797913e-08       2.978349427055e+42       7.283760486148e+42       7.283760486148e+42       2.427920161791e+42      -7.410769979588e+50       1.055911178305e-05       9.621245742285e-01 
       3.512201442708e+13       6.127410722050e-25       1.319676812273e-08       2.661453526532e+21       1.344542322610e+04       3.828203890189e-10       4.722303485254e+17       7.619033840795e-09       4.186940022780e+42       1.082214105896e+32       6.498105188188e+32       4.066036797913e-08       2.896394850351e+42       7.083334873889e+42       7.083334873889e+42       2.361111624377e+42      -7.156752209962e+50       1.062997830509e-05       9.557104104009e-01 
       3.487786934169e+13       6.213494715283e-25       1.328953658231e-08       2.624580791000e+21       1.344542322610e+04       3.855001317420e-10       4.689477145238e+17       7.672367077679e-09       4.071728928294e+42       1.059802107223e+32       6.363533365418e+32       4.066036797913e-08       2.816695399450e+42       6.888424328487e+42       6.888424328487e+42       2.296141442582e+42      -6.911441366534e+50       1.070084482712e-05       9.493812023856e-01 
       3.463542139195e+13       6.300788102536e-25       1.338230504189e-08       2.588218903624e+21       1.344542322610e+04       3.881986326642e-10       4.656878992292e+17       7.726073647221e-09       3.959688071792e+42       1.037854247468e+32       6.231748443592e+32       4.066036797913e-08       2.739189020558e+42       6.698877093077e+42       6.698877093077e+42       2.232959030783e+42      -6.674539003397e+50       1.077171134916e-05       9.431352734232e-01 
       3.439465878049e+13       6.389307874587e-25       1.347507350147e-08       2.552360786930e+21       1.344542322610e+04       3.909160230928e-10       4.624507440210e+17       7.780156162750e-09       3.850730218541e+42       1.016360914595e+32       6.102692707679e+32       4.066036797913e-08       2.663815367403e+42       6.514545586655e+42       6.514545586655e+42       2.171515195314e+42      -6.445756904426e+50       1.084257787119e-05       9.369709905909e-01 
       3.415556979194e+13       6.479071260916e-25       1.356966095045e-08       2.516999461496e+21       1.344542322610e+04       3.936524352545e-10       4.592360913813e+17       7.834617255888e-09       3.744770534229e+42       9.953126956281e+31       5.976309637892e+32       4.066036797913e-08       2.590515754245e+42       6.335286289171e+42       6.335286289171e+42       2.111762096158e+42      -6.224816732632e+50       1.091344439323e-05       9.308867633799e-01 
       3.391814279239e+13       6.570095733059e-25       1.366424839944e-08       2.482128044598e+21       1.344542322610e+04       3.964080023012e-10       4.560437848871e+17       7.889459576677e-09       3.641726518910e+42       9.747003725281e+31       5.852543884935e+32       4.066036797913e-08       2.519233110188e+42       6.160959629781e+42       6.160959629781e+42       2.053653209700e+42      -6.011449691541e+50       1.098431091527e-05       9.248810423265e-01 
       3.368236622879e+13       6.662399008011e-25       1.376065483782e-08       2.447739748867e+21       1.344542322610e+04       3.991828583174e-10       4.528736692027e+17       7.944685793712e-09       3.541517942772e+42       9.545149181552e+31       5.731341245760e+32       4.066036797913e-08       2.449911934745e+42       5.991429878186e+42       5.991429878186e+42       1.997143292506e+42      -5.805396198170e+50       1.105517743730e-05       9.189523176968e-01 
       3.344822862839e+13       6.755999051672e-25       1.385706127621e-08       2.413827880969e+21       1.344542322610e+04       4.019771383256e-10       4.497255900722e+17       8.000298594266e-09       3.444066783666e+42       9.347474923168e+31       5.612648639835e+32       4.066036797913e-08       2.382498254621e+42       5.826565038942e+42       5.826565038942e+42       1.942188346096e+42      -5.606405567221e+50       1.112604395934e-05       9.130991182217e-01 
       3.321571859821e+13       6.850914082348e-25       1.395346771460e-08       2.380385840299e+21       1.344542322610e+04       4.047909782939e-10       4.465993943120e+17       8.056300684425e-09       3.349297166363e+42       9.153894378950e+31       5.496414085891e+32       4.066036797913e-08       2.316939581692e+42       5.666236748697e+42       5.666236748697e+42       1.888745582685e+42      -5.414235706097e+50       1.119691048138e-05       9.073200098791e-01 
       3.298482482444e+13       6.947162574289e-25       1.405169314239e-08       2.347407117704e+21       1.344542322610e+04       4.076245151419e-10       4.434949298034e+17       8.112694789214e-09       3.257135303477e+42       8.964322770559e+31       5.382586679160e+32       4.066036797913e-08       2.253184872141e+42       5.510320176245e+42       5.510320176245e+42       1.836773391872e+42      -5.228652820367e+50       1.126777700341e-05       9.016135947233e-01 
       3.275553607193e+13       7.044763261293e-25       1.414991857018e-08       2.314885294206e+21       1.344542322610e+04       4.104778867479e-10       4.404120454850e+17       8.169483652737e-09       3.167509438010e+42       8.778677075360e+31       5.271116569080e+32       4.066036797913e-08       2.191184486708e+42       5.358693925332e+42       5.358693925332e+42       1.786231308239e+42      -5.049431129337e+50       1.133864352545e-05       8.959785097570e-01 
       3.252784118365e+13       7.143735140349e-25       1.424814399797e-08       2.282814039762e+21       1.344542322610e+04       4.133512319551e-10       4.373505913456e+17       8.226670038304e-09       3.080349787487e+42       8.596875990069e+31       5.161954937467e+32       4.066036797913e-08       2.130890152048e+42       5.211239940137e+42       5.211239940137e+42       1.737079979845e+42      -4.876352591359e+50       1.140951004748e-05       8.904134258461e-01 
       3.230172908009e+13       7.244097475334e-25       1.434818841517e-08       2.251187112027e+21       1.344542322610e+04       4.162446905788e-10       4.343104184166e+17       8.284256728570e-09       2.995588489621e+42       8.418839895145e+31       5.055053977129e+32       4.066036797913e-08       2.072254923143e+42       5.067843413354e+42       5.067843413354e+42       1.689281137588e+42      -4.709206638567e+50       1.148037656952e-05       8.849170466749e-01 
       3.207718875877e+13       7.345869800763e-25       1.445005182177e-08       2.219998355136e+21       1.344542322610e+04       4.191584034129e-10       4.312913787653e+17       8.342246525668e-09       2.913159549479e+42       8.244490819915e+31       4.950366870934e+32       4.066036797913e-08       2.015233146751e+42       4.928392696807e+42       4.928392696807e+42       1.642797565410e+42      -4.547789920691e+50       1.155124309156e-05       8.794881077389e-01 
       3.185420929372e+13       7.449071925592e-25       1.455009623896e-08       2.189241698515e+21       1.344542322610e+04       4.220925122367e-10       4.282933254869e+17       8.400642251346e-09       2.832998788092e+42       8.073752408437e+31       4.847847771302e+32       4.066036797913e-08       1.959780425857e+42       4.792779214515e+42       4.792779214515e+42       1.597593071317e+42      -4.391906057670e+50       1.162210961359e-05       8.741253753753e-01 
       3.163277983487e+13       7.553723937073e-25       1.465195964556e-08       2.158911155689e+21       1.344542322610e+04       4.250471598224e-10       4.253161126980e+17       8.459446747104e-09       2.755043792493e+42       7.906549886050e+31       4.747451780132e+32       4.066036797913e-08       1.905853585113e+42       4.660897378159e+42       4.660897378159e+42       1.553632459202e+42      -4.241365400728e+50       1.169297613563e-05       8.688276458283e-01 
       3.141288960762e+13       7.659846204663e-25       1.475564204156e-08       2.129000823126e+21       1.344542322610e+04       4.280224899412e-10       4.223595955293e+17       8.518662874331e-09       2.679233867115e+42       7.742810026633e+31       4.649134929132e+32       4.066036797913e-08       1.853410637214e+42       4.532644504871e+42       4.532644504871e+42       1.510881501443e+42      -4.095984801650e+50       1.176384265767e-05       8.635937443481e-01 
       3.119452791224e+13       7.767459383990e-25       1.485750544816e-08       2.099504879081e+21       1.344542322610e+04       4.310186473707e-10       4.194236301184e+17       8.578293514450e-09       2.605509986540e+42       7.582461120533e+31       4.552854160569e+32       4.066036797913e-08       1.802410750213e+42       4.407920737284e+42       4.407920737284e+42       1.469306912251e+42      -3.955587389964e+50       1.183470917970e-05       8.584225243227e-01 
       3.097768412337e+13       7.876584420874e-25       1.496118784416e-08       2.070417582466e+21       1.344542322610e+04       4.340357779023e-10       4.165080736032e+17       8.638341569049e-09       2.533814749539e+42       7.425432943160e+31       4.458567308410e+32       4.066036797913e-08       1.752814215723e+42       4.286628965782e+42       4.286628965782e+42       1.428876321754e+42      -3.820002357757e+50       1.190557570174e-05       8.533128664405e-01 
       3.076234768954e+13       7.987242555400e-25       1.506668922957e-08       2.041733271732e+21       1.344542322610e+04       4.370740283477e-10       4.136127841144e+17       8.698809960030e-09       2.464092334379e+42       7.271656724235e+31       4.366233079852e+32       4.066036797913e-08       1.704582418008e+42       4.168674752897e+42       4.168674752897e+42       1.389558250796e+42      -3.689064751873e+50       1.197644222378e-05       8.482636778824e-01 
       3.054850813262e+13       8.099455326059e-25       1.517219061498e-08       2.013446363768e+21       1.344542322610e+04       4.401335465461e-10       4.107376207690e+17       8.759701629748e-09       2.396288455362e+42       7.121065117666e+31       4.275811037244e+32       4.066036797913e-08       1.657677803910e+42       4.053966259771e+42       4.053966259771e+42       1.351322086424e+42      -3.562615273228e+50       1.204730874581e-05       8.432738915427e-01 
       3.033615504729e+13       8.213244573932e-25       1.527769200038e-08       1.985551352813e+21       1.344542322610e+04       4.432144813719e-10       4.078824436634e+17       8.821019541155e-09       2.330350320556e+42       6.973592172061e+31       4.187261580374e+32       4.066036797913e-08       1.612063853614e+42       3.942414174659e+42       3.942414174659e+42       1.314138058057e+42      -3.440500083008e+50       1.211817526785e-05       8.383424652771e-01 
       3.012527810058e+13       8.328632446949e-25       1.538501237519e-08       1.958042809385e+21       1.344542322610e+04       4.463169827415e-10       4.050471138663e+17       8.882766677941e-09       2.266226590695e+42       6.829173301841e+31       4.100545929123e+32       4.066036797913e-08       1.567705052211e+42       3.833931643385e+42       3.833931643385e+42       1.277977214302e+42      -3.322570615504e+50       1.218904178989e-05       8.334683811774e-01 
       2.991586703136e+13       8.445641404194e-25       1.549233275000e-08       1.930915379223e+21       1.344542322610e+04       4.494412016207e-10       4.022314934124e+17       8.944946044684e-09       2.203867339202e+42       6.687745258953e+31       4.015626106489e+32       4.066036797913e-08       1.524566862050e+42       3.728434201721e+42       3.728434201721e+42       1.242811400417e+42      -3.208683397375e+50       1.225990831193e-05       8.286506448707e-01 
       2.970791164981e+13       8.564294220279e-25       1.560147211421e-08       1.904163782247e+21       1.344542322610e+04       4.525872900320e-10       3.994354452953e+17       9.007560666995e-09       2.143224013320e+42       6.549246105175e+31       3.932464921949e+32       4.066036797913e-08       1.482615695844e+42       3.625839709622e+42       3.625839709622e+42       1.208613236388e+42      -3.098699873088e+50       1.233077483396e-05       8.238882848435e-01 
       2.950140183695e+13       8.684613989777e-25       1.571061147843e-08       1.877782811529e+21       1.344542322610e+04       4.557554010623e-10       3.966588334611e+17       9.070613591661e-09       2.084249396306e+42       6.413615184989e+31       3.851025955173e+32       4.066036797913e-08       1.441818890518e+42       3.526068287274e+42       3.526068287274e+42       1.175356095608e+42      -2.992486236358e+50       1.240164135600e-05       8.191803517880e-01 
       2.929632754414e+13       8.806624131717e-25       1.582156983204e-08       1.851767332279e+21       1.344542322610e+04       4.589456888697e-10       3.939015228015e+17       9.134107886801e-09       2.026897570672e+42       6.280793099012e+31       3.771273540075e+32       4.066036797913e-08       1.402144681783e+42       3.429042252894e+42       3.429042252894e+42       1.143014084151e+42      -2.889913267356e+50       1.247250787804e-05       8.145259179718e-01 
