# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       1.650663033499e+04       2.586673810883e-06       2.663864694421e+01       6.514392530912e+02       1.341878457917e+04       8.128837578054e-01       2.215123353779e+08       1.522706092805e+01       2.043233551939e+05       1.123645053274e+04       6.746875420104e+04       4.066036797913e-08       1.413445405404e+05       4.243731004681e+05       4.243731004681e+05       1.152226319114e+05      -1.818808484279e+04       2.984347803645e-04       2.774868663478e-01 
       1.639184318955e+04       2.621843432483e-06       2.681602865984e+01       6.428280809756e+02       1.341860719746e+04       8.185649702309e-01       2.199691236101e+08       1.532741653204e+01       1.986992418507e+05       1.100367597072e+04       6.607106997120e+04       4.066036797913e-08       1.374539538981e+05       4.132279416908e+05       4.132279416908e+05       1.120510652496e+05      -1.757585805288e+04       2.990144685041e-04       2.787134613900e-01 
       1.627785401663e+04       2.657484178125e-06       2.699453657778e+01       6.343330648791e+02       1.341842868954e+04       8.242858296925e-01       2.184366417695e+08       1.542839524673e+01       1.932299254045e+05       1.077572315632e+04       6.470233770477e+04       4.066036797913e-08       1.336704509332e+05       4.023784371989e+05       4.023784371989e+05       1.089667921125e+05      -1.698430101780e+04       2.995978526538e-04       2.799445314592e-01 
       1.616465726945e+04       2.693602226344e-06       2.717417718683e+01       6.259526179267e+02       1.341824904893e+04       8.300466121034e-01       2.169148152811e+08       1.553000047186e+01       1.879111454894e+05       1.055249221753e+04       6.336195772487e+04       4.066036797913e-08       1.299910844574e+05       3.918166798893e+05       3.918166798893e+05       1.059674099822e+05      -1.641271408585e+04       3.001849594241e-04       2.811800699733e-01 
       1.605224743980e+04       2.730203834304e-06       2.735495700570e+01       6.176851750749e+02       1.341806826911e+04       8.358475952873e-01       2.154035700882e+08       1.563223562019e+01       1.827387589896e+05       1.033388535088e+04       6.204934277499e+04       4.066036797913e-08       1.264129883918e+05       3.815349755073e+05       3.815349755073e+05       1.030505824604e+05      -1.586042134026e+04       3.007758156150e-04       2.824200700832e-01 
       1.594061905777e+04       2.767295338760e-06       2.753688258302e+01       6.095291928102e+02       1.341788634353e+04       8.416890589913e-01       2.139028326491e+08       1.573510411747e+01       1.777087368121e+05       1.011980677856e+04       6.076391776171e+04       4.066036797913e-08       1.229333755355e+05       3.715258368879e+05       3.715258368879e+05       1.002140374491e+05      -1.532676979253e+04       3.013704482168e-04       2.836645246712e-01 
       1.582976669146e+04       2.804883157019e-06       2.771996049745e+01       6.014831488519e+02       1.341770326562e+04       8.475712848992e-01       2.124125299332e+08       1.583860940248e+01       1.728171607493e+05       9.910162706522e+03       5.950511950286e+04       4.066036797913e-08       1.195495353941e+05       3.617819783528e+05       3.617819783528e+05       9.745556538109e+04      -1.481112860319e+04       3.019688844118e-04       2.849134263497e-01 
       1.571968494672e+04       2.842973787934e-06       2.790419735770e+01       5.935455418590e+02       1.341751902876e+04       8.534945566450e-01       2.109325894178e+08       1.594275492694e+01       1.680602204270e+05       9.704861283335e+03       5.827239648078e+04       4.066036797913e-08       1.162588320696e+05       3.522963102607e+05       3.522963102607e+05       9.477301749881e+04      -1.431288832913e+04       3.025711515757e-04       2.861667674600e-01 
       1.561036846692e+04       2.881573812884e-06       2.808959980262e+01       5.857148911411e+02       1.341733362631e+04       8.594591598258e-01       2.094629390840e+08       1.604754415556e+01       1.634342103372e+05       9.503812559992e+03       5.706520860075e+04       4.066036797913e-08       1.130587022065e+05       3.430619337045e+05       3.430619337045e+05       9.216430418119e+04      -1.383146019645e+04       3.031772772785e-04       2.874245400710e-01 
       1.550181193266e+04       2.920689896790e-06       2.827617450119e+01       5.779897363734e+02       1.341714705161e+04       8.654653820158e-01       2.080035074140e+08       1.615298056599e+01       1.589355269518e+05       9.306928450493e+03       5.588302695441e+04       4.066036797913e-08       1.099466529963e+05       3.340721353530e+05       3.340721353530e+05       8.962739331598e+04      -1.336627539819e+04       3.037872892862e-04       2.886867359780e-01 
       1.539401006149e+04       2.960328789121e-06       2.846392815269e+01       5.703686373155e+02       1.341695929796e+04       8.715135127794e-01       2.065542233867e+08       1.625906764880e+01       1.545606659162e+05       9.114122693262e+03       5.472533358805e+04       4.066036797913e-08       1.069202602356e+05       3.253203824331e+05       3.253203824331e+05       8.716030871722e+04      -1.291678441586e+04       3.044012155622e-04       2.899533467014e-01 
       1.528695760772e+04       3.000497324928e-06       2.865286748662e+01       5.628501735342e+02       1.341677035863e+04       8.776038436852e-01       2.051150164752e+08       1.636580890746e+01       1.503062193202e+05       8.925310813365e+03       5.359162127579e+04       4.066036797913e-08       1.039771664381e+05       3.168003178474e+05       3.168003178474e+05       8.476112858604e+04      -1.248245636410e+04       3.050190842686e-04       2.912243634857e-01 
       1.518064936210e+04       3.041202425879e-06       2.884299926286e+01       5.554329441301e+02       1.341658022685e+04       8.837366683195e-01       2.036858166425e+08       1.647320785834e+01       1.461688730436e+05       8.740410085499e+03       5.248139329734e+04       4.066036797913e-08       1.011150789985e+05       3.085057554250e+05       3.085057554250e+05       8.242798401399e+04      -1.206277835765e+04       3.056409237674e-04       2.924997772980e-01 
       1.507508015159e+04       3.082451101312e-06       2.903433027169e+01       5.481155674680e+02       1.341638889584e+04       8.899122823002e-01       2.022665543387e+08       1.658126803068e+01       1.421454041753e+05       8.559339497764e+03       5.139416322043e+04       4.066036797913e-08       9.833176840714e+04       3.004306753007e+05       3.004306753007e+05       8.015905752745e+04      -1.165725489984e+04       3.062667626223e-04       2.937795788276e-01 
       1.497024483913e+04       3.124250449297e-06       2.922686733381e+01       5.408966809109e+02       1.341619635878e+04       8.961309832909e-01       2.008571604972e+08       1.668999296653e+01       1.382326785030e+05       8.382019716170e+03       5.032945468774e+04       4.066036797913e-08       9.562506651350e+04       2.925692194205e+05       2.925692194205e+05       7.795258167213e+04      -1.126540729190e+04       3.068966295997e-04       2.950637584839e-01 
       1.486613832336e+04       3.166607657713e-06       2.942061730043e+01       5.337749405581e+02       1.341600260882e+04       9.023930710147e-01       1.994575665318e+08       1.679938622080e+01       1.344276480722e+05       8.208373049890e+03       4.928680120825e+04       4.066036797913e-08       9.299286483749e+04       2.849156871678e+05       2.849156871678e+05       7.580683763651e+04      -1.088677306238e+04       3.075305536705e-04       2.963523063963e-01 
       1.476275553836e+04       3.209530005333e-06       2.961558705333e+01       5.267490209862e+02       1.341580763906e+04       9.086988472684e-01       1.980677043328e+08       1.690945136118e+01       1.307273488124e+05       8.038323417225e+03       4.826574595287e+04       4.066036797913e-08       9.043311292739e+04       2.774645311099e+05       2.774645311099e+05       7.372015391321e+04      -1.052090541593e+04       3.081685640110e-04       2.976452124125e-01 
       1.466009145346e+04       3.253024862925e-06       2.981178350487e+01       5.198176149942e+02       1.341561144261e+04       9.150486159367e-01       1.966875062642e+08       1.702019196812e+01       1.271288982287e+05       7.871796312278e+03       4.726584155435e+04       4.066036797913e-08       8.794381676286e+04       2.702103528582e+05       2.702103528582e+05       7.169090499715e+04      -1.016737270092e+04       3.088106900051e-04       2.989424660977e-01 
       1.455814107294e+04       3.297099694364e-06       3.000921359806e+01       5.129794333522e+02       1.341541401252e+04       9.214426830065e-01       1.953169051601e+08       1.713161163484e+01       1.236294931567e+05       7.708718772320e+03       4.628664991130e+04       4.066036797913e-08       8.552303720196e+04       2.631478990423e+05       2.631478990423e+05       6.971751011951e+04      -9.825757895109e+03       3.094569612451e-04       3.002440567337e-01 
       1.445689943580e+04       3.341762057758e-06       3.020788430664e+01       5.062332045532e+02       1.341521534181e+04       9.278813565814e-01       1.939558343215e+08       1.724371396725e+01       1.202264075792e+05       7.549019345824e+03       4.532774199631e+04       4.066036797913e-08       8.316888847084e+04       2.562720573922e+05       2.562720573922e+05       6.779843201665e+04      -9.495658108813e+03       3.101074075332e-04       3.015499733181e-01 
       1.435636161555e+04       3.387019606583e-06       3.040780263507e+01       4.995776745687e+02       1.341501542348e+04       9.343649468961e-01       1.926042275131e+08       1.735650258398e+01       1.169169905033e+05       7.392628061173e+03       4.438869766798e+04       4.066036797913e-08       8.087953669503e+04       2.495778529275e+05       2.495778529275e+05       6.593217573273e+04      -9.176684105014e+03       3.107620588834e-04       3.028602045628e-01 
       1.425652271992e+04       3.432880090839e-06       3.060897561862e+01       4.930116066073e+02       1.341481425050e+04       9.408937663309e-01       1.912620189600e+08       1.746998111630e+01       1.136986638954e+05       7.239476396001e+03       4.346910548690e+04       4.066036797913e-08       7.865319847115e+04       2.430604442495e+05       2.430604442495e+05       6.411728745548e+04      -8.868459835755e+03       3.114209455226e-04       3.041747388939e-01 
       1.415737789067e+04       3.479351358206e-06       3.081141032341e+01       4.865337808768e+02       1.341461181579e+04       9.474681294267e-01       1.899291433447e+08       1.758415320813e+01       1.105689206737e+05       7.089497247186e+03       4.256856253544e+04       4.066036797913e-08       7.648813947795e+04       2.367151199343e+05       2.367151199343e+05       6.235235338384e+04      -8.570621994322e+03       3.120840978924e-04       3.054935644501e-01 
       1.405892230332e+04       3.526441355231e-06       3.101511384644e+01       4.801429943500e+02       1.341440811227e+04       9.540883528996e-01       1.886055358035e+08       1.769902251597e+01       1.075253227552e+05       6.942624901448e+03       4.168667424121e+04       4.066036797913e-08       7.438267312549e+04       2.305372950234e+05       2.305372950234e+05       6.063599862685e+04      -8.282819582651e+03       3.127515466501e-04       3.068166690825e-01 
       1.396115116692e+04       3.574158128507e-06       3.122009331564e+01       4.738380605328e+02       1.341420313280e+04       9.607547556557e-01       1.872911319239e+08       1.781459270891e+01       1.045654991570e+05       6.798795006571e+03       4.082305420426e+04       4.066036797913e-08       7.233515924161e+04       2.245225076095e+05       2.245225076095e+05       5.896688613284e+04      -8.004713493453e+03       3.134233226708e-04       3.081440403534e-01 
       1.386405972383e+04       3.622509825888e-06       3.142635588994e+01       4.676178092367e+02       1.341399687023e+04       9.674676588062e-01       1.859858677410e+08       1.793086746858e+01       1.016871441499e+05       6.657944543206e+03       3.997732402780e+04       4.066036797913e-08       7.034400279444e+04       2.186664155153e+05       2.186664155153e+05       5.734371564806e+04      -7.735976106547e+03       3.140994570484e-04       3.094756655358e-01 
       1.376764324950e+04       3.671504697697e-06       3.163390875929e+01       4.614810863532e+02       1.341378931736e+04       9.742273856828e-01       1.846896797346e+08       1.804785048908e+01       9.888801546188e+04       6.520011797272e+03       3.914911315244e+04       4.066036797913e-08       6.840765265013e+04       2.129647930618e+05       2.129647930618e+05       5.576522270396e+04      -7.476290898920e+03       3.147799810974e-04       3.108115316125e-01 
       1.367189705218e+04       3.721151097964e-06       3.184275914471e+01       4.554267536324e+02       1.341358046697e+04       9.810342618522e-01       1.834025048261e+08       1.816554547702e+01       9.616593253259e+04       6.384936332919e+03       3.833805869387e+04       4.066036797913e-08       6.652460036475e+04       2.074135279242e+05       2.074135279242e+05       5.423017763241e+04      -7.225352068049e+03       3.154649263547e-04       3.121516252755e-01 
       1.357681647278e+04       3.771457485666e-06       3.205291429831e+01       4.494536884640e+02       1.341337031182e+04       9.878886151321e-01       1.821242803754e+08       1.828395615143e+01       9.351877481440e+04       6.252658966055e+03       3.754380528393e+04       4.066036797913e-08       6.469337900946e+04       2.020086180739e+05       2.020086180739e+05       5.273738460791e+04      -6.982864168035e+03       3.161543245804e-04       3.134959329253e-01 
       1.348239688457e+04       3.822432425992e-06       3.226438150338e+01       4.435607836614e+02       1.341315884461e+04       9.947907756063e-01       1.808549441777e+08       1.840308624372e+01       9.094448012103e+04       6.123121738420e+03       3.676600491488e+04       4.066036797913e-08       6.291256202795e+04       1.967461688023e+05       1.967461688023e+05       5.128568071629e+04      -6.748541758100e+03       3.168482077603e-04       3.148444406704e-01 
       1.338863369299e+04       3.874084591610e-06       3.247716807440e+01       4.377469472492e+02       1.341294605804e+04       1.001741075640e+00       1.795944344610e+08       1.852293949768e+01       8.844104302139e+04       5.996267892200e+03       3.600431678702e+04       4.066036797913e-08       6.118076212536e+04       1.916223898260e+05       1.916223898260e+05       4.987393504888e+04      -6.522109063045e+03       3.175466081065e-04       3.161971343267e-01 
       1.329552233540e+04       3.926422763959e-06       3.269128135706e+01       4.320111022532e+02       1.341273194476e+04       1.008739849896e+00       1.783426898823e+08       1.864351966941e+01       8.600651327763e+04       5.872041845160e+03       3.525840715936e+04       4.066036797913e-08       5.949663018784e+04       1.866335924700e+05       1.866335924700e+05       4.850104782178e+04      -6.303299645246e+03       3.182495580598e-04       3.175539994168e-01 
       1.320305828092e+04       3.979455834550e-06       3.290672872835e+01       4.263521864933e+02       1.341251649739e+04       1.015787435350e+00       1.770996495253e+08       1.876483052729e+01       8.363899432615e+04       5.750389166299e+03       3.452794920343e+04       4.066036797913e-08       5.785885423168e+04       1.817761869276e+05       1.817761869276e+05       4.716594951924e+04      -6.091856087803e+03       3.189570902909e-04       3.189150211695e-01 
       1.311123703011e+04       4.033192806283e-06       3.312351759656e+01       4.207691523796e+02       1.341229970852e+04       1.022884171306e+00       1.758652528970e+08       1.888687585194e+01       8.133664180050e+04       5.631256552004e+03       3.381262286014e+04       4.066036797913e-08       5.626615838157e+04       1.770466795943e+05       1.770466795943e+05       4.586760006065e+04      -5.887529688459e+03       3.196692377020e-04       3.202801845196e-01 
       1.302005411486e+04       4.087642794779e-06       3.334165540131e+01       4.152609667112e+02       1.341208157071e+04       1.030030399414e+00       1.746394399251e+08       1.900965943619e+01       7.909766209486e+04       5.514591802705e+03       3.311211469954e+04       4.066036797913e-08       5.471730187677e+04       1.724416704739e+05       1.724416704739e+05       4.460498799050e+04      -5.690080163928e+03       3.203860334286e-04       3.216494741072e-01 
       1.292950509807e+04       4.142815029725e-06       3.356114961366e+01       4.098266104774e+02       1.341186207650e+04       1.037226463682e+00       1.734221509549e+08       1.913318508500e+01       7.692031096701e+04       5.400343800004e+03       3.242611778355e+04       4.066036797913e-08       5.321107810480e+04       1.679578506554e+05       1.679578506554e+05       4.337712969056e+04      -5.499275364266e+03       3.211075108409e-04       3.230228742774e-01 
       1.283958557353e+04       4.198718856238e-06       3.378200773602e+01       4.044650786623e+02       1.341164121838e+04       1.044472710499e+00       1.722133267461e+08       1.925745661545e+01       7.480289217987e+04       5.288462484284e+03       3.175433153147e+04       4.066036797913e-08       5.174631366162e+04       1.635919998573e+05       1.635919998573e+05       4.218306861379e+04      -5.314890996959e+03       3.218337035456e-04       3.244003690800e-01 
       1.275029116563e+04       4.255363736241e-06       3.400423730232e+01       3.991753800515e+02       1.341141898881e+04       1.051769488643e+00       1.710129084706e+08       1.938247785669e+01       7.274375618036e+04       5.178898832781e+03       3.109646158837e+04       4.066036797913e-08       5.032186743772e+04       1.593409840393e+05       1.593409840393e+05       4.102187453932e+04      -5.136710360380e+03       3.225646453876e-04       3.257819422690e-01 
       1.266161752917e+04       4.312759249856e-06       3.422784587795e+01       3.939565370419e+02       1.341119538024e+04       1.059117149305e+00       1.698208377090e+08       1.950825264989e+01       7.074129881454e+04       5.071604838108e+03       3.045221969608e+04       4.066036797913e-08       4.893662972930e+04       1.552017530781e+05       1.552017530781e+05       3.989264284791e+04      -4.964524086310e+03       3.233003704513e-04       3.271675773025e-01 
       1.257356034919e+04       4.370915096811e-06       3.445284105983e+01       3.888075854539e+02       1.341097038506e+04       1.066516046099e+00       1.686370564481e+08       1.963478484819e+01       6.879396007826e+04       4.966533487226e+03       2.982132356695e+04       4.066036797913e-08       4.758952137405e+04       1.511713385065e+05       1.511713385065e+05       3.879449381740e+04      -4.798129891209e+03       3.240409130629e-04       3.285572573423e-01 
       1.248611534069e+04       4.429841097865e-06       3.467923047644e+01       3.837275743463e+02       1.341074399564e+04       1.073966535084e+00       1.674615070780e+08       1.976207831664e+01       6.690022290209e+04       4.863638740849e+03       2.920349676020e+04       4.066036797913e-08       4.627949291051e+04       1.472468513137e+05       1.472468513137e+05       3.772657193749e+04      -4.637332335938e+03       3.247863077914e-04       3.299509652539e-01 
       1.239927824847e+04       4.489547196246e-06       3.490702178785e+01       3.787155658335e+02       1.341051620433e+04       1.081468974777e+00       1.662941323893e+08       1.989013693218e+01       6.505861196972e+04       4.762875513276e+03       2.859846856079e+04       4.066036797913e-08       4.500552376076e+04       1.434254798046e+05       1.434254798046e+05       3.668804524345e+04      -4.481942593644e+03       3.255365894507e-04       3.313486836062e-01 
       1.231304484691e+04       4.550043459111e-06       3.513622268576e+01       3.737706349058e+02       1.341028700343e+04       1.089023726172e+00       1.651348755702e+08       2.001896458355e+01       6.326769256885e+04       4.664199652644e+03       2.800597386087e+04       4.066036797913e-08       4.376662143547e+04       1.397044875179e+05       1.397044875179e+05       3.567810466807e+04      -4.331778225537e+03       3.262917931014e-04       3.327503946713e-01 
       1.222741093976e+04       4.611340079011e-06       3.536684089350e+01       3.688918692515e+02       1.341005638522e+04       1.096631152754e+00       1.639836802039e+08       2.014856517130e+01       6.152606947375e+04       4.567567921582e+03       2.742575304362e+04       4.066036797913e-08       4.256182076088e+04       1.360812111999e+05       1.360812111999e+05       3.469596341150e+04      -4.186662964277e+03       3.270519540521e-04       3.341560804246e-01 
       1.214237235995e+04       4.673447375388e-06       3.559888416610e+01       3.640783690821e+02       1.340982434195e+04       1.104291620520e+00       1.628404902658e+08       2.027894260766e+01       5.983238585855e+04       4.472937978272e+03       2.685755186953e+04       4.066036797913e-08       4.139018312708e+04       1.325530588335e+05       1.325530588335e+05       3.374085632850e+04      -4.046426504732e+03       3.278171078616e-04       3.355657225447e-01 
       1.205792496935e+04       4.736375796073e-06       3.583236029031e+01       3.593292469592e+02       1.340959086583e+04       1.112005497995e+00       1.617052501207e+08       2.041010081653e+01       5.818532224043e+04       4.380268357903e+03       2.630112136505e+04       4.066036797913e-08       4.025079575688e+04       1.291175077203e+05       1.291175077203e+05       3.281203933239e+04      -3.910904301829e+03       3.285872903402e-04       3.369793024133e-01 
       1.197406465863e+04       4.800135918811e-06       3.606727708458e+01       3.546436276247e+02       1.340935594903e+04       1.119773156245e+00       1.605779045203e+08       2.054204373345e+01       5.658359545187e+04       4.289518454504e+03       2.575621771346e+04       4.066036797913e-08       3.914277099492e+04       1.257721026148e+05       1.257721026148e+05       3.190878881556e+04      -3.779937375291e+03       3.293625375518e-04       3.383968011153e-01 
       1.189078734700e+04       4.864738452800e-06       3.630364239917e+01       3.500206478322e+02       1.340911958372e+04       1.127594968901e+00       1.594583986001e+08       2.067477530547e+01       5.502595764126e+04       4.200648503160e+03       2.522260214815e+04       4.066036797913e-08       3.806524561629e+04       1.225144539089e+05       1.225144539089e+05       3.103040108581e+04      -3.653372120988e+03       3.301428858155e-04       3.398181994389e-01 
       1.180808898205e+04       4.930194240246e-06       3.654146411610e+01       3.454594561821e+02       1.340888176200e+04       1.135471312172e+00       1.583466778772e+08       2.080829949115e+01       5.351119530093e+04       4.113619562586e+03       2.470004084796e+04       4.066036797913e-08       3.701738015412e+04       1.193422358656e+05       1.193422358656e+05       3.017619181831e+04      -3.531060128707e+03       3.309283717074e-04       3.412434778758e-01 
       1.172596553953e+04       4.996514257935e-06       3.678075014922e+01       3.409592129576e+02       1.340864247597e+04       1.143402564864e+00       1.572426882475e+08       2.094262026051e+01       5.203812832199e+04       4.028393498076e+03       2.418830483477e+04       4.066036797913e-08       3.599835824580e+04       1.162531849007e+05       1.162531849007e+05       2.934549552256e+04      -3.412858006110e+03       3.317190320625e-04       3.426726166212e-01 
       1.164441302316e+04       5.063709618828e-06       3.702150844423e+01       3.365190899641e+02       1.340840171767e+04       1.151389108399e+00       1.561463759827e+08       2.107774159492e+01       5.060560907512e+04       3.944932964790e+03       2.368716987322e+04       4.066036797913e-08       3.500738599708e+04       1.132450979102e+05       1.132450979102e+05       2.853766502402e+04      -3.298627208669e+03       3.325149039764e-04       3.441055955741e-01 
       1.156342746446e+04       5.131791573663e-06       3.726374697866e+01       3.321382703699e+02       1.340815947914e+04       1.159431326829e+00       1.550576877284e+08       2.121366748706e+01       4.921252151672e+04       3.863201391401e+03       2.319641637242e+04       4.066036797913e-08       3.404369136370e+04       1.103158306443e+05       1.103158306443e+05       2.775207096010e+04      -3.188233875377e+03       3.333160248069e-04       3.455423943376e-01 
       1.148300492252e+04       5.200771512587e-06       3.750747376197e+01       3.278159485499e+02       1.340791575235e+04       1.167529606859e+00       1.539765705008e+08       2.135040194090e+01       4.785778031964e+04       3.783162964070e+03       2.271582928983e+04       4.066036797913e-08       3.310652355011e+04       1.074632961237e+05       1.074632961237e+05       2.698810128988e+04      -3.081548670034e+03       3.341224321764e-04       3.469829922191e-01 
       1.140314148383e+04       5.270660966796e-06       3.775269683551e+01       3.235513299311e+02       1.340767052928e+04       1.175684337860e+00       1.529029716845e+08       2.148794897156e+01       4.654033002778e+04       3.704782610759e+03       2.224519803698e+04       4.066036797913e-08       3.219515242461e+04       1.046854631002e+05       1.046854631002e+05       2.624516081742e+04      -2.978446627934e+03       3.349341639732e-04       3.484273682308e-01 
       1.132383326207e+04       5.341471610198e-06       3.799942427255e+01       3.193436308398e+02       1.340742380184e+04       1.183895911894e+00       1.518368390298e+08       2.162631260532e+01       4.525914423404e+04       3.628025985868e+03       2.178431638730e+04       4.066036797913e-08       3.130886795071e+04       1.019803545580e+05       1.019803545580e+05       2.552267072821e+04      -2.878807007742e+03       3.357512583536e-04       3.498755010897e-01 
       1.124507639796e+04       5.413215261097e-06       3.824766417834e+01       3.151920783519e+02       1.340717556194e+04       1.192164723723e+00       1.507781206504e+08       2.176549687949e+01       4.401322478082e+04       3.552859455186e+03       2.133298238570e+04       4.066036797913e-08       3.044697963404e+04       9.934604625580e+04       9.934604625580e+04       2.482006813825e+04      -2.782513148413e+03       3.365737537437e-04       3.513273692185e-01 
       1.116686705902e+04       5.485903883886e-06       3.849742469008e+01       3.110959101443e+02       1.340692580143e+04       1.200491170836e+00       1.497267650205e+08       2.190550584241e+01       4.280160098260e+04       3.479250081161e+03       2.089099826016e+04       4.066036797913e-08       2.960881598454e+04       9.678066530850e+04       9.678066530850e+04       2.413680565567e+04      -2.689452330962e+03       3.374016888414e-04       3.527829507458e-01 
       1.108920143943e+04       5.559549590772e-06       3.874871397697e+01       3.070543743489e+02       1.340667451214e+04       1.208875653464e+00       1.486827209725e+08       2.204634355331e+01       4.162332886981e+04       3.407165608468e+03       2.045817033503e+04       4.066036797913e-08       2.879372399344e+04       9.428238880679e+04       9.428238880679e+04       2.347235095438e+04      -2.599515644930e+03       3.382351026179e-04       3.542422235068e-01 
       1.101207575982e+04       5.634164643508e-06       3.900154024020e+01       3.030667294086e+02       1.340642168588e+04       1.217318574597e+00       1.476459376947e+08       2.218801408230e+01       4.047749045362e+04       3.336574449879e+03       2.003430894627e+04       4.066036797913e-08       2.800106862462e+04       9.184944247443e+04       9.184944247443e+04       2.282618635937e+04      -2.512597859376e+03       3.390740343204e-04       3.557051650436e-01 
       1.093548626709e+04       5.709761455149e-06       3.925591171301e+01       2.991322439350e+02       1.340616731440e+04       1.225820340007e+00       1.466163647283e+08       2.233052151028e+01       3.936319301088e+04       3.267445672429e+03       1.961922835828e+04       4.066036797913e-08       2.723023231997e+04       8.948009936160e+04       8.948009936160e+04       2.219780844358e+04      -2.428597298260e+03       3.399185234731e-04       3.571717526059e-01 
       1.085942923423e+04       5.786352591832e-06       3.951183666066e+01       2.952501965684e+02       1.340591138946e+04       1.234381358262e+00       1.455939519655e+08       2.247386992885e+01       3.827956838877e+04       3.199748983860e+03       1.921274668260e+04       4.066036797913e-08       2.648061451840e+04       8.717267857368e+04       8.717267857368e+04       2.158672763568e+04      -2.347415720046e+03       3.407686098796e-04       3.586419631519e-01 
       1.078390096012e+04       5.863950774567e-06       3.976932338048e+01       2.914198758393e+02       1.340565390274e+04       1.243002040751e+00       1.445786496467e+08       2.261806344026e+01       3.722577232862e+04       3.133454719356e+03       1.881468579818e+04       4.066036797913e-08       2.575163118801e+04       8.492554403421e+04       8.492554403421e+04       2.099246783884e+04      -2.268958201392e+03       3.416243336251e-04       3.601157733486e-01 
       1.070889776941e+04       5.942568881050e-06       4.002838020185e+01       2.876405800325e+02       1.340539484591e+04       1.251682801699e+00       1.435704083582e+08       2.276310615733e+01       3.620098380826e+04       3.068533828542e+03       1.842487127338e+04       4.066036797913e-08       2.504271437122e+04       8.273710328144e+04       8.273710328144e+04       2.041456605979e+04      -2.193133024793e+03       3.424857350777e-04       3.615931595729e-01 
       1.063441601224e+04       6.022219947504e-06       4.028901548627e+01       2.839116170523e+02       1.340513421063e+04       1.260424058184e+00       1.425691790300e+08       2.290900220339e+01       3.520440440255e+04       3.004957862763e+03       1.804313228955e+04       4.066036797913e-08       2.435331174234e+04       8.060580629724e+04       8.060580629724e+04       1.985257204825e+04      -2.119851570033e+03       3.433528548909e-04       3.630740979121e-01 
       1.056045206418e+04       6.102917170527e-06       4.055123762729e+01       2.802323042900e+02       1.340487198849e+04       1.269226230165e+00       1.415749129329e+08       2.305575571216e+01       3.423525766144e+04       2.942698962619e+03       1.766930156619e+04       4.066036797913e-08       2.368288617739e+04       7.853014436768e+04       7.853014436768e+04       1.930604794624e+04      -2.049028209318e+03       3.442257340054e-04       3.645585641648e-01 
       1.048700232596e+04       6.184673908974e-06       4.081505505062e+01       2.766019684934e+02       1.340460817107e+04       1.278089740492e+00       1.405875616767e+08       2.320337082772e+01       3.329278850522e+04       2.881729845759e+03       1.730321528767e+04       4.066036797913e-08       2.303091533571e+04       7.650864897441e+04       7.650864897441e+04       1.877456794694e+04      -1.980580205973e+03       3.451044136512e-04       3.660465338422e-01 
       1.041406322332e+04       6.267503685844e-06       4.108047621404e+01       2.730199456375e+02       1.340434274990e+04       1.287015014934e+00       1.396070772073e+08       2.335185170440e+01       3.237626263633e+04       2.822023794932e+03       1.694471303149e+04       4.066036797913e-08       2.239689125311e+04       7.453989071591e+04       7.453989071591e+04       1.825771796311e+04      -1.914427616571e+03       3.459889353493e-04       3.675379821681e-01 
       1.034163120688e+04       6.351420190205e-06       4.134750960749e+01       2.694855807977e+02       1.340407571651e+04       1.296002482192e+00       1.386334118049e+08       2.350120250673e+01       3.148496596744e+04       2.763554646282e+03       1.659363769794e+04       4.066036797913e-08       2.178031994617e+04       7.262247825788e+04       7.262247825788e+04       1.775509530450e+04      -1.850493196385e+03       3.468793409142e-04       3.690328840809e-01 
       1.026970275190e+04       6.436437279127e-06       4.161616375304e+01       2.659982280241e+02       1.340380706236e+04       1.305052573923e+00       1.376665180814e+08       2.365142740932e+01       3.061820406517e+04       2.706296777885e+03       1.624983544138e+04       4.066036797913e-08       2.118072102750e+04       7.075505731197e+04       7.075505731197e+04       1.726630836418e+04      -1.788702308049e+03       3.477756724556e-04       3.705312142340e-01 
       1.019827435817e+04       6.522568979640e-06       4.188644720492e+01       2.625572502181e+02       1.340353677891e+04       1.314165724759e+00       1.367063489779e+08       2.380253059682e+01       2.977530160925e+04       2.650225098525e+03       1.591315560272e+04       4.066036797913e-08       2.059762733153e+04       6.893630964207e+04       6.893630964207e+04       1.679097631355e+04      -1.728982833311e+03       3.486779723805e-04       3.720329469969e-01 
       1.012734254978e+04       6.609829490717e-06       4.215836854949e+01       2.591620190101e+02       1.340326485757e+04       1.323342372328e+00       1.357528577628e+08       2.395451626380e+01       2.895560186644e+04       2.595315036702e+03       1.558345064354e+04       4.066036797913e-08       2.003058455065e+04       6.716495209737e+04       6.716495209737e+04       1.632872880566e+04      -1.671265087789e+03       3.495862833955e-04       3.735380564566e-01 
