# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=7.75386e-06 to 1.63211 h/Mpc,
# number of wavenumbers equal to 556
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2          
       1.450080575706e-03       3.542311371862e+07       3.541817738544e+07       2.191537366282e+06       2.170460201655e+06       0.000000000000e+00       3.540041095397e+07 
       1.524525866798e-03       3.510426378904e+07       3.509928104980e+07       1.909121705632e+06       1.895005785015e+06       0.000000000000e+00       3.508157192720e+07 
       1.601142222593e-03       3.480102215661e+07       3.479597349048e+07       1.697177876391e+06       1.690863931016e+06       0.000000000000e+00       3.477837045320e+07 
       1.679812294082e-03       3.451113201491e+07       3.450599191409e+07       1.543102033690e+06       1.542206349814e+06       0.000000000000e+00       3.448854046109e+07 
       1.760416193363e-03       3.423294025505e+07       3.422770071316e+07       1.410645887462e+06       1.410908612787e+06       0.000000000000e+00       3.421041162619e+07 
       1.842833792545e-03       3.396474884499e+07       3.395939886516e+07       1.271690008863e+06       1.269399059165e+06       0.000000000000e+00       3.394226829822e+07 
       1.926946649085e-03       3.370537039823e+07       3.369991506273e+07       1.128397305274e+06       1.121938777372e+06       0.000000000000e+00       3.368293067621e+07 
       2.012639546557e-03       3.345353631116e+07       3.344797437638e+07       1.004630312651e+06       9.941382568761e+05       0.000000000000e+00       3.343114471046e+07 
       2.099801666549e-03       3.320833415079e+07       3.320267156613e+07       9.166329102092e+05       9.027014988038e+05       0.000000000000e+00       3.318601122169e+07 
       2.188327425522e-03       3.296891188872e+07       3.296315174435e+07       8.542507743575e+05       8.375000902836e+05       0.000000000000e+00       3.294667138434e+07 
       2.278117020721e-03       3.273465875788e+07       3.272880499437e+07       7.920478154408e+05       7.739562550161e+05       0.000000000000e+00       3.271249908288e+07 
       2.369076733192e-03       3.250491563557e+07       3.249896551304e+07       7.164294526416e+05       6.993248209273e+05       0.000000000000e+00       3.248282513032e+07 
       2.461119035384e-03       3.227923980194e+07       3.227318857665e+07       6.377478258225e+05       6.136331852033e+05       0.000000000000e+00       3.225721038767e+07 
       2.554162547145e-03       3.205727703284e+07       3.205111868255e+07       5.749732298464e+05       5.339923278918e+05       0.000000000000e+00       3.203531207977e+07 
       2.648131878701e-03       3.183858098927e+07       3.183230102055e+07       5.328153121717e+05       4.797960833689e+05       0.000000000000e+00       3.181668840230e+07 
       2.742957393245e-03       3.162291969397e+07       3.161650552251e+07       4.983892792977e+05       4.450189370337e+05       0.000000000000e+00       3.160110167974e+07 
       2.838574915854e-03       3.141010931543e+07       3.140355278484e+07       4.589572206376e+05       4.105055852235e+05       0.000000000000e+00       3.138835975107e+07 
       2.934925409984e-03       3.119987059180e+07       3.119315956074e+07       4.167407039929e+05       3.704349261424e+05       0.000000000000e+00       3.117818163717e+07 
       3.031954637928e-03       3.099205762446e+07       3.098518299119e+07       3.828622626278e+05       3.352623982626e+05       0.000000000000e+00       3.097042937821e+07 
       3.129612817583e-03       3.078657955806e+07       3.077953881151e+07       3.605703096113e+05       3.126363232680e+05       0.000000000000e+00       3.076501740489e+07 
       3.227854284459e-03       3.058323020762e+07       3.057601729743e+07       3.407778612106e+05       2.962262912500e+05       0.000000000000e+00       3.056173350864e+07 
       3.326637165201e-03       3.038196478513e+07       3.037457951843e+07       3.148476892389e+05       2.759748612644e+05       0.000000000000e+00       3.036052883725e+07 
       3.425923066781e-03       3.018273626677e+07       3.017517581571e+07       2.861900502243e+05       2.520560290417e+05       0.000000000000e+00       3.016135692445e+07 
       3.525676783882e-03       2.998530643475e+07       2.997756789687e+07       2.302782460584e+05       2.296316442827e+05       0.000000000000e+00       2.996397178226e+07 
       3.625866025818e-03       2.978981047131e+07       2.978189189810e+07       2.164132515620e+05       2.158055835656e+05       0.000000000000e+00       2.976853677319e+07 
       3.726461163419e-03       2.959605176952e+07       2.958794260566e+07       2.036457483425e+05       2.030739304766e+05       0.000000000000e+00       2.957483539911e+07 
       3.827434995688e-03       2.940409123142e+07       2.939578690240e+07       1.918703460333e+05       1.913315926571e+05       0.000000000000e+00       2.938293027937e+07 
       3.928762535625e-03       2.921387077926e+07       2.920536282618e+07       1.809927237414e+05       1.804845141959e+05       0.000000000000e+00       2.919276212899e+07 
       4.030420814284e-03       2.902527111665e+07       2.901655094619e+07       1.709286992194e+05       1.704487492066e+05       0.000000000000e+00       2.900421163307e+07 
       4.132388702005e-03       2.883831809973e+07       2.882937796350e+07       1.616042722993e+05       1.611505059351e+05       0.000000000000e+00       2.881730484171e+07 
       4.234646745641e-03       2.865310816322e+07       2.864394486586e+07       1.529518425677e+05       1.525223688566e+05       0.000000000000e+00       2.863213947308e+07 
       4.337177020579e-03       2.846935585054e+07       2.845996042522e+07       1.449125891655e+05       1.445056891310e+05       0.000000000000e+00       2.844842845569e+07 
       4.439962996367e-03       2.828717765789e+07       2.827754494398e+07       1.374329804064e+05       1.370470827206e+05       0.000000000000e+00       2.826628933772e+07 
       4.542989414797e-03       2.810654321671e+07       2.809667132509e+07       1.304649852055e+05       1.300986534355e+05       0.000000000000e+00       2.808569273673e+07 
       4.646242179336e-03       2.792743640115e+07       2.791732146126e+07       1.239653150575e+05       1.236172341660e+05       0.000000000000e+00       2.790662190550e+07 
       4.749708254895e-03       2.774979365565e+07       2.773943169291e+07       1.178949327656e+05       1.175638973644e+05       0.000000000000e+00       2.772901327244e+07 
       4.853375576958e-03       2.757358893702e+07       2.756297456876e+07       1.122187206562e+05       1.119036239727e+05       0.000000000000e+00       2.755284035932e+07 
       4.957232969200e-03       2.739883240026e+07       2.738795973527e+07       1.069050339335e+05       1.066048579543e+05       0.000000000000e+00       2.737811313948e+07 
       5.061270068787e-03       2.722557762660e+07       2.721444256934e+07       1.019254810896e+05       1.016392876004e+05       0.000000000000e+00       2.720488568931e+07 
       5.165477258606e-03       2.705365319653e+07       2.704224870888e+07       9.725337070915e+04       9.698029609343e+04       0.000000000000e+00       2.703298578457e+07 
       5.269845605765e-03       2.688321271396e+07       2.687153314218e+07       9.286594873996e+04       9.260519363093e+04       0.000000000000e+00       2.686256733874e+07 
       5.374366805750e-03       2.671404459719e+07       2.670208261030e+07       8.874110118344e+04       8.849192880509e+04       0.000000000000e+00       2.669341837965e+07 
       5.479033131687e-03       2.654623976177e+07       2.653399021234e+07       8.485879251629e+04       8.462052099570e+04       0.000000000000e+00       2.652563041777e+07 
       5.583837388215e-03       2.637980314364e+07       2.636726177481e+07       8.120180744338e+04       8.097380400692e+04       0.000000000000e+00       2.635920864644e+07 
       5.688772869513e-03       2.621471449319e+07       2.620187671032e+07       7.775428865779e+04       7.753596569958e+04       0.000000000000e+00       2.619413271588e+07 
       5.793833321090e-03       2.605091880401e+07       2.603778082968e+07       7.450064751331e+04       7.429146034418e+04       0.000000000000e+00       2.603034789397e+07 
       5.899012904967e-03       2.588842472347e+07       2.587498309029e+07       7.142746962170e+04       7.122691141431e+04       0.000000000000e+00       2.586786290853e+07 
       6.004306167925e-03       2.572720174516e+07       2.571345425948e+07       6.852307936944e+04       6.833067761457e+04       0.000000000000e+00       2.570664765348e+07 
       6.109708012524e-03       2.556648459459e+07       2.555242392734e+07       6.577170316061e+04       6.558702649437e+04       0.000000000000e+00       2.554593576673e+07 
       6.215213670630e-03       2.540767352668e+07       2.539329727045e+07       6.316927281648e+04       6.299190382696e+04       0.000000000000e+00       2.538712810806e+07 
       6.320818679219e-03       2.525019499462e+07       2.523550031585e+07       6.070301607280e+04       6.053257175265e+04       0.000000000000e+00       2.522965135837e+07 
       6.426518858230e-03       2.509381389527e+07       2.507879218976e+07       5.836413923729e+04       5.820026232293e+04       0.000000000000e+00       2.507326879961e+07 
       6.532310290288e-03       2.493868612904e+07       2.492333619877e+07       5.614428006169e+04       5.598663591239e+04       0.000000000000e+00       2.491813848528e+07 
       6.638189302118e-03       2.478461957505e+07       2.476893272562e+07       5.403608797085e+04       5.388436357401e+04       0.000000000000e+00       2.476406612702e+07 
       6.744152447495e-03       2.463185914044e+07       2.461583560401e+07       5.203242773096e+04       5.188632900481e+04       0.000000000000e+00       2.461129919256e+07 
       6.850196491592e-03       2.448016836626e+07       2.446380116520e+07       5.012688518900e+04       4.998613694818e+04       0.000000000000e+00       2.445959917169e+07 
       6.956318396591e-03       2.432960624199e+07       2.431289286603e+07       4.831364360195e+04       4.817798704143e+04       0.000000000000e+00       2.430902637450e+07 
       7.062515308461e-03       2.418014161826e+07       2.416307731289e+07       4.658659668135e+04       4.645578934770e+04       0.000000000000e+00       2.415954898341e+07 
       7.168784544777e-03       2.403179529098e+07       2.401437682484e+07       4.494095423935e+04       4.481476773900e+04       0.000000000000e+00       2.401118824237e+07 
       7.275123583510e-03       2.388453347169e+07       2.386675735290e+07       4.337183989147e+04       4.325005916490e+04       0.000000000000e+00       2.386391030191e+07 
       7.381530052682e-03       2.373831598087e+07       2.372017781695e+07       4.187481532076e+04       4.175723801728e+04       0.000000000000e+00       2.371767473077e+07 
       7.488001720832e-03       2.359315684624e+07       2.357465273573e+07       4.044588972789e+04       4.033232473092e+04       0.000000000000e+00       2.357249569489e+07 
       7.594536488205e-03       2.344903610894e+07       2.343016227459e+07       3.908071241028e+04       3.897098037185e+04       0.000000000000e+00       2.342835328321e+07 
       7.701132378614e-03       2.330590847210e+07       2.328666035372e+07       3.777617784741e+04       3.767010881739e+04       0.000000000000e+00       2.328520198709e+07 
       7.807787531916e-03       2.316382545010e+07       2.314420037493e+07       3.652872100921e+04       3.642615457385e+04       0.000000000000e+00       2.314309386118e+07 
       7.914500197047e-03       2.302272063072e+07       2.300271448530e+07       3.533526717047e+04       3.523605176497e+04       0.000000000000e+00       2.300196209445e+07 
       8.021268725573e-03       2.288258189135e+07       2.286219074196e+07       3.419287059120e+04       3.409686288657e+04       0.000000000000e+00       2.286179462495e+07 
       8.128091565715e-03       2.274342026303e+07       2.272264145488e+07       3.309883119870e+04       3.300589544753e+04       0.000000000000e+00       2.272260286485e+07 
       8.234967256810e-03       2.260523557746e+07       2.258406651558e+07       3.205063063435e+04       3.196063818400e+04       0.000000000000e+00       2.258438666257e+07 
       8.341894424167e-03       2.246805842096e+07       2.244649783722e+07       3.104585760381e+04       3.095868657719e+04       0.000000000000e+00       2.244717698792e+07 
       8.448871774298e-03       2.233177258271e+07       2.230981705136e+07       3.008199486149e+04       2.999753007671e+04       0.000000000000e+00       2.231085704479e+07 
       8.555898090482e-03       2.219642668195e+07       2.217407436321e+07       2.915712326850e+04       2.907525506518e+04       0.000000000000e+00       2.217547590370e+07 
       8.662972228642e-03       2.206193050198e+07       2.203917894231e+07       2.826948427573e+04       2.819010864334e+04       0.000000000000e+00       2.204094321726e+07 
       8.770093113518e-03       2.192858675243e+07       2.190543513551e+07       2.741659733951e+04       2.733961533684e+04       0.000000000000e+00       2.190756199959e+07 
       8.877259735096e-03       2.179591591896e+07       2.177236303387e+07       2.659754049213e+04       2.652285836474e+04       0.000000000000e+00       2.177485292126e+07 
       8.984471145293e-03       2.166411349003e+07       2.164015861096e+07       2.581030017777e+04       2.573782857090e+04       0.000000000000e+00       2.164301149266e+07 
       9.091726454861e-03       2.153315793283e+07       2.150879777766e+07       2.505343540520e+04       2.498308972107e+04       0.000000000000e+00       2.151201541451e+07 
       9.199024830507e-03       2.140216809061e+07       2.137738832844e+07       2.432407331205e+04       2.425577569786e+04       0.000000000000e+00       2.138098072182e+07 
       9.306365492211e-03       2.127287700606e+07       2.124767216793e+07       2.362316512100e+04       2.355683556055e+04       0.000000000000e+00       2.125164205435e+07 
       9.413747710720e-03       2.114435457575e+07       2.111872432099e+07       2.294830274923e+04       2.288386810822e+04       0.000000000000e+00       2.112307146366e+07 
       9.521170805214e-03       2.101756131598e+07       2.099150122769e+07       2.229948686531e+04       2.223687434573e+04       0.000000000000e+00       2.099622761086e+07 
       9.628634141123e-03       2.089056764010e+07       2.086405803507e+07       2.167304196198e+04       2.161218808325e+04       0.000000000000e+00       2.086917748343e+07 
       9.736137128101e-03       2.076401954544e+07       2.073710138823e+07       2.106900666033e+04       2.100984878047e+04       0.000000000000e+00       2.074258515569e+07 
       9.843679218121e-03       2.063848566236e+07       2.061113817322e+07       2.048691957657e+04       2.042939612834e+04       0.000000000000e+00       2.061700007188e+07 
       9.951259903705e-03       2.051396907776e+07       2.048619233507e+07       1.992570391870e+04       1.986975622548e+04       0.000000000000e+00       2.049243167498e+07 
       1.005887871627e-02       2.039024230110e+07       2.036203548381e+07       1.938426187892e+04       1.932983441242e+04       0.000000000000e+00       2.036865234463e+07 
       1.016653522459e-02       2.026724253985e+07       2.023860576084e+07       1.886180052395e+04       1.880884018710e+04       0.000000000000e+00       2.024559961257e+07 
       1.027422903333e-02       2.014527270677e+07       2.011616299746e+07       1.835753533601e+04       1.830599090216e+04       0.000000000000e+00       2.012356306415e+07 
       1.038195978174e-02       2.002393285629e+07       1.999438514101e+07       1.787049358449e+04       1.782031663568e+04       0.000000000000e+00       2.000216675451e+07 
       1.048972714235e-02       1.990324944776e+07       1.987325996635e+07       1.739999271475e+04       1.735113705498e+04       0.000000000000e+00       1.988142533242e+07 
       1.059753081982e-02       1.978330403498e+07       1.975288361459e+07       1.694517679179e+04       1.689759796616e+04       0.000000000000e+00       1.976142474618e+07 
       1.070537054986e-02       1.966389722066e+07       1.963308077240e+07       1.650549282385e+04       1.645914858949e+04       0.000000000000e+00       1.964197306750e+07 
       1.081324609818e-02       1.954523547470e+07       1.951392623745e+07       1.608033587851e+04       1.603518546674e+04       0.000000000000e+00       1.952323649288e+07 
       1.092115725956e-02       1.942716774642e+07       1.939540253071e+07       1.566897382908e+04       1.562497837833e+04       0.000000000000e+00       1.940510478790e+07 
       1.102910385693e-02       1.930983127523e+07       1.927761311213e+07       1.527112864032e+04       1.522825035159e+04       0.000000000000e+00       1.928770480633e+07 
       1.113708574059e-02       1.919316899182e+07       1.916049755696e+07       1.488603917258e+04       1.484424214302e+04       0.000000000000e+00       1.917097849183e+07 
       1.124510278739e-02       1.907721334084e+07       1.904408504749e+07       1.451324862634e+04       1.447249822936e+04       0.000000000000e+00       1.905495727354e+07 
       1.135315490007e-02       1.896196176643e+07       1.892837943140e+07       1.415241324573e+04       1.411267607731e+04       0.000000000000e+00       1.893964054914e+07 
       1.146124200653e-02       1.884752233782e+07       1.881351271635e+07       1.380290240427e+04       1.376414622919e+04       0.000000000000e+00       1.882514361638e+07 
       1.156936405929e-02       1.873352951606e+07       1.869906776622e+07       1.346426151290e+04       1.342645620526e+04       0.000000000000e+00       1.871108543933e+07 
       1.167752103484e-02       1.862016951785e+07       1.858524715179e+07       1.313609077642e+04       1.309920693387e+04       0.000000000000e+00       1.859765710135e+07 
       1.178571293318e-02       1.850745797645e+07       1.847206659269e+07       1.281800921945e+04       1.278201851687e+04       0.000000000000e+00       1.848487425182e+07 
       1.189393977730e-02       1.839536462701e+07       1.835949951195e+07       1.250961643913e+04       1.247449167478e+04       0.000000000000e+00       1.837270776920e+07 
       1.200220161273e-02       1.828391158175e+07       1.824757429516e+07       1.221056618301e+04       1.217628112541e+04       0.000000000000e+00       1.826118166389e+07 
       1.211049850714e-02       1.817311051759e+07       1.813630358727e+07       1.192049505551e+04       1.188702446863e+04       0.000000000000e+00       1.815030790024e+07 
       1.221883054998e-02       1.806294380922e+07       1.802567474549e+07       1.163908855999e+04       1.160640816643e+04       0.000000000000e+00       1.804007038294e+07 
       1.232719785209e-02       1.795280987430e+07       1.791509537360e+07       1.136573342074e+04       1.133382081599e+04       0.000000000000e+00       1.792987071336e+07 
       1.243560054544e-02       1.784371833663e+07       1.780555537690e+07       1.110060452192e+04       1.106943637761e+04       0.000000000000e+00       1.782071186021e+07 
       1.254403878282e-02       1.773519943806e+07       1.769658466825e+07       1.084321484299e+04       1.081276947342e+04       0.000000000000e+00       1.771212426431e+07 
       1.265251273758e-02       1.762727136021e+07       1.758819790315e+07       1.059319620664e+04       1.056345281247e+04       0.000000000000e+00       1.760412502051e+07 
       1.276102260345e-02       1.751998844416e+07       1.748044875222e+07       1.035042938518e+04       1.032136764746e+04       0.000000000000e+00       1.749676823073e+07 
       1.286956859430e-02       1.741327636492e+07       1.737326387774e+07       1.011457988071e+04       1.008618038110e+04       0.000000000000e+00       1.738997991815e+07 
       1.297815094397e-02       1.730712209483e+07       1.726663119621e+07       9.885398129015e+03       9.857642147342e+03       0.000000000000e+00       1.728374735110e+07 
       1.308676990616e-02       1.720150559629e+07       1.716053483313e+07       9.662641517242e+03       9.635511011217e+03       0.000000000000e+00       1.717805177377e+07 
       1.319542575426e-02       1.709651352247e+07       1.705507039777e+07       9.446140190541e+03       9.419617595344e+03       0.000000000000e+00       1.707298251427e+07 
       1.330411878127e-02       1.699203676689e+07       1.695012309695e+07       9.235574352978e+03       9.209642935123e+03       0.000000000000e+00       1.696842880189e+07 
       1.341284929973e-02       1.688811280033e+07       1.684573586924e+07       9.030838848191e+03       9.005482279915e+03       0.000000000000e+00       1.686442975032e+07 
       1.352161764163e-02       1.678522153675e+07       1.674242211528e+07       8.832040999066e+03       8.807242642802e+03       0.000000000000e+00       1.676147517623e+07 
       1.363042415842e-02       1.668194532714e+07       1.663866623310e+07       8.637996137586e+03       8.613742553108e+03       0.000000000000e+00       1.665811847219e+07 
       1.373926922094e-02       1.657982645410e+07       1.653609854227e+07       8.449653569578e+03       8.425928860746e+03       0.000000000000e+00       1.655592777662e+07 
       1.384815321946e-02       1.647815135663e+07       1.643395943255e+07       8.266236356526e+03       8.243026607444e+03       0.000000000000e+00       1.645417594460e+07 
       1.395707656368e-02       1.637658840259e+07       1.633191562326e+07       8.087551555512e+03       8.064843627500e+03       0.000000000000e+00       1.635253105279e+07 
       1.406603968277e-02       1.627636335127e+07       1.623121736850e+07       7.913867713839e+03       7.891647226587e+03       0.000000000000e+00       1.625222554639e+07 
       1.417504302544e-02       1.617609640393e+07       1.613048049991e+07       7.744578626114e+03       7.722833492404e+03       0.000000000000e+00       1.615187917410e+07 
       1.428408706001e-02       1.607615902714e+07       1.603007767014e+07       7.579658080410e+03       7.558376141153e+03       0.000000000000e+00       1.605186352715e+07 
       1.439317227448e-02       1.597695093600e+07       1.593042237868e+07       7.419087529193e+03       7.398256436450e+03       0.000000000000e+00       1.595258226801e+07 
       1.450229917667e-02       1.587837756450e+07       1.583139953428e+07       7.262684544002e+03       7.242292505601e+03       0.000000000000e+00       1.585393463357e+07 
       1.461146829431e-02       1.578046817247e+07       1.573303676548e+07       7.110441488355e+03       7.090476945819e+03       0.000000000000e+00       1.575594936770e+07 
       1.472068017523e-02       1.568238758240e+07       1.563449944034e+07       6.961730568683e+03       6.942183689795e+03       0.000000000000e+00       1.565779199141e+07 
       1.482993538748e-02       1.558556357711e+07       1.553720182138e+07       6.817099383579e+03       6.797958471585e+03       0.000000000000e+00       1.556088525557e+07 
       1.493923451949e-02       1.548883494939e+07       1.544001110299e+07       6.675977403780e+03       6.657232759369e+03       0.000000000000e+00       1.546407735161e+07 
       1.504857818030e-02       1.539252263167e+07       1.534324760307e+07       6.538397793763e+03       6.520039550900e+03       0.000000000000e+00       1.536768881993e+07 
       1.515796699977e-02       1.529676471968e+07       1.524703925790e+07       6.404236280490e+03       6.386254752587e+03       0.000000000000e+00       1.527185457096e+07 
       1.526740162874e-02       1.520173698556e+07       1.515157760318e+07       6.273435076629e+03       6.255820685372e+03       0.000000000000e+00       1.517675507033e+07 
       1.537688273933e-02       1.510686084942e+07       1.505625925133e+07       6.145795771443e+03       6.128539805179e+03       0.000000000000e+00       1.508180454420e+07 
       1.548641102516e-02       1.501249142106e+07       1.496144040753e+07       6.021266805786e+03       6.004360510772e+03       0.000000000000e+00       1.498735820979e+07 
